numActiveSessions:vector baselineTestQoS.hostFDO[2].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostFDO[2].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostFDO[2].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetSent:vector(packetBytes) baselineTestQoS.hostFDO[2].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostFDO[2].tcp.conn-1894 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetReceived:vector(packetBytes) baselineTestQoS.hostFDO[2].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostFDO[2].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,51,0.080159608,51,0.080159608,800,0.1643822512,0.084222643200000002,0.1645137872,1452,0.1645137872,0.043503029599999992
0,1,0.080159608,47,0.1643822512,47,,,,,0.2447498712,1452,0.2447498712,0.123739113600000005
0.1645137872,0,0.080159984,847,0.1645137872,1499,,,,,0.443235672,1452,0.443235672,0.322224914400000005
,,0.1645137872,47,0.2447498712,1499,,,,,0.855474109022,1452,0.855474109022,0.734463351422000028
,,0.1645141632,47,0.443235672,1499,,,,,1.255194029022,1452,1.255194029022,1.134183271421999701
,,0.2447498712,47,0.8427992352,47,,,,,1.654974109022,1452,1.654974109022,1.533963351421999907
,,0.443235672,47,0.855474109022,1499,,,,,2.054659684222,1452,2.054659684222,1.933648926621999822
,,0.855474109022,47,1.255194029022,1499,,,,,2.454446905022,1452,2.454446905022,2.33343614742199977
,,1.255194029022,47,1.654974109022,1499,,,,,2.85420918458,1452,2.85420918458,2.733198426979999585
,,1.654974109022,47,2.054659684222,1499,,,,,3.25403261578,1452,3.25403261578,3.133021858179999327
,,2.054659684222,47,2.454446905022,1499,,,,,3.6536234464,1452,3.6536234464,3.532612688799999552
,,2.454446905022,47,2.85420918458,1499,,,,,4.053311882925,1452,4.053311882925,3.932301125324999962
,,2.85420918458,47,3.25403261578,1499,,,,,4.4532543984,1452,4.4532543984,4.332243640799999782
,,3.25403261578,47,3.6536234464,1499,,,,,4.85286096,1452,4.85286096,4.731850202400000405
,,3.6536234464,47,4.053311882925,1499,,,,,,,,
,,4.053311882925,47,4.4532543984,1499,,,,,,,,
,,4.4532543984,47,4.85286096,1499,,,,,,,,
,,4.85286096,47,,,,,,,,,,
