numActiveSessions:vector baselineTestQoS.hostLVD[0].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHBufferLength:vector baselineTestQoS.hostLVD[0].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackPointer:vector baselineTestQoS.hostLVD[0].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoBitrate:vector baselineTestQoS.hostLVD[0].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoResolution:vector baselineTestQoS.hostLVD[0].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackStatus:vector baselineTestQoS.hostLVD[0].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostLVD[0].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostLVD[0].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHliveDelay:vector baselineTestQoS.hostLVD[0].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostLVD[0].tcp.conn-1762 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostLVD[0].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,0,0,0,0,91,0,240,0,0,0,51,0.080016808,51,0.080016808,0.080016807999999994,0.1600534512,0.080036643199999978,0.1601849872,0.040141909599999997
0,1,,,,,,,,,,,0.080016808,47,0.1600534512,47,,,,,0.2404238712,0.120380793599999979
,,,,,,,,,,,,0.080017184,247,0.1601849872,1499,,,,,0.996234269022,0.876191191421999966
,,,,,,,,,,,,0.1601849872,47,0.2404238712,1499,,,,,2.195434269022,2.075391191421999785
,,,,,,,,,,,,0.2404238712,47,0.996234269022,1499,,,,,3.394634269022,3.274591191422000045
,,,,,,,,,,,,0.996234269022,47,2.195434269022,1499,,,,,4.593782018044,4.473738940443999095
,,,,,,,,,,,,2.195434269022,47,3.394634269022,1499,,,,,,
,,,,,,,,,,,,3.394634269022,47,4.593782018044,1499,,,,,,
,,,,,,,,,,,,4.593782018044,47,,,,,,,,
