numActiveSessions:vector baselineTestQoS.hostLVD[72].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHBufferLength:vector baselineTestQoS.hostLVD[72].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackPointer:vector baselineTestQoS.hostLVD[72].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoBitrate:vector baselineTestQoS.hostLVD[72].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoResolution:vector baselineTestQoS.hostLVD[72].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackStatus:vector baselineTestQoS.hostLVD[72].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostLVD[72].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostLVD[72].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHliveDelay:vector baselineTestQoS.hostLVD[72].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostLVD[72].tcp.conn-1834 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostLVD[72].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,0,0,0,0,95,0,240,0,0,0,51,0.081179608,51,0.081179608,0.081179607999999986,0.38274328,0.301563672000000003,0.383074816,0.222199144799999969
0,1,,,,,,,,,,,0.081179608,47,0.38274328,47,,,,,1.1207547728,0.959879101599999891
,,,,,,,,,,,,0.081179984,247,0.383074816,1499,,,,,1.1260646656,0.965188994400000051
,,,,,,,,,,,,0.383074816,47,1.1207547728,1499,,,,,2.61137285578,2.450497184579999647
,,,,,,,,,,,,1.1207547728,47,1.1260646656,1499,,,,,2.616663992222,2.455788321022000167
,,,,,,,,,,,,1.1260646656,47,2.61137285578,1499,,,,,2.622024056222,2.46114838502199972
,,,,,,,,,,,,2.61137285578,47,2.616663992222,1499,,,,,2.627437336222,2.466561665021999682
,,,,,,,,,,,,2.616663992222,47,2.622024056222,1499,,,,,,
,,,,,,,,,,,,2.622024056222,47,2.627437336222,1499,,,,,,
,,,,,,,,,,,,2.627437336222,47,,,,,,,,
