numActiveSessions:vector baselineTestQoS.hostSSH[53].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostSSH[53].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostSSH[53].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetSent:vector(packetBytes) baselineTestQoS.hostSSH[53].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostSSH[53].tcp.conn-2029 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetReceived:vector(packetBytes) baselineTestQoS.hostSSH[53].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostSSH[53].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,51,0.080710408,51,1.080710408,40,1.1648074504,0.084097042399999987,1.1648147304,40,1.1648147304,0.043650260799999992
0,1,0.080710408,47,1.1648074504,47,1.130710408,40,1.2450275344,0.080220083999999996,1.2450348144,40,1.2450348144,0.040212478400000001
,,1.080710408,87,1.1648147304,87,1.180710408,40,1.3252201856,0.080192651199999992,1.3252309856,80,1.3252309856,0.0400189336
,,1.1648074504,87,1.2450275344,47,1.230710408,40,1.4052432048,0.080023019199999989,1.4052504848,40,1.3252309856,0.0400189336
,,1.1648147304,47,1.2450348144,87,1.280710408,40,1.485270096,0.080026891200000005,1.485280896,80,1.4052504848,0.040018613600000002
,,1.2450275344,127,1.3252201856,47,1.330710408,40,1.5652998672,0.080029771199999988,1.5653106672,80,1.485280896,0.0400189336
,,1.2450348144,47,1.3252309856,127,1.380710408,40,1.6454044064,0.08010453919999999,1.6454116864,40,1.485280896,0.0400189336
,,1.3252201856,87,1.4052432048,47,1.430710408,40,1.727213496,0.081809089599999995,1.72726372,528,1.5653106672,0.0400189336
,,1.3252309856,47,1.4052504848,87,1.480710408,40,2.8073258488,0.080062128799999992,2.8073331288,40,1.5653106672,0.0400189336
,,1.4052432048,127,1.485270096,47,1.530710408,40,2.887348868,0.080023019199999989,2.887356148,40,1.6454116864,0.04010013359999999
,,1.4052504848,47,1.485280896,127,1.580710408,40,2.9673751192,0.080026251199999981,2.9673859192,80,1.72726372,0.041847627999999997
,,1.485270096,127,1.5652998672,47,2.72726372,40,3.0473981384,0.080023019199999989,3.0474054184,40,2.8073331288,0.040011723200000001
,,1.485280896,47,1.5653106672,127,2.77726372,40,3.1274279096,0.080029771199999988,3.1274387096,80,2.887356148,0.040015413599999993
,,1.5652998672,87,1.6454044064,47,2.82726372,40,3.2074576808,0.080029771199999988,3.2074684808,80,2.9673859192,0.0400189336
