numActiveSessions:vector baselineTestQoS.hostSSH[113].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostSSH[113].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostSSH[113].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetSent:vector(packetBytes) baselineTestQoS.hostSSH[113].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostSSH[113].tcp.conn-2089 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetReceived:vector(packetBytes) baselineTestQoS.hostSSH[113].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostSSH[113].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,51,0.080955208,51,1.080955208,40,1.1654506504,0.084495442399999981,1.1654579304,40,1.1654579304,0.043875860799999999
0,1,0.080955208,47,1.1654506504,47,1.130955208,40,1.2456707344,0.080220083999999996,1.2456780144,40,1.2456780144,0.040212478400000001
,,1.080955208,87,1.1654579304,87,1.180955208,40,1.3260553856,0.080384651199999989,1.3260661856,80,1.3260661856,0.0400189336
,,1.1654506504,87,1.2456707344,47,1.230955208,40,1.4060784048,0.080023019199999989,1.4060856848,40,1.3260661856,0.0400189336
,,1.1654579304,47,1.2456780144,87,1.280955208,40,1.486105296,0.080026891200000005,1.486116096,80,1.4060856848,0.040018613600000002
,,1.2456707344,127,1.3260553856,47,1.330955208,40,1.5661350672,0.080029771199999988,1.5661458672,80,1.486116096,0.0400189336
,,1.2456780144,47,1.3260661856,127,1.380955208,40,1.6461580864,0.080023019199999989,1.6461653664,40,1.486116096,0.0400189336
,,1.3260553856,87,1.4060784048,47,1.430955208,40,1.730199096,0.084041009599999993,1.73024932,528,1.5661458672,0.0400189336
,,1.3260661856,47,1.4060856848,87,1.480955208,40,2.8102724088,0.080023088800000002,2.8102796888,40,1.5661458672,0.0400189336
,,1.4060784048,127,1.486105296,47,1.530955208,40,2.890295428,0.080023019199999989,2.890302708,40,1.6461653664,0.040018613600000002
,,1.4060856848,47,1.486116096,127,1.580955208,40,2.9703248792,0.080029451199999989,2.9703356792,80,1.73024932,0.044079547999999996
,,1.486105296,127,1.5661350672,47,2.73024932,40,3.0503795784,0.080054699199999995,3.0504300584,40,2.8102796888,0.040015483199999993
,,1.486116096,47,1.5661458672,127,2.78024932,40,3.1304189496,0.080039371199999986,3.1304601496,80,2.890302708,0.040015413599999993
,,1.5661350672,87,1.6461580864,47,2.83024932,40,3.2104487208,0.080029771199999988,3.2104899208,80,2.9703356792,0.0400189336
,,1.5661458672,47,1.6461653664,87,2.88024932,40,3.29046214,0.08001341919999999,3.29051262,40,2.9703356792,0.0400189336
,,1.6461580864,87,1.730199096,47,2.93024932,40,3.3707610952,0.080298955199999993,3.3708113192,528,3.0504300584,0.040096693599999996
,,1.6461653664,47,1.73024932,575,2.98024932,40,4.450834408,0.080023088800000002,4.450841688,40,3.1304601496,0.04005573359999999
,,1.73024932,47,2.8102724088,47,3.03024932,40,4.5308574272,0.080023019199999989,4.5308647072,40,3.1304601496,0.04005573359999999
,,2.73024932,87,2.8102796888,87,3.08024932,40,4.6108868784,0.080029451199999989,4.6108976784,80,3.2104899208,0.04005573359999999
,,2.8102724088,87,2.890295428,47,3.13024932,40,4.6909102176,0.080023339199999987,4.6909174976,40,3.2104899208,0.04005573359999999
,,2.8102796888,47,2.890302708,87,3.18024932,40,4.7709396688,0.080029451199999989,4.7709504688,80,3.29051262,0.040055413599999992
,,2.890295428,127,2.9703248792,47,3.23024932,40,4.85096944,0.080029771199999988,4.85098024,80,3.3708113192,0.040337493599999996
,,2.890302708,47,2.9703356792,127,4.3708113192,40,4.9309892592,0.08001981919999998,4.9310746192,40,4.450841688,0.040015483199999993
,,2.9703248792,87,3.0503795784,47,4.4208113192,40,,,,,4.5308647072,0.040015413599999993
,,2.9703356792,47,3.0504300584,87,4.4708113192,40,,,,,4.6108976784,0.0400189336
,,3.0503795784,127,3.1304189496,47,4.5208113192,40,,,,,4.6108976784,0.0400189336
,,3.0504300584,47,3.1304601496,127,4.5708113192,40,,,,,4.6909174976,0.040015413599999993
,,3.1304189496,127,3.2104487208,47,4.6208113192,40,,,,,4.7709504688,0.0400189336
,,3.1304601496,47,3.2104899208,127,4.6708113192,40,,,,,4.7709504688,0.0400189336
,,3.2104487208,87,3.29046214,47,4.7208113192,40,,,,,4.85098024,0.0400189336
,,3.2104899208,47,3.29051262,87,4.7708113192,40,,,,,4.85098024,0.0400189336
,,3.29046214,87,3.3707610952,47,4.8208113192,40,,,,,4.9310746192,0.040096693599999996
,,3.29051262,47,3.3708113192,575,4.8708113192,40,,,,,,
,,3.3708113192,47,4.450834408,47,,,,,,,,
,,4.3708113192,87,4.450841688,87,,,,,,,,
,,4.450834408,87,4.5308574272,47,,,,,,,,
,,4.450841688,47,4.5308647072,87,,,,,,,,
,,4.5308574272,127,4.6108868784,47,,,,,,,,
,,4.5308647072,47,4.6108976784,127,,,,,,,,
,,4.6108868784,87,4.6909102176,47,,,,,,,,
,,4.6108976784,47,4.6909174976,87,,,,,,,,
,,4.6909102176,127,4.7709396688,47,,,,,,,,
,,4.6909174976,47,4.7709504688,127,,,,,,,,
,,4.7709396688,127,4.85096944,47,,,,,,,,
,,4.7709504688,47,4.85098024,127,,,,,,,,
,,4.85096944,87,4.9309892592,47,,,,,,,,
,,4.85098024,47,4.9310746192,87,,,,,,,,
,,4.9309892592,87,,,,,,,,,,
,,4.9310746192,47,,,,,,,,,,
