numActiveSessions:vector baselineTestQoS.hostLVD[90].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHBufferLength:vector baselineTestQoS.hostLVD[90].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackPointer:vector baselineTestQoS.hostLVD[90].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoBitrate:vector baselineTestQoS.hostLVD[90].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoResolution:vector baselineTestQoS.hostLVD[90].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackStatus:vector baselineTestQoS.hostLVD[90].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostLVD[90].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostLVD[90].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHliveDelay:vector baselineTestQoS.hostLVD[90].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostLVD[90].tcp.conn-1852 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostLVD[90].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,0,0,0,0,100,0,240,0,0,0,51,0.0842456976,51,0.0842456976,0.084245697600000002,0.482138296,0.397892598400000017,0.482469832,0.30277080079999996
0,1,,,,,,,,,,,0.0842456976,47,0.482138296,47,,,,,1.3134625232,1.133763491999999923
,,,,,,,,,,,,0.0842460736,247,0.482469832,1499,,,,,1.318807725822,1.139108694621999701
,,,,,,,,,,,,0.482469832,47,1.3134625232,1499,,,,,2.996836714044,2.817137682843999777
,,,,,,,,,,,,1.3134625232,47,1.318807725822,1499,,,,,3.0021985688,2.822499537599999705
,,,,,,,,,,,,1.318807725822,47,2.996836714044,1499,,,,,3.007550212,2.827851180799999737
,,,,,,,,,,,,2.996836714044,47,3.0021985688,1499,,,,,3.01282599338,2.833126962179999695
,,,,,,,,,,,,3.0021985688,47,3.007550212,1499,,,,,,
,,,,,,,,,,,,3.007550212,47,3.01282599338,1499,,,,,,
,,,,,,,,,,,,3.01282599338,47,,,,,,,,
