numActiveSessions:vector baselineTestQoS.hostSSH[107].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostSSH[107].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostSSH[107].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetSent:vector(packetBytes) baselineTestQoS.hostSSH[107].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostSSH[107].tcp.conn-2083 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetReceived:vector(packetBytes) baselineTestQoS.hostSSH[107].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostSSH[107].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,51,0.080930728,51,1.080930728,40,1.1653863304,0.084455602399999995,1.1653936104,40,1.1653936104,0.043853300799999994
0,1,0.080930728,47,1.1653863304,47,1.130930728,40,1.2456064144,0.080220083999999996,1.2456136944,40,1.2456136944,0.040212478400000001
,,1.080930728,87,1.1653936104,87,1.180930728,40,1.3259718656,0.080365451199999992,1.3259826656,80,1.3259826656,0.0400189336
,,1.1653863304,87,1.2456064144,47,1.230930728,40,1.4059884848,0.080016619199999999,1.4059957648,40,1.3259826656,0.0400189336
,,1.1653936104,47,1.2456136944,87,1.280930728,40,1.486021776,0.080033291199999994,1.486032576,80,1.4059957648,0.040012213599999998
,,1.2456064144,127,1.3259718656,47,1.330930728,40,1.5660515472,0.080029771199999988,1.5660623472,80,1.486032576,0.0400189336
,,1.2456136944,47,1.3259826656,127,1.380930728,40,1.6460681664,0.080016619199999999,1.6460754464,40,1.486032576,0.0400189336
,,1.3259718656,87,1.4059884848,47,1.430930728,40,1.729900536,0.083832369599999983,1.72995076,528,1.5660623472,0.0400189336
,,1.3259826656,47,1.4059957648,87,1.480930728,40,2.8099738488,0.080023088800000002,2.8099811288,40,1.5660623472,0.0400189336
,,1.4059884848,127,1.486021776,47,1.530930728,40,2.889996868,0.080023019199999989,2.890004148,40,1.6460754464,0.040012213599999998
,,1.4059957648,47,1.486032576,127,1.580930728,40,2.9700707992,0.080073931200000003,2.9700815992,80,1.72995076,0.043870908
,,1.486021776,127,1.5660515472,47,2.72995076,40,3.0500859784,0.08001517919999998,3.0501314984,40,2.8099811288,0.040015483199999993
,,1.486032576,47,1.5660623472,127,2.77995076,40,3.1301253496,0.080039371199999986,3.1301615896,80,2.890004148,0.040015413599999993
,,1.5660515472,87,1.6460681664,47,2.82995076,40,3.2101551208,0.080029771199999988,3.2101913608,80,2.9700815992,0.0400634136
,,1.5660623472,47,1.6460754464,87,2.87995076,40,3.29016854,0.08001341919999999,3.29021406,40,2.9700815992,0.0400634136
,,1.6460681664,87,1.729900536,47,2.92995076,40,3.3704625352,0.080293995199999995,3.3705127592,528,3.0501314984,0.040051077599999998
