numActiveSessions:vector baselineTestQoS.hostSSH[44].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostSSH[44].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostSSH[44].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetSent:vector(packetBytes) baselineTestQoS.hostSSH[44].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostSSH[44].tcp.conn-2020 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetReceived:vector(packetBytes) baselineTestQoS.hostSSH[44].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostSSH[44].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,51,0.080673688,51,1.080673688,40,1.1647109704,0.084037282399999995,1.1647182504,40,1.1647182504,0.043616420799999999
0,1,0.080673688,47,1.1647109704,47,1.130673688,40,1.2449310544,0.080220083999999996,1.2449383344,40,1.2449383344,0.040212478400000001
,,1.080673688,87,1.1647182504,87,1.180673688,40,1.3250949056,0.080163851199999996,1.3251057056,80,1.3251057056,0.0400189336
,,1.1647109704,87,1.2449310544,47,1.230673688,40,1.4051083248,0.08001341919999999,1.4051284048,40,1.3251057056,0.0400189336
,,1.1647182504,47,1.2449383344,87,1.280673688,40,1.485144816,0.080036491200000003,1.485155616,80,1.4051284048,0.040025013599999992
,,1.2449310544,127,1.3250949056,47,1.330673688,40,1.5651745872,0.080029771199999988,1.5651853872,80,1.485155616,0.0400189336
,,1.2449383344,47,1.3251057056,127,1.380673688,40,1.6451880064,0.08001341919999999,1.6453152064,40,1.485155616,0.0400189336
,,1.3250949056,87,1.4051083248,47,1.430673688,40,1.726765656,0.081577649599999995,1.72681588,528,1.5651853872,0.0400189336
,,1.3251057056,47,1.4051284048,87,1.480673688,40,2.8068389688,0.080023088800000002,2.8068462488,40,1.5651853872,0.0400189336
,,1.4051083248,127,1.485144816,47,1.530673688,40,2.886861988,0.080023019199999989,2.886869268,40,1.6453152064,0.040132133599999994
,,1.4051284048,47,1.485155616,127,1.580673688,40,2.9668914392,0.080029451199999989,2.9669022392,80,1.72681588,0.041616187999999998
,,1.485144816,127,1.5651745872,47,2.72681588,40,3.0469112584,0.08001981919999998,3.0469966184,40,2.8068462488,0.040015483199999993
,,1.485155616,47,1.5651853872,127,2.77681588,40,3.1269442296,0.080032971199999996,3.1270267096,80,2.886869268,0.040015413599999993
,,1.5651745872,87,1.6451880064,47,2.82681588,40,3.2069740008,0.080029771199999988,3.2070564808,80,2.9669022392,0.0400189336
,,1.5651853872,47,1.6453152064,87,2.87681588,40,3.28699382,0.08001981919999998,3.28707918,40,2.9669022392,0.0400189336
,,1.6451880064,87,1.726765656,47,2.92681588,40,3.3672017352,0.080207915199999979,3.3672519592,528,3.0469966184,0.040096693599999996
,,1.6453152064,47,1.72681588,575,2.97681588,40,4.447275048,0.080023088800000002,4.447282328,40,3.1270267096,0.040097013599999994
,,1.72681588,47,2.8068389688,47,3.02681588,40,4.5272980672,0.080023019199999989,4.5273053472,40,3.1270267096,0.040097013599999994
,,2.72681588,87,2.8068462488,87,3.07681588,40,4.6073275184,0.080029451199999989,4.6073383184,80,3.2070564808,0.040097013599999994
,,2.8068389688,87,2.886861988,47,3.12681588,40,4.6873508576,0.080023339199999987,4.6873581376,40,3.2070564808,0.040097013599999994
,,2.8068462488,47,2.886869268,87,3.17681588,40,4.7673803088,0.080029451199999989,4.7673911088,80,3.28707918,0.040096693599999996
,,2.886861988,127,2.9668914392,47,3.22681588,40,4.84741008,0.080029771199999988,4.84742088,80,3.3672519592,0.040246453599999995
,,2.886869268,47,2.9669022392,127,4.3672519592,40,4.9274334192,0.080023339199999987,4.9274406992,40,4.447282328,0.040015483199999993
