numActiveSessions:vector baselineTestQoS.hostVID[9].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHBufferLength:vector baselineTestQoS.hostVID[9].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackPointer:vector baselineTestQoS.hostVID[9].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoBitrate:vector baselineTestQoS.hostVID[9].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoResolution:vector baselineTestQoS.hostVID[9].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackStatus:vector baselineTestQoS.hostVID[9].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostVID[9].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostVID[9].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostVID[9].tcp.conn-2601 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostVID[9].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,0,0,0,0,354,0,360,1,0,1,51,1.080053528,51,1.1611617704,0.081108242400000002,1.1612933064,0.04103854879999999
1,1,,,,,,,,,,,1.080053528,47,1.1611617704,47,,,1.2415321904,0.1212774328
,,,,,,,,,,,,1.080053904,247,1.1612933064,1499,,,1.997313549022,0.877058791422000046
,,,,,,,,,,,,1.1612933064,47,1.2415321904,1499,,,3.196533469022,2.076278711421999815
,,,,,,,,,,,,1.2415321904,47,1.997313549022,1499,,,4.395698982844,3.27544422524399968
,,,,,,,,,,,,1.997313549022,47,3.196533469022,1499,,,,
,,,,,,,,,,,,3.196533469022,47,4.395698982844,1499,,,,
,,,,,,,,,,,,4.395698982844,47,,,,,,
