numActiveSessions:vector baselineTestQoS.hostFDO[45].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostFDO[45].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostFDO[45].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetSent:vector(packetBytes) baselineTestQoS.hostFDO[45].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostFDO[45].tcp.conn-1937 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetReceived:vector(packetBytes) baselineTestQoS.hostFDO[45].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostFDO[45].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,51,0.080335048,51,0.080335048,800,0.1697004912,0.089365443200000005,0.1698320272,1452,0.1698320272,0.045745909599999995
0,1,0.080335048,47,0.1697004912,47,,,,,0.2500301112,1452,0.2500301112,0.12594399359999997
0.1698320272,0,0.080335424,847,0.1698320272,1499,,,,,0.448515912,1452,0.448515912,0.32442979439999997
,,0.1698320272,47,0.2500301112,1499,,,,,0.860850589022,1452,0.860850589022,0.736764471421999853
,,0.1698324032,47,0.448515912,1499,,,,,1.260670509022,1452,1.260670509022,1.136584391421999736
,,0.2500301112,47,0.8481341952,47,,,,,1.660250589022,1452,1.660250589022,1.53616447142199996
,,0.448515912,47,0.860850589022,1499,,,,,2.060036164222,1452,2.060036164222,1.93595004662200009
,,0.860850589022,47,1.260670509022,1499,,,,,2.459829385022,1452,2.459829385022,2.335743267421999992
,,1.260670509022,47,1.660250589022,1499,,,,,2.85949166458,1452,2.85949166458,2.735405546980000037
,,1.660250589022,47,2.060036164222,1499,,,,,3.25919517578,1452,3.25919517578,3.135109058179999392
,,2.060036164222,47,2.459829385022,1499,,,,,3.65890591898,1452,3.65890591898,3.534819801379999387
,,2.459829385022,47,2.85949166458,1499,,,,,4.058688362925,1452,4.058688362925,3.934602245324999345
,,2.85949166458,47,3.25919517578,1499,,,,,4.4585308784,1452,4.4585308784,4.33444476080000028
,,3.25919517578,47,3.65890591898,1499,,,,,4.85818064,1452,4.85818064,4.73409452239999949
,,3.65890591898,47,4.058688362925,1499,,,,,,,,
,,4.058688362925,47,4.4585308784,1499,,,,,,,,
,,4.4585308784,47,4.85818064,1499,,,,,,,,
,,4.85818064,47,,,,,,,,,,
