numActiveSessions:vector baselineTestQoS.hostFDO[5].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostFDO[5].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostFDO[5].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetSent:vector(packetBytes) baselineTestQoS.hostFDO[5].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostFDO[5].tcp.conn-1897 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetReceived:vector(packetBytes) baselineTestQoS.hostFDO[5].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostFDO[5].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,51,0.080171848,51,0.080171848,800,0.1647532912,0.084581443199999994,0.1648848272,1452,0.1648848272,0.043659509599999993
0,1,0.080171848,47,0.1647532912,47,,,,,0.2452333112,1452,0.2452333112,0.124007993600000004
0.1648848272,0,0.080172224,847,0.1648848272,1499,,,,,0.443595432,1452,0.443595432,0.322370114399999961
,,0.1648848272,47,0.2452333112,1499,,,,,0.855833869022,1452,0.855833869022,0.734608551421999985
,,0.1648852032,47,0.443595432,1499,,,,,1.255553789022,1452,1.255553789022,1.134328471422000103
,,0.2452333112,47,0.8432105152,47,,,,,1.655333869022,1452,1.655333869022,1.534108551421999858
,,0.443595432,47,0.855833869022,1499,,,,,2.055019444222,1452,2.055019444222,1.933794126621999777
,,0.855833869022,47,1.255553789022,1499,,,,,2.454812665022,1452,2.454812665022,2.333587347422000127
,,1.255553789022,47,1.655333869022,1499,,,,,2.85456894458,1452,2.85456894458,2.733343626979999985
,,1.655333869022,47,2.055019444222,1499,,,,,3.25439237578,1452,3.25439237578,3.13316705817999973
,,2.055019444222,47,2.454812665022,1499,,,,,3.6539832064,1452,3.6539832064,3.532757888799999952
,,2.454812665022,47,2.85456894458,1499,,,,,4.053771642925,1452,4.053771642925,3.932546325325000132
,,2.85456894458,47,3.25439237578,1499,,,,,4.4536141584,1452,4.4536141584,4.332388840800000177
,,3.25439237578,47,3.6539832064,1499,,,,,4.85329928,1452,4.85329928,4.732073962399999425
,,3.6539832064,47,4.053771642925,1499,,,,,,,,
,,4.053771642925,47,4.4536141584,1499,,,,,,,,
,,4.4536141584,47,4.85329928,1499,,,,,,,,
,,4.85329928,47,,,,,,,,,,
