numActiveSessions:vector baselineTestQoS.hostSSH[39].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostSSH[39].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostSSH[39].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetSent:vector(packetBytes) baselineTestQoS.hostSSH[39].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostSSH[39].tcp.conn-2015 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetReceived:vector(packetBytes) baselineTestQoS.hostSSH[39].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostSSH[39].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,51,0.080653288,51,1.080653288,40,1.1646573704,0.084004082399999985,1.1646646504,40,1.1646646504,0.0435976208
0,1,0.080653288,47,1.1646573704,47,1.130653288,40,1.2448774544,0.080220083999999996,1.2448847344,40,1.2448847344,0.040212478400000001
,,1.080653288,87,1.1646646504,87,1.180653288,40,1.3250253056,0.08014785119999998,1.3250361056,80,1.3250361056,0.0400189336
,,1.1646573704,87,1.2448774544,47,1.230653288,40,1.4050419248,0.080016619199999999,1.4050492048,40,1.3250361056,0.0400189336
,,1.1646646504,47,1.2448847344,87,1.280653288,40,1.485075216,0.080033291199999994,1.485086016,80,1.4050492048,0.040012213599999998
,,1.2448774544,127,1.3250253056,47,1.330653288,40,1.5651049872,0.080029771199999988,1.5651157872,80,1.485086016,0.0400189336
,,1.2448847344,47,1.3250361056,127,1.380653288,40,1.6451216064,0.080016619199999999,1.6451288864,40,1.485086016,0.0400189336
,,1.3250253056,87,1.4050419248,47,1.430653288,40,1.726516856,0.081395249599999996,1.72656708,528,1.5651157872,0.0400189336
,,1.3250361056,47,1.4050492048,87,1.480653288,40,2.8066292088,0.080062128799999992,2.8066364888,40,1.5651157872,0.0400189336
,,1.4050419248,127,1.485075216,47,1.530653288,40,2.886652228,0.080023019199999989,2.886659508,40,1.6451288864,0.040012213599999998
,,1.4050492048,47,1.485086016,127,1.580653288,40,2.9666784792,0.080026251199999981,2.9666892792,80,1.72656708,0.041433787999999999
,,1.485075216,127,1.5651049872,47,2.72656708,40,3.0467014984,0.080023019199999989,3.0467087784,40,2.8066364888,0.040011723200000001
,,1.485086016,47,1.5651157872,127,2.77656708,40,3.1267312696,0.080029771199999988,3.1267420696,80,2.886659508,0.040015413599999993
,,1.5651049872,87,1.6451216064,47,2.82656708,40,3.2067610408,0.080029771199999988,3.2067718408,80,2.9666892792,0.0400189336
,,1.5651157872,47,1.6451288864,87,2.87656708,40,3.28678406,0.080023019199999989,3.28679134,40,2.9666892792,0.0400189336
,,1.6451216064,87,1.726516856,47,2.92656708,40,3.3669529352,0.080168875199999988,3.3670031592,528,3.0467087784,0.040018613600000002
,,1.6451288864,47,1.72656708,575,2.97656708,40,4.447065288,0.080062128799999992,4.447072568,40,3.1267420696,0.04002533359999999
