numActiveSessions:vector baselineTestQoS.hostSSH[32].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostSSH[32].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostSSH[32].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetSent:vector(packetBytes) baselineTestQoS.hostSSH[32].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostSSH[32].tcp.conn-2008 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetReceived:vector(packetBytes) baselineTestQoS.hostSSH[32].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostSSH[32].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,51,0.080624728,51,1.080624728,40,1.1645823304,0.083957602399999997,1.1645896104,40,1.1645896104,0.043571300799999989
0,1,0.080624728,47,1.1645823304,47,1.130624728,40,1.2448024144,0.080220083999999996,1.2448096944,40,1.2448096944,0.040212478400000001
,,1.080624728,87,1.1645896104,87,1.180624728,40,1.3249278656,0.080125451200000002,1.3249386656,80,1.3249386656,0.0400189336
,,1.1645823304,87,1.2448024144,47,1.230624728,40,1.4049412848,0.08001341919999999,1.4049613648,40,1.3249386656,0.0400189336
,,1.1645896104,47,1.2448096944,87,1.280624728,40,1.484977776,0.080036491200000003,1.484988576,80,1.4049613648,0.040025013599999992
,,1.2448024144,127,1.3249278656,47,1.330624728,40,1.5650075472,0.080029771199999988,1.5650183472,80,1.484988576,0.0400189336
,,1.2448096944,47,1.3249386656,127,1.380624728,40,1.6450209664,0.08001341919999999,1.6450410464,40,1.484988576,0.0400189336
,,1.3249278656,87,1.4049412848,47,1.430624728,40,1.726168536,0.081147569599999996,1.72621876,528,1.5650183472,0.0400189336
,,1.3249386656,47,1.4049613648,87,1.480624728,40,2.8062418488,0.080023088800000002,2.8062491288,40,1.5650183472,0.0400189336
,,1.4049412848,127,1.484977776,47,1.530624728,40,2.886264868,0.080023019199999989,2.886272148,40,1.6450410464,0.040025013599999992
,,1.4049613648,47,1.484988576,127,1.580624728,40,2.9662943192,0.080029451199999989,2.9663051192,80,1.72621876,0.041186107999999998
,,1.484977776,127,1.5650075472,47,2.72621876,40,3.0463141384,0.08001981919999998,3.0463994984,40,2.8062491288,0.040015483199999993
,,1.484988576,47,1.5650183472,127,2.77621876,40,3.1263471096,0.080032971199999996,3.1264295896,80,2.886272148,0.040015413599999993
,,1.5650075472,87,1.6450209664,47,2.82621876,40,3.2063768808,0.080029771199999988,3.2064593608,80,2.9663051192,0.0400189336
,,1.5650183472,47,1.6450410464,87,2.87621876,40,3.2863967,0.08001981919999998,3.28648206,40,2.9663051192,0.0400189336
,,1.6450209664,87,1.726168536,47,2.92621876,40,3.3666046152,0.080207915199999979,3.3666548392,528,3.0463994984,0.040096693599999996
,,1.6450410464,47,1.72621876,575,2.97621876,40,4.446677928,0.080023088800000002,4.446685208,40,3.1264295896,0.040097013599999994
,,1.72621876,47,2.8062418488,47,3.02621876,40,4.5267009472,0.080023019199999989,4.5267082272,40,3.1264295896,0.040097013599999994
,,2.72621876,87,2.8062491288,87,3.07621876,40,4.6067303984,0.080029451199999989,4.6067411984,80,3.2064593608,0.040097013599999994
,,2.8062418488,87,2.886264868,47,3.12621876,40,4.6867537376,0.080023339199999987,4.6867610176,40,3.2064593608,0.040097013599999994
,,2.8062491288,47,2.886272148,87,3.17621876,40,4.7667831888,0.080029451199999989,4.7667939888,80,3.28648206,0.040096693599999996
,,2.886264868,127,2.9662943192,47,3.22621876,40,4.84681296,0.080029771199999988,4.84682376,80,3.3666548392,0.040246453599999995
,,2.886272148,47,2.9663051192,127,4.3666548392,40,4.9268362992,0.080023339199999987,4.9268435792,40,4.446685208,0.040015483199999993
,,2.9662943192,87,3.0463141384,47,4.4166548392,40,,,,,4.5267082272,0.040015413599999993
,,2.9663051192,47,3.0463994984,87,4.4666548392,40,,,,,4.6067411984,0.0400189336
,,3.0463141384,127,3.1263471096,47,4.5166548392,40,,,,,4.6067411984,0.0400189336
,,3.0463994984,47,3.1264295896,127,4.5666548392,40,,,,,4.6867610176,0.040015413599999993
,,3.1263471096,127,3.2063768808,47,4.6166548392,40,,,,,4.7667939888,0.0400189336
,,3.1264295896,47,3.2064593608,127,4.6666548392,40,,,,,4.7667939888,0.0400189336
,,3.2063768808,87,3.2863967,47,4.7166548392,40,,,,,4.84682376,0.0400189336
,,3.2064593608,47,3.28648206,87,4.7666548392,40,,,,,4.84682376,0.0400189336
