numActiveSessions:vector baselineTestQoS.hostFDO[75].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostFDO[75].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostFDO[75].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetSent:vector(packetBytes) baselineTestQoS.hostFDO[75].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostFDO[75].tcp.conn-1967 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetReceived:vector(packetBytes) baselineTestQoS.hostFDO[75].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostFDO[75].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,51,0.080457448,51,0.080457448,800,0.1734108912,0.092953443199999985,0.1735424272,1452,0.1735424272,0.0473107096
0,1,0.080457448,47,0.1734108912,47,,,,,0.2537513912,1452,0.2537513912,0.127519673599999993
0.1735424272,0,0.080457824,847,0.1735424272,1499,,,,,0.452237192,1452,0.452237192,0.326005474399999937
,,0.1735424272,47,0.2537513912,1499,,,,,0.864568109022,1452,0.864568109022,0.738336391422000023
,,0.1735428032,47,0.452237192,1499,,,,,1.264280109022,1452,1.264280109022,1.138048391422000088
,,0.2537513912,47,0.851895294613,47,,,,,1.664074109022,1452,1.664074109022,1.537842391422000068
,,0.452237192,47,0.864568109022,1499,,,,,2.063771684222,1452,2.063771684222,1.937539966621999887
,,0.864568109022,47,1.264280109022,1499,,,,,2.463438985022,1452,2.463438985022,2.337207267421999462
,,1.264280109022,47,1.664074109022,1499,,,,,2.86332118458,1452,2.86332118458,2.737089466979999652
,,1.664074109022,47,2.063771684222,1499,,,,,3.26293069578,1452,3.26293069578,3.136698978180000087
,,2.063771684222,47,2.463438985022,1499,,,,,3.66274143898,1452,3.66274143898,3.536509721379999845
,,2.463438985022,47,2.86332118458,1499,,,,,4.062523882925,1452,4.062523882925,3.936292165324999802
,,2.86332118458,47,3.26293069578,1499,,,,,4.4621464784,1452,4.4621464784,4.335914760799999692
,,3.26293069578,47,3.66274143898,1499,,,,,4.8618808,1452,4.8618808,4.73564908240000013
,,3.66274143898,47,4.062523882925,1499,,,,,,,,
,,4.062523882925,47,4.4621464784,1499,,,,,,,,
,,4.4621464784,47,4.8618808,1499,,,,,,,,
,,4.8618808,47,,,,,,,,,,
