numActiveSessions:vector baselineTestQoS.hostSSH[132].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostSSH[132].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostSSH[132].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetSent:vector(packetBytes) baselineTestQoS.hostSSH[132].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostSSH[132].tcp.conn-2108 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetReceived:vector(packetBytes) baselineTestQoS.hostSSH[132].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostSSH[132].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,51,0.0920211376,51,1.0920211376,40,2.524689373822,1.432668236221999786,2.524796653822,40,2.524796653822,1.392764710622000018
0,1,0.0920211376,47,2.524689373822,47,1.1420211376,40,4.623995016,2.099305642177999858,4.6242339744,888,4.6242339744,2.059404706977999481
,,1.0920211376,87,2.524796653822,87,1.1920211376,40,,,,,4.6242339744,2.059404706977999481
,,2.524689373822,447,4.623995016,47,1.2420211376,40,,,,,4.6242339744,2.059404706977999481
,,2.524796653822,47,4.6242339744,935,1.2920211376,40,,,,,4.6242339744,2.059404706977999481
,,4.6242339744,47,,,1.3420211376,40,,,,,4.6242339744,2.059404706977999481
,,,,,,1.3920211376,40,,,,,4.6242339744,2.059404706977999481
,,,,,,1.4420211376,40,,,,,4.6242339744,2.059404706977999481
,,,,,,1.4920211376,40,,,,,4.6242339744,2.059404706977999481
,,,,,,1.5420211376,40,,,,,4.6242339744,2.059404706977999481
,,,,,,1.5920211376,40,,,,,4.6242339744,2.059404706977999481
