numActiveSessions:vector baselineTestQoS.hostLVD[70].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHBufferLength:vector baselineTestQoS.hostLVD[70].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackPointer:vector baselineTestQoS.hostLVD[70].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoBitrate:vector baselineTestQoS.hostLVD[70].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoResolution:vector baselineTestQoS.hostLVD[70].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackStatus:vector baselineTestQoS.hostLVD[70].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostLVD[70].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostLVD[70].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHliveDelay:vector baselineTestQoS.hostLVD[70].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostLVD[70].tcp.conn-1832 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostLVD[70].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,0,0,0,0,100,0,240,0,0,0,51,0.081171448,51,0.081171448,0.081171447999999978,0.371680372,0.290508923999999944,0.372011908,0.213283276799999975
0,1,,,,,,,,,,,0.081171448,47,0.371680372,47,,,,,1.099348921022,0.940620289821999961
,,,,,,,,,,,,0.081171824,247,0.372011908,1499,,,,,1.104644121822,0.945915490621999973
,,,,,,,,,,,,0.372011908,47,1.099348921022,1499,,,,,2.554628269022,2.395899637821999652
,,,,,,,,,,,,1.099348921022,47,1.104644121822,1499,,,,,2.559944921022,2.401216289821999962
,,,,,,,,,,,,1.104644121822,47,2.554628269022,1499,,,,,2.579226753022,2.420498121821999852
,,,,,,,,,,,,2.554628269022,47,2.559944921022,1499,,,,,2.584589301022,2.42586066982199976
,,,,,,,,,,,,2.559944921022,47,2.579226753022,1499,,,,,4.785819550422,4.627090919221998865
,,,,,,,,,,,,2.579226753022,47,2.584589301022,1499,,,,,4.791139470422,4.632410839221998675
,,,,,,,,,,,,2.584589301022,47,4.785819550422,1499,,,,,4.796507604077,4.63777897287699934
,,,,,,,,,,,,4.785819550422,47,4.791139470422,1499,,,,,4.80190334266,4.64317471146000036
,,,,,,,,,,,,4.791139470422,47,4.796507604077,1499,,,,,,
,,,,,,,,,,,,4.796507604077,47,4.80190334266,1499,,,,,,
,,,,,,,,,,,,4.80190334266,47,,,,,,,,
