numActiveSessions:vector baselineTestQoS.hostLVD[81].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHBufferLength:vector baselineTestQoS.hostLVD[81].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackPointer:vector baselineTestQoS.hostLVD[81].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoBitrate:vector baselineTestQoS.hostLVD[81].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoResolution:vector baselineTestQoS.hostLVD[81].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackStatus:vector baselineTestQoS.hostLVD[81].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostLVD[81].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostLVD[81].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHliveDelay:vector baselineTestQoS.hostLVD[81].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostLVD[81].tcp.conn-1843 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostLVD[81].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,0,0,0,0,105,0,240,0,0,0,51,0.0826089776,51,0.0826089776,0.082608977599999993,0.4324635344,0.349854556799999992,0.4327950704,0.262507719199999932
0,1,,,,,,,,,,,0.0826089776,47,0.4324635344,47,,,,,1.217034269022,1.046746917821999907
,,,,,,,,,,,,0.0826093536,247,0.4327950704,1499,,,,,1.222419323935,1.052131972734999805
,,,,,,,,,,,,0.4327950704,47,1.217034269022,1499,,,,,2.804029720222,2.633742369021999415
,,,,,,,,,,,,1.217034269022,47,1.222419323935,1499,,,,,2.8093941952,2.639106843999999607
,,,,,,,,,,,,1.222419323935,47,2.804029720222,1499,,,,,2.8148115776,2.64452422639999972
,,,,,,,,,,,,2.804029720222,47,2.8093941952,1499,,,,,2.820130229022,2.649842877821999555
,,,,,,,,,,,,2.8093941952,47,2.8148115776,1499,,,,,,
,,,,,,,,,,,,2.8148115776,47,2.820130229022,1499,,,,,,
,,,,,,,,,,,,2.820130229022,47,,,,,,,,
