rxPkOk:vector(packetBytes) baselineTestQoS.hostVIP[8].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostVIP[8].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetLossRate:vector baselineTestQoS.hostVIP[8].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,playoutDelay:vector baselineTestQoS.hostVIP[8].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,playoutLossRate:vector baselineTestQoS.hostVIP[8].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,mos:vector baselineTestQoS.hostVIP[8].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,taildropLossRate:vector baselineTestQoS.hostVIP[8].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
4.060134010925,75,4.060134010925,0.060134010924999994,4.9715809128,0,4.9715809128,0.019999999999999996,4.9715809128,0,4.9715809128,4.369011395825198795,4.9715809128,0
4.08000692,75,4.08000692,0.060006919999999991,,,,,,,,,,
4.10000692,75,4.10000692,0.060006919999999991,,,,,,,,,,
4.12000692,75,4.12000692,0.060006919999999991,,,,,,,,,,
4.14000692,75,4.14000692,0.060006919999999991,,,,,,,,,,
4.16000692,75,4.16000692,0.060006919999999991,,,,,,,,,,
4.18000692,75,4.18000692,0.060006919999999991,,,,,,,,,,
4.20000692,75,4.20000692,0.060006919999999991,,,,,,,,,,
4.22000692,75,4.22000692,0.060006919999999991,,,,,,,,,,
4.24000692,75,4.24000692,0.060006919999999991,,,,,,,,,,
4.26000692,75,4.26000692,0.060006919999999991,,,,,,,,,,
4.28000692,75,4.28000692,0.060006919999999991,,,,,,,,,,
4.30000692,75,4.30000692,0.060006919999999991,,,,,,,,,,
4.32000692,75,4.32000692,0.060006919999999991,,,,,,,,,,
4.34000692,75,4.34000692,0.060006919999999991,,,,,,,,,,
4.36000692,75,4.36000692,0.060006919999999991,,,,,,,,,,
4.38000692,75,4.38000692,0.060006919999999991,,,,,,,,,,
4.40000692,75,4.40000692,0.060006919999999991,,,,,,,,,,
4.42000692,75,4.42000692,0.060006919999999991,,,,,,,,,,
4.44000692,75,4.44000692,0.060006919999999991,,,,,,,,,,
4.4600904464,75,4.4600904464,0.060090446399999996,,,,,,,,,,
4.48000692,75,4.48000692,0.060006919999999991,,,,,,,,,,
4.50000692,75,4.50000692,0.060006919999999991,,,,,,,,,,
4.52000692,75,4.52000692,0.060006919999999991,,,,,,,,,,
4.54000692,75,4.54000692,0.060006919999999991,,,,,,,,,,
4.560084122319,75,4.560084122319,0.060084122318999996,,,,,,,,,,
4.58000692,75,4.58000692,0.060006919999999991,,,,,,,,,,
4.60000692,75,4.60000692,0.060006919999999991,,,,,,,,,,
4.62000692,75,4.62000692,0.060006919999999991,,,,,,,,,,
4.64000692,75,4.64000692,0.060006919999999991,,,,,,,,,,
4.66000692,75,4.66000692,0.060006919999999991,,,,,,,,,,
4.68000692,75,4.68000692,0.060006919999999991,,,,,,,,,,
4.70000692,75,4.70000692,0.060006919999999991,,,,,,,,,,
4.72000692,75,4.72000692,0.060006919999999991,,,,,,,,,,
4.74000692,75,4.74000692,0.060006919999999991,,,,,,,,,,
4.76000692,75,4.76000692,0.060006919999999991,,,,,,,,,,
4.78000692,75,4.78000692,0.060006919999999991,,,,,,,,,,
4.80000692,75,4.80000692,0.060006919999999991,,,,,,,,,,
4.82000692,75,4.82000692,0.060006919999999991,,,,,,,,,,
4.84000692,75,4.84000692,0.060006919999999991,,,,,,,,,,
4.860190528,75,4.860190528,0.060190527999999992,,,,,,,,,,
4.88000692,75,4.88000692,0.060006919999999991,,,,,,,,,,
4.90000692,75,4.90000692,0.060006919999999991,,,,,,,,,,
4.92000692,75,4.92000692,0.060006919999999991,,,,,,,,,,
4.94000692,75,4.94000692,0.060006919999999991,,,,,,,,,,
4.96000692,75,4.96000692,0.060006919999999991,,,,,,,,,,
