numActiveSessions:vector baselineTestQoS.hostFDO[25].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostFDO[25].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostFDO[25].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetSent:vector(packetBytes) baselineTestQoS.hostFDO[25].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostFDO[25].tcp.conn-1917 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetReceived:vector(packetBytes) baselineTestQoS.hostFDO[25].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostFDO[25].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,51,0.080253448,51,0.080253448,800,0.1672268912,0.0869734432,0.1673584272,1452,0.1673584272,0.044702709600000001
0,1,0.080253448,47,0.1672268912,47,,,,,0.2476317112,1452,0.2476317112,0.124975993600000001
0.1673584272,0,0.080253824,847,0.1673584272,1499,,,,,0.446117512,1452,0.446117512,0.323461794400000001
,,0.1673584272,47,0.2476317112,1499,,,,,0.858332269022,1452,0.858332269022,0.735676551421999832
,,0.1673588032,47,0.446117512,1499,,,,,1.258052189022,1452,1.258052189022,1.135396471421999726
,,0.2476317112,47,0.8456857152,47,,,,,1.657852189022,1452,1.657852189022,1.535196471422000102
,,0.446117512,47,0.858332269022,1499,,,,,2.057517844222,1452,2.057517844222,1.934862126621999847
,,0.858332269022,47,1.258052189022,1499,,,,,2.457311065022,1452,2.457311065022,2.334655347422000195
,,1.258052189022,47,1.657852189022,1499,,,,,2.85697334458,1452,2.85697334458,2.73431762697999935
,,1.657852189022,47,2.057517844222,1499,,,,,3.25679677578,1452,3.25679677578,3.134141058179999982
,,2.057517844222,47,2.457311065022,1499,,,,,3.65650751898,1452,3.65650751898,3.533851801379999975
,,2.457311065022,47,2.85697334458,1499,,,,,4.056170042925,1452,4.056170042925,3.93351432532499954
,,2.85697334458,47,3.25679677578,1499,,,,,4.4560125584,1452,4.4560125584,4.333356840799998707
,,3.25679677578,47,3.65650751898,1499,,,,,4.85570368,1452,4.85570368,4.73304796239999879
,,3.65650751898,47,4.056170042925,1499,,,,,,,,
,,4.056170042925,47,4.4560125584,1499,,,,,,,,
,,4.4560125584,47,4.85570368,1499,,,,,,,,
,,4.85570368,47,,,,,,,,,,
