numActiveSessions:vector baselineTestQoS.hostLVD[86].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHBufferLength:vector baselineTestQoS.hostLVD[86].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackPointer:vector baselineTestQoS.hostLVD[86].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoBitrate:vector baselineTestQoS.hostLVD[86].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoResolution:vector baselineTestQoS.hostLVD[86].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackStatus:vector baselineTestQoS.hostLVD[86].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostLVD[86].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostLVD[86].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHliveDelay:vector baselineTestQoS.hostLVD[86].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostLVD[86].tcp.conn-1848 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostLVD[86].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,0,0,0,0,144,0,240,0,0,0,51,0.0835293776,51,0.0835293776,0.083529377599999981,0.460027675685,0.376498298085000015,0.460359211685,0.284854260484999953
0,1,,,,,,,,,,,0.0835293776,47,0.460027675685,47,,,,,1.270646610622,1.095141659422000031
,,,,,,,,,,,,0.0835297536,247,0.460359211685,1499,,,,,1.2760114216,1.100506470400000042
,,,,,,,,,,,,0.460359211685,47,1.270646610622,1499,,,,,2.911138666844,2.735633715644000032
,,,,,,,,,,,,1.270646610622,47,1.2760114216,1499,,,,,2.916497830044,2.740992878843999657
,,,,,,,,,,,,1.2760114216,47,2.911138666844,1499,,,,,2.9218596848,2.746354733599999587
,,,,,,,,,,,,2.911138666844,47,2.916497830044,1499,,,,,2.927211328,2.75170637679999962
,,,,,,,,,,,,2.916497830044,47,2.9218596848,1499,,,,,,
,,,,,,,,,,,,2.9218596848,47,2.927211328,1499,,,,,,
,,,,,,,,,,,,2.927211328,47,,,,,,,,
