numActiveSessions:vector baselineTestQoS.hostFDO[50].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostFDO[50].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostFDO[50].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetSent:vector(packetBytes) baselineTestQoS.hostFDO[50].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostFDO[50].tcp.conn-1942 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetReceived:vector(packetBytes) baselineTestQoS.hostFDO[50].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostFDO[50].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,51,0.080355448,51,0.080355448,800,0.1703188912,0.089963443199999992,0.1704504272,1452,0.1704504272,0.0460067096
0,1,0.080355448,47,0.1703188912,47,,,,,0.2507533912,1452,0.2507533912,0.126309673600000004
0.1704504272,0,0.080355824,847,0.1704504272,1499,,,,,0.449115512,1452,0.449115512,0.324671794399999934
,,0.1704504272,47,0.2507533912,1499,,,,,0.861450189022,1452,0.861450189022,0.737006471421999928
,,0.1704508032,47,0.449115512,1499,,,,,1.261270109022,1452,1.261270109022,1.13682639142199981
,,0.2507533912,47,0.8487529952,47,,,,,1.660856189022,1452,1.660856189022,1.536412471421999983
,,0.449115512,47,0.861450189022,1499,,,,,2.060653764222,1452,2.060653764222,1.936210046622000016
,,0.861450189022,47,1.261270109022,1499,,,,,2.460440985022,1452,2.460440985022,2.33599726742199997
,,1.261270109022,47,1.660856189022,1499,,,,,2.86009126458,1452,2.86009126458,2.73564754698000011
,,1.660856189022,47,2.060653764222,1499,,,,,3.25992069578,1452,3.25992069578,3.135476978179999805
,,2.060653764222,47,2.460440985022,1499,,,,,3.65961151898,1452,3.65961151898,3.53516780138000007
,,2.460440985022,47,2.86009126458,1499,,,,,4.059287962925,1452,4.059287962925,3.934844245324999425
,,2.86009126458,47,3.25992069578,1499,,,,,4.4591304784,1452,4.4591304784,4.334686760800000352
,,3.25992069578,47,3.65961151898,1499,,,,,4.85878024,1452,4.85878024,4.734336522399999565
,,3.65961151898,47,4.059287962925,1499,,,,,,,,
,,4.059287962925,47,4.4591304784,1499,,,,,,,,
,,4.4591304784,47,4.85878024,1499,,,,,,,,
,,4.85878024,47,,,,,,,,,,
