numActiveSessions:vector baselineTestQoS.hostSSH[74].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostSSH[74].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostSSH[74].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetSent:vector(packetBytes) baselineTestQoS.hostSSH[74].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostSSH[74].tcp.conn-2050 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetReceived:vector(packetBytes) baselineTestQoS.hostSSH[74].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostSSH[74].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,51,0.080796088,51,1.080796088,40,1.1650325704,0.084236482400000006,1.1650398504,40,1.1650398504,0.043729220799999995
0,1,0.080796088,47,1.1650325704,47,1.130796088,40,1.2452526544,0.080220083999999996,1.2452599344,40,1.2452599344,0.040212478400000001
,,1.080796088,87,1.1650398504,87,1.180796088,40,1.3255125056,0.080259851199999981,1.3255233056,80,1.3255233056,0.0400189336
,,1.1650325704,87,1.2452526544,47,1.230796088,40,1.4055323248,0.08001981919999998,1.4055396048,40,1.3255233056,0.0400189336
,,1.1650398504,47,1.2452599344,87,1.280796088,40,1.485562416,0.080030091199999986,1.485573216,80,1.4055396048,0.040018613600000002
,,1.2452526544,127,1.3255125056,47,1.330796088,40,1.5655921872,0.080029771199999988,1.5656029872,80,1.485573216,0.0400189336
,,1.2452599344,47,1.3255233056,127,1.380796088,40,1.6456295264,0.080037339200000001,1.6456368064,40,1.485573216,0.0400189336
,,1.3255125056,87,1.4055323248,47,1.430796088,40,1.728258456,0.082628929599999983,1.72830868,528,1.5656029872,0.0400189336
,,1.3255233056,47,1.4055396048,87,1.480796088,40,2.8083317688,0.080023088800000002,2.8083390488,40,1.5656029872,0.0400189336
,,1.4055323248,127,1.485562416,47,1.530796088,40,2.888354788,0.080023019199999989,2.888362068,40,1.6456368064,0.040036133599999995
,,1.4055396048,47,1.485573216,127,1.580796088,40,2.9683842392,0.080029451199999989,2.9683950392,80,1.72830868,0.042667467999999999
,,1.485562416,127,1.5655921872,47,2.72830868,40,3.0484040584,0.08001981919999998,3.0484894184,40,2.8083390488,0.040015483199999993
,,1.485573216,47,1.5656029872,127,2.77830868,40,3.1284370296,0.080032971199999996,3.1285195096,80,2.888362068,0.040015413599999993
