numActiveSessions:vector baselineTestQoS.hostVID[6].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHBufferLength:vector baselineTestQoS.hostVID[6].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackPointer:vector baselineTestQoS.hostVID[6].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoBitrate:vector baselineTestQoS.hostVID[6].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoResolution:vector baselineTestQoS.hostVID[6].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackStatus:vector baselineTestQoS.hostVID[6].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostVID[6].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostVID[6].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostVID[6].tcp.conn-2598 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostVID[6].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,0,0,0,0,325,0,360,1,0,1,51,1.080041288,51,1.1607907304,0.080749442399999982,1.1609222664,0.040738068799999998
1,1,,,,,,,,,,,1.080041288,47,1.1607907304,47,,,1.2411611504,0.120976952799999981
,,,,,,,,,,,,1.080041664,247,1.1609222664,1499,,,1.996953789022,0.876769591421999945
,,,,,,,,,,,,1.1609222664,47,1.2411611504,1499,,,3.196173709022,2.075989511421999715
,,,,,,,,,,,,1.2411611504,47,1.996953789022,1499,,,4.395339222844,3.275155025243999582
,,,,,,,,,,,,1.996953789022,47,3.196173709022,1499,,,,
,,,,,,,,,,,,3.196173709022,47,4.395339222844,1499,,,,
,,,,,,,,,,,,4.395339222844,47,,,,,,
