rxPkOk:vector(packetBytes) baselineTestQoS.router0.ppp[4].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.router0.ppp[4].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
1.000000508,51,1.08002854,51
1.080029524,47,1.1604192144,47
1.0800315,247,1.1605391344,1499
1.1605517024,47,1.2407780184,1499
1.2407905864,47,1.996581937022,1499
1.996594505022,47,3.195801857022,1499
3.195814425022,47,4.394967370844,1499
4.394979938844,47,,
