numActiveSessions:vector baselineTestQoS.hostLVD[107].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHBufferLength:vector baselineTestQoS.hostLVD[107].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackPointer:vector baselineTestQoS.hostLVD[107].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoBitrate:vector baselineTestQoS.hostLVD[107].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoResolution:vector baselineTestQoS.hostLVD[107].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackStatus:vector baselineTestQoS.hostLVD[107].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostLVD[107].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostLVD[107].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHliveDelay:vector baselineTestQoS.hostLVD[107].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostLVD[107].tcp.conn-1869 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostLVD[107].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,0,0,0,0,127,0,240,0,0,0,51,0.0873150576,51,0.0873150576,0.087315057599999995,0.575975354335,0.488660296734999997,0.576306890335,0.37870801913499996
0,1,,,,,,,,,,,0.0873150576,47,0.575975354335,47,,,,,1.495434269022,1.297835397821999853
,,,,,,,,,,,,0.0873154336,247,0.576306890335,1499,,,,,1.500866441822,1.303267570621999821
,,,,,,,,,,,,0.576306890335,47,1.495434269022,1499,,,,,3.3608268008,3.163227929599999645
,,,,,,,,,,,,1.495434269022,47,1.500866441822,1499,,,,,3.3697239912,3.172125119999999565
,,,,,,,,,,,,1.500866441822,47,3.3608268008,1499,,,,,3.3716947912,3.174095920000000057
,,,,,,,,,,,,3.3608268008,47,3.3697239912,1499,,,,,3.376865174622,3.179266303421999657
,,,,,,,,,,,,3.3697239912,47,3.3716947912,1499,,,,,,
,,,,,,,,,,,,3.3716947912,47,3.376865174622,1499,,,,,,
,,,,,,,,,,,,3.376865174622,47,,,,,,,,
