numActiveSessions:vector baselineTestQoS.hostSSH[196].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostSSH[196].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostSSH[196].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetSent:vector(packetBytes) baselineTestQoS.hostSSH[196].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostSSH[196].tcp.conn-2172 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetReceived:vector(packetBytes) baselineTestQoS.hostSSH[196].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostSSH[196].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,51,0.1036822576,51,1.1036822576,40,2.576745377022,1.473063119422000071,2.576852657022,40,2.576852657022,1.4311800496
0,1,0.1036822576,47,2.576745377022,47,1.1536822576,40,4.891270334422,2.31452495739999974,4.891552238422,888,4.891552238422,2.216329621842000097
,,1.1036822576,87,2.576852657022,87,1.2036822576,40,,,,,4.891552238422,2.216329621842000097
,,2.576745377022,447,4.891270334422,47,1.2536822576,40,,,,,4.891552238422,2.216329621842000097
,,2.576852657022,47,4.891552238422,935,1.3036822576,40,,,,,4.891552238422,2.216329621842000097
,,4.891552238422,47,,,1.3536822576,40,,,,,4.891552238422,2.216329621842000097
,,,,,,1.4036822576,40,,,,,4.891552238422,2.216329621842000097
,,,,,,1.4536822576,40,,,,,4.891552238422,2.216329621842000097
,,,,,,1.5036822576,40,,,,,4.891552238422,2.216329621842000097
,,,,,,1.5536822576,40,,,,,4.891552238422,2.216329621842000097
,,,,,,1.6036822576,40,,,,,4.891552238422,2.216329621842000097
