numActiveSessions:vector baselineTestQoS.hostSSH[1].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostSSH[1].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostSSH[1].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetSent:vector(packetBytes) baselineTestQoS.hostSSH[1].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostSSH[1].tcp.conn-1977 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetReceived:vector(packetBytes) baselineTestQoS.hostSSH[1].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostSSH[1].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,51,0.080498248,51,1.080498248,40,1.1642500104,0.083751762399999984,1.1642572904,40,1.1642572904,0.043454740800000002
0,1,0.080498248,47,1.1642500104,47,1.130498248,40,1.2444700944,0.080220083999999996,1.2444773744,40,1.2444773744,0.040212478400000001
,,1.080498248,87,1.1642572904,87,1.180498248,40,1.3244963456,0.080026251199999981,1.3245071456,80,1.3245071456,0.0400189336
,,1.1642500104,87,1.2444700944,47,1.230498248,40,1.4045228848,0.080026539199999996,1.4045301648,40,1.3245071456,0.0400189336
,,1.1642572904,47,1.2444773744,87,1.280498248,40,1.484546256,0.080023371199999998,1.484557056,80,1.4045301648,0.040015413599999993
,,1.2444700944,127,1.3244963456,47,1.330498248,40,1.5645760272,0.080029771199999988,1.5645868272,80,1.484557056,0.0400189336
,,1.2444773744,47,1.3245071456,127,1.380498248,40,1.6446025664,0.080026539199999996,1.6446098464,40,1.484557056,0.0400189336
,,1.3244963456,87,1.4045228848,47,1.430498248,40,1.724625976,0.080023409599999983,1.7246762,528,1.5645868272,0.0400189336
,,1.3245071456,47,1.4045301648,87,1.480498248,40,2.8047383288,0.080062128799999992,2.8047456088,40,1.5645868272,0.0400189336
,,1.4045228848,127,1.484546256,47,1.530498248,40,2.884761348,0.080023019199999989,2.884768628,40,1.6446098464,0.040015413599999993
