numActiveSessions:vector baselineTestQoS.hostFDO[71].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostFDO[71].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostFDO[71].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetSent:vector(packetBytes) baselineTestQoS.hostFDO[71].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostFDO[71].tcp.conn-1963 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetReceived:vector(packetBytes) baselineTestQoS.hostFDO[71].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostFDO[71].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,51,0.080441128,51,0.080441128,800,0.1729161712,0.092475043199999995,0.1730477072,1452,0.1730477072,0.04710206959999999
0,1,0.080441128,47,0.1729161712,47,,,,,0.2532717112,1452,0.2532717112,0.127326073599999977
0.1730477072,0,0.080441504,847,0.1730477072,1499,,,,,0.451757512,1452,0.451757512,0.325811874399999922
,,0.1730477072,47,0.2532717112,1499,,,,,0.864088429022,1452,0.864088429022,0.738142791422000007
,,0.1730480832,47,0.451757512,1499,,,,,1.263800429022,1452,1.263800429022,1.13785479142199985
,,0.2532717112,47,0.851380254613,47,,,,,1.663594429022,1452,1.663594429022,1.537648791421999828
,,0.451757512,47,0.864088429022,1499,,,,,2.063292004222,1452,2.063292004222,1.937346366622000096
,,0.864088429022,47,1.263800429022,1499,,,,,2.462959305022,1452,2.462959305022,2.337013667422000107
,,1.263800429022,47,1.663594429022,1499,,,,,2.86272158458,1452,2.86272158458,2.73677594697999992
,,1.663594429022,47,2.063292004222,1499,,,,,3.26245101578,1452,3.26245101578,3.136505378179999845
,,2.063292004222,47,2.462959305022,1499,,,,,3.66226175898,1452,3.66226175898,3.536316121379999607
,,2.462959305022,47,2.86272158458,1499,,,,,4.061924282925,1452,4.061924282925,3.935978645325000062
,,2.86272158458,47,3.26245101578,1499,,,,,4.4616667984,1452,4.4616667984,4.33572116080000035
,,3.26245101578,47,3.66226175898,1499,,,,,4.86140112,1452,4.86140112,4.735455482399999005
,,3.66226175898,47,4.061924282925,1499,,,,,,,,
,,4.061924282925,47,4.4616667984,1499,,,,,,,,
,,4.4616667984,47,4.86140112,1499,,,,,,,,
,,4.86140112,47,,,,,,,,,,
