numActiveSessions:vector baselineTestQoS.hostSSH[129].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostSSH[129].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostSSH[129].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetSent:vector(packetBytes) baselineTestQoS.hostSSH[129].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostSSH[129].tcp.conn-2105 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetReceived:vector(packetBytes) baselineTestQoS.hostSSH[129].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostSSH[129].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,51,0.081020488,51,1.081020488,40,1.1656221704,0.084601682399999988,1.1656294504,40,1.1656294504,0.043936020800000002
0,1,0.081020488,47,1.1656221704,47,1.131020488,40,1.2458422544,0.080220083999999996,1.2458495344,40,1.2458495344,0.040212478400000001
,,1.081020488,87,1.1656294504,87,1.181020488,40,1.3262781056,0.080435851199999991,1.3262889056,80,1.3262889056,0.0400189336
,,1.1656221704,87,1.2458422544,47,1.231020488,40,1.4063011248,0.080023019199999989,1.4063084048,40,1.3262889056,0.0400189336
,,1.1656294504,47,1.2458495344,87,1.281020488,40,1.486328016,0.080026891200000005,1.486338816,80,1.4063084048,0.040018613600000002
,,1.2458422544,127,1.3262781056,47,1.331020488,40,1.5663577872,0.080029771199999988,1.5663685872,80,1.486338816,0.0400189336
,,1.2458495344,47,1.3262889056,127,1.381020488,40,1.6463808064,0.080023019199999989,1.6463880864,40,1.486338816,0.0400189336
,,1.3262781056,87,1.4063011248,47,1.431020488,40,1.730995256,0.084614449600000001,1.73104548,528,1.5663685872,0.0400189336
,,1.3262889056,47,1.4063084048,87,1.481020488,40,2.8110685688,0.080023088800000002,2.8110758488,40,1.5663685872,0.0400189336
,,1.4063011248,127,1.486328016,47,1.531020488,40,2.891091588,0.080023019199999989,2.891098868,40,1.6463880864,0.040018613600000002
,,1.4063084048,47,1.486338816,127,1.581020488,40,2.9711210392,0.080029451199999989,2.9711318392,80,1.73104548,0.04465298799999999
,,1.486328016,127,1.5663577872,47,2.73104548,40,3.0511408584,0.08001981919999998,3.0513441384,40,2.8110758488,0.040015483199999993
,,1.486338816,47,1.5663685872,127,2.78104548,40,3.1311738296,0.080032971199999996,3.1315599896,80,2.891098868,0.040015413599999993
,,1.5663577872,87,1.6463808064,47,2.83104548,40,3.2112036008,0.080029771199999988,3.2117758408,80,2.9711318392,0.0400189336
,,1.5663685872,47,1.6463880864,87,2.88104548,40,3.2912583,0.080054699199999995,3.29198814,40,2.9711318392,0.0400189336
,,1.6463808064,87,1.730995256,47,2.93104548,40,3.3715572552,0.080298955199999993,3.3722437736,528,3.0513441384,0.04021461359999999
,,1.6463880864,47,1.73104548,575,2.98104548,40,4.4523561424,0.080112368799999999,4.4523634224,40,3.1315599896,0.040400693599999995
,,1.73104548,47,2.8110685688,47,3.03104548,40,4.5323791616,0.080023019199999989,4.5323864416,40,3.1315599896,0.040400693599999995
,,2.73104548,87,2.8110758488,87,3.08104548,40,4.6124054128,0.080026251199999981,4.6124162128,80,3.2117758408,0.0405867736
,,2.8110685688,87,2.891091588,47,3.13104548,40,4.692431952,0.080026539199999996,4.692439232,40,3.2117758408,0.0405867736
,,2.8110758488,47,2.891098868,87,3.18104548,40,4.7724582032,0.080026251199999981,4.7724690032,80,3.29198814,0.0407760536
,,2.891091588,127,2.9711210392,47,3.23104548,40,4.852719264,0.080261060800000005,4.852730064,80,3.3722437736,0.040973787999999996
,,2.891098868,47,2.9711318392,127,4.3722437736,40,4.9327428592,0.080023595199999991,4.9327501392,40,4.4523634224,0.040011723200000001
,,2.9711210392,87,3.0511408584,47,4.4222437736,40,,,,,4.5323864416,0.040015413599999993
,,2.9711318392,47,3.0513441384,87,4.4722437736,40,,,,,4.6124162128,0.0400189336
,,3.0511408584,127,3.1311738296,47,4.5222437736,40,,,,,4.6124162128,0.0400189336
,,3.0513441384,47,3.1315599896,127,4.5722437736,40,,,,,4.692439232,0.040015413599999993
,,3.1311738296,127,3.2112036008,47,4.6222437736,40,,,,,4.7724690032,0.0400189336
,,3.1315599896,47,3.2117758408,127,4.6722437736,40,,,,,4.7724690032,0.0400189336
,,3.2112036008,87,3.2912583,47,4.7222437736,40,,,,,4.852730064,0.04025022319999999
,,3.2117758408,47,3.29198814,87,4.7722437736,40,,,,,4.852730064,0.04025022319999999
,,3.2912583,87,3.3715572552,47,4.8222437736,40,,,,,4.9327501392,0.040015413599999993
,,3.29198814,47,3.3722437736,575,4.8722437736,40,,,,,,
,,3.3722437736,47,4.4523561424,47,,,,,,,,
,,4.3722437736,87,4.4523634224,87,,,,,,,,
,,4.4523561424,87,4.5323791616,47,,,,,,,,
,,4.4523634224,47,4.5323864416,87,,,,,,,,
,,4.5323791616,127,4.6124054128,47,,,,,,,,
,,4.5323864416,47,4.6124162128,127,,,,,,,,
,,4.6124054128,87,4.692431952,47,,,,,,,,
,,4.6124162128,47,4.692439232,87,,,,,,,,
,,4.692431952,127,4.7724582032,47,,,,,,,,
,,4.692439232,47,4.7724690032,127,,,,,,,,
,,4.7724582032,127,4.852719264,47,,,,,,,,
,,4.7724690032,47,4.852730064,127,,,,,,,,
,,4.852719264,87,4.9327428592,47,,,,,,,,
,,4.852730064,47,4.9327501392,87,,,,,,,,
,,4.9327428592,87,,,,,,,,,,
,,4.9327501392,47,,,,,,,,,,
