numActiveSessions:vector baselineTestQoS.hostLVD[106].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHBufferLength:vector baselineTestQoS.hostLVD[106].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackPointer:vector baselineTestQoS.hostLVD[106].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoBitrate:vector baselineTestQoS.hostLVD[106].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoResolution:vector baselineTestQoS.hostLVD[106].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackStatus:vector baselineTestQoS.hostLVD[106].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostLVD[106].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostLVD[106].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHliveDelay:vector baselineTestQoS.hostLVD[106].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostLVD[106].tcp.conn-1868 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostLVD[106].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,0,0,0,0,141,0,240,0,0,0,51,0.0871109776,51,0.0871109776,0.087110977599999999,0.570481792,0.483370814399999957,0.570813328,0.374237976799999926
0,1,,,,,,,,,,,0.0871109776,47,0.570481792,47,,,,,1.486469712,1.289894360799999968
,,,,,,,,,,,,0.0871113536,247,0.570813328,1499,,,,,1.4901150032,1.293539651999999756
,,,,,,,,,,,,0.570813328,47,1.486469712,1499,,,,,3.33941413978,3.142838788579999752
,,,,,,,,,,,,1.486469712,47,1.4901150032,1499,,,,,3.34479233018,3.148216978979999845
,,,,,,,,,,,,1.4901150032,47,3.33941413978,1499,,,,,3.350132666844,3.153557315643999977
,,,,,,,,,,,,3.33941413978,47,3.34479233018,1499,,,,,3.355512037022,3.158936685821999815
,,,,,,,,,,,,3.34479233018,47,3.350132666844,1499,,,,,,
,,,,,,,,,,,,3.350132666844,47,3.355512037022,1499,,,,,,
,,,,,,,,,,,,3.355512037022,47,,,,,,,,
