numActiveSessions:vector baselineTestQoS.hostSSH[25].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostSSH[25].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostSSH[25].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetSent:vector(packetBytes) baselineTestQoS.hostSSH[25].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostSSH[25].tcp.conn-2001 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetReceived:vector(packetBytes) baselineTestQoS.hostSSH[25].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostSSH[25].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,51,0.080596168,51,1.080596168,40,1.1645072904,0.083911122399999982,1.1645145704,40,1.1645145704,0.043544980799999993
0,1,0.080596168,47,1.1645072904,47,1.130596168,40,1.2447273744,0.080220083999999996,1.2447346544,40,1.2447346544,0.040212478400000001
,,1.080596168,87,1.1645145704,87,1.180596168,40,1.3248304256,0.080103051199999996,1.3248412256,80,1.3248412256,0.0400189336
,,1.1645072904,87,1.2447273744,47,1.230596168,40,1.4048534448,0.080023019199999989,1.4048607248,40,1.3248412256,0.0400189336
,,1.1645145704,47,1.2447346544,87,1.280596168,40,1.484880336,0.080026891200000005,1.484891136,80,1.4048607248,0.040018613600000002
,,1.2447273744,127,1.3248304256,47,1.330596168,40,1.5649101072,0.080029771199999988,1.5649209072,80,1.484891136,0.0400189336
,,1.2447346544,47,1.3248412256,127,1.380596168,40,1.6449331264,0.080023019199999989,1.6449404064,40,1.484891136,0.0400189336
,,1.3248304256,87,1.4048534448,47,1.430596168,40,1.725820216,0.080887089599999989,1.72587044,528,1.5649209072,0.0400189336
,,1.3248412256,47,1.4048607248,87,1.480596168,40,2.8059325688,0.080062128799999992,2.8059398488,40,1.5649209072,0.0400189336
,,1.4048534448,127,1.484880336,47,1.530596168,40,2.885955588,0.080023019199999989,2.885962868,40,1.6449404064,0.040018613600000002
,,1.4048607248,47,1.484891136,127,1.580596168,40,2.9659818392,0.080026251199999981,2.9659926392,80,1.72587044,0.040925627999999991
,,1.484880336,127,1.5649101072,47,2.72587044,40,3.0460048584,0.080023019199999989,3.0460121384,40,2.8059398488,0.040011723200000001
,,1.484891136,47,1.5649209072,127,2.77587044,40,3.1260346296,0.080029771199999988,3.1260454296,80,2.885962868,0.040015413599999993
,,1.5649101072,87,1.6449331264,47,2.82587044,40,3.2060644008,0.080029771199999988,3.2060752008,80,2.9659926392,0.0400189336
,,1.5649209072,47,1.6449404064,87,2.87587044,40,3.28608742,0.080023019199999989,3.2860947,40,2.9659926392,0.0400189336
,,1.6449331264,87,1.725820216,47,2.92587044,40,3.3662562952,0.080168875199999988,3.3663065192,528,3.0460121384,0.040018613600000002
,,1.6449404064,47,1.72587044,575,2.97587044,40,4.446368648,0.080062128799999992,4.446375928,40,3.1260454296,0.04002533359999999
,,1.72587044,47,2.8059325688,47,3.02587044,40,4.5263916672,0.080023019199999989,4.5263989472,40,3.1260454296,0.04002533359999999
,,2.72587044,87,2.8059398488,87,3.07587044,40,4.6064179184,0.080026251199999981,4.6064287184,80,3.2060752008,0.04002533359999999
,,2.8059325688,87,2.885955588,47,3.12587044,40,4.6864444576,0.080026539199999996,4.6864517376,40,3.2060752008,0.04002533359999999
,,2.8059398488,47,2.885962868,87,3.17587044,40,4.7664707088,0.080026251199999981,4.7664815088,80,3.2860947,0.040018613600000002
,,2.885955588,127,2.9659818392,47,3.22587044,40,4.84650048,0.080029771199999988,4.84651128,80,3.3663065192,0.040207413599999991
,,2.885962868,47,2.9659926392,127,4.3663065192,40,4.9265270192,0.080026539199999996,4.9265342992,40,4.446375928,0.040011723200000001
,,2.9659818392,87,3.0460048584,47,4.4163065192,40,,,,,4.5263989472,0.040015413599999993
,,2.9659926392,47,3.0460121384,87,4.4663065192,40,,,,,4.6064287184,0.0400189336
,,3.0460048584,127,3.1260346296,47,4.5163065192,40,,,,,4.6064287184,0.0400189336
,,3.0460121384,47,3.1260454296,127,4.5663065192,40,,,,,4.6864517376,0.040015413599999993
,,3.1260346296,127,3.2060644008,47,4.6163065192,40,,,,,4.7664815088,0.0400189336
,,3.1260454296,47,3.2060752008,127,4.6663065192,40,,,,,4.7664815088,0.0400189336
,,3.2060644008,87,3.28608742,47,4.7163065192,40,,,,,4.84651128,0.0400189336
,,3.2060752008,47,3.2860947,87,4.7663065192,40,,,,,4.84651128,0.0400189336
,,3.28608742,87,3.3662562952,47,4.8163065192,40,,,,,4.9265342992,0.040015413599999993
,,3.2860947,47,3.3663065192,575,4.8663065192,40,,,,,,
,,3.3663065192,47,4.446368648,47,,,,,,,,
,,4.3663065192,87,4.446375928,87,,,,,,,,
,,4.446368648,87,4.5263916672,47,,,,,,,,
,,4.446375928,47,4.5263989472,87,,,,,,,,
,,4.5263916672,127,4.6064179184,47,,,,,,,,
,,4.5263989472,47,4.6064287184,127,,,,,,,,
,,4.6064179184,87,4.6864444576,47,,,,,,,,
,,4.6064287184,47,4.6864517376,87,,,,,,,,
,,4.6864444576,127,4.7664707088,47,,,,,,,,
,,4.6864517376,47,4.7664815088,127,,,,,,,,
,,4.7664707088,127,4.84650048,47,,,,,,,,
,,4.7664815088,47,4.84651128,127,,,,,,,,
,,4.84650048,87,4.9265270192,47,,,,,,,,
,,4.84651128,47,4.9265342992,87,,,,,,,,
,,4.9265270192,87,,,,,,,,,,
,,4.9265342992,47,,,,,,,,,,
