numActiveSessions:vector baselineTestQoS.hostLVD[122].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHBufferLength:vector baselineTestQoS.hostLVD[122].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackPointer:vector baselineTestQoS.hostLVD[122].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoBitrate:vector baselineTestQoS.hostLVD[122].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoResolution:vector baselineTestQoS.hostLVD[122].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackStatus:vector baselineTestQoS.hostLVD[122].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostLVD[122].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostLVD[122].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHliveDelay:vector baselineTestQoS.hostLVD[122].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostLVD[122].tcp.conn-1884 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostLVD[122].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,0,0,0,0,135,0,240,0,0,0,51,0.0900762576,51,0.0900762576,0.090076257599999986,0.658817998335,0.568741740734999942,0.659149534335,0.44584971753500002
0,1,,,,,,,,,,,0.0900762576,47,0.658817998335,47,,,,,1.656173309022,1.44287349222199967
,,,,,,,,,,,,0.0900766336,247,0.659149534335,1499,,,,,1.661555789022,1.448255972221999858
,,,,,,,,,,,,0.659149534335,47,1.656173309022,1499,,,,,3.66595026858,3.45265045177999939
,,,,,,,,,,,,1.656173309022,47,1.661555789022,1499,,,,,3.671387003644,3.458087186843999725
,,,,,,,,,,,,1.661555789022,47,3.66595026858,1499,,,,,3.676665174622,3.46336535782200004
,,,,,,,,,,,,3.66595026858,47,3.671387003644,1499,,,,,3.6820811376,3.468781320799999767
,,,,,,,,,,,,3.671387003644,47,3.676665174622,1499,,,,,,
,,,,,,,,,,,,3.676665174622,47,3.6820811376,1499,,,,,,
,,,,,,,,,,,,3.6820811376,47,,,,,,,,
