numActiveSessions:vector baselineTestQoS.hostFDO[38].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostFDO[38].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostFDO[38].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetSent:vector(packetBytes) baselineTestQoS.hostFDO[38].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostFDO[38].tcp.conn-1930 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetReceived:vector(packetBytes) baselineTestQoS.hostFDO[38].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostFDO[38].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,51,0.080306488,51,0.080306488,800,0.1688347312,0.088528243199999994,0.1689662672,1452,0.1689662672,0.045380789599999998
0,1,0.080306488,47,0.1688347312,47,,,,,0.2491906712,1452,0.2491906712,0.125605193599999997
0.1689662672,0,0.080306864,847,0.1689662672,1499,,,,,0.447676472,1452,0.447676472,0.324090994399999997
,,0.1689662672,47,0.2491906712,1499,,,,,0.860011149022,1452,0.860011149022,0.736425671421999881
,,0.1689666432,47,0.447676472,1499,,,,,1.259711149022,1452,1.259711149022,1.136125671422000045
,,0.2491906712,47,0.8473345952,47,,,,,1.659411149022,1452,1.659411149022,1.535825671421999765
,,0.447676472,47,0.860011149022,1499,,,,,2.059196724222,1452,2.059196724222,1.935611246621999895
,,0.860011149022,47,1.259711149022,1499,,,,,2.458870025022,1452,2.458870025022,2.335284547421999855
,,1.259711149022,47,1.659411149022,1499,,,,,2.85865222458,1452,2.85865222458,2.735066746979999397
,,1.659411149022,47,2.059196724222,1499,,,,,3.25835573578,1452,3.25835573578,3.134770258179999645
,,2.059196724222,47,2.458870025022,1499,,,,,3.65806647898,1452,3.65806647898,3.534481001379999637
,,2.458870025022,47,2.85865222458,1499,,,,,4.057848922925,1452,4.057848922925,3.934263445324999592
,,2.85865222458,47,3.25835573578,1499,,,,,4.4575715184,1452,4.4575715184,4.333986040799999255
,,3.25835573578,47,3.65806647898,1499,,,,,4.8573412,1452,4.8573412,4.73375572239999973
,,3.65806647898,47,4.057848922925,1499,,,,,,,,
,,4.057848922925,47,4.4575715184,1499,,,,,,,,
,,4.4575715184,47,4.8573412,1499,,,,,,,,
,,4.8573412,47,,,,,,,,,,
