numActiveSessions:vector baselineTestQoS.hostSSH[21].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostSSH[21].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostSSH[21].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetSent:vector(packetBytes) baselineTestQoS.hostSSH[21].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostSSH[21].tcp.conn-1997 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetReceived:vector(packetBytes) baselineTestQoS.hostSSH[21].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostSSH[21].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,51,0.080579848,51,1.080579848,40,1.1644644104,0.0838845624,1.1644716904,40,1.1644716904,0.043529940799999999
0,1,0.080579848,47,1.1644644104,47,1.130579848,40,1.2446844944,0.080220083999999996,1.2446917744,40,1.2446917744,0.040212478400000001
,,1.080579848,87,1.1644716904,87,1.180579848,40,1.3247747456,0.080090251199999989,1.3247855456,80,1.3247855456,0.0400189336
,,1.1644644104,87,1.2446844944,47,1.230579848,40,1.4047977648,0.080023019199999989,1.4048050448,40,1.3247855456,0.0400189336
,,1.1644716904,47,1.2446917744,87,1.280579848,40,1.484824656,0.080026891200000005,1.484835456,80,1.4048050448,0.040018613600000002
,,1.2446844944,127,1.3247747456,47,1.330579848,40,1.5648544272,0.080029771199999988,1.5648652272,80,1.484835456,0.0400189336
,,1.2446917744,47,1.3247855456,127,1.380579848,40,1.6448774464,0.080023019199999989,1.6448847264,40,1.484835456,0.0400189336
,,1.3247747456,87,1.4047977648,47,1.430579848,40,1.725621176,0.08074372959999998,1.7256714,528,1.5648652272,0.0400189336
,,1.3247855456,47,1.4048050448,87,1.480579848,40,2.8057335288,0.080062128799999992,2.8057408088,40,1.5648652272,0.0400189336
,,1.4047977648,127,1.484824656,47,1.530579848,40,2.885756548,0.080023019199999989,2.885763828,40,1.6448847264,0.040018613600000002
,,1.4048050448,47,1.484835456,127,1.580579848,40,2.9657827992,0.080026251199999981,2.9657935992,80,1.7256714,0.040782267999999996
,,1.484824656,127,1.5648544272,47,2.7256714,40,3.0458058184,0.080023019199999989,3.0458130984,40,2.8057408088,0.040011723200000001
,,1.484835456,47,1.5648652272,127,2.7756714,40,3.1258355896,0.080029771199999988,3.1258463896,80,2.885763828,0.040015413599999993
,,1.5648544272,87,1.6448774464,47,2.8256714,40,3.2058653608,0.080029771199999988,3.2058761608,80,2.9657935992,0.0400189336
,,1.5648652272,47,1.6448847264,87,2.8756714,40,3.28592326,0.080057899200000004,3.28593054,40,2.9657935992,0.0400189336
,,1.6448774464,87,1.725621176,47,2.9256714,40,3.3660572552,0.080133995200000001,3.3661074792,528,3.0458130984,0.040018613600000002
,,1.6448847264,47,1.7256714,575,2.9756714,40,4.446169608,0.080062128799999992,4.446176888,40,3.1258463896,0.04002533359999999
,,1.7256714,47,2.8057335288,47,3.0256714,40,4.5261926272,0.080023019199999989,4.5261999072,40,3.1258463896,0.04002533359999999
,,2.7256714,87,2.8057408088,87,3.0756714,40,4.6062188784,0.080026251199999981,4.6062296784,80,3.2058761608,0.04002533359999999
,,2.8057335288,87,2.885756548,47,3.1256714,40,4.6862454176,0.080026539199999996,4.6862526976,40,3.2058761608,0.04002533359999999
,,2.8057408088,47,2.885763828,87,3.1756714,40,4.7662716688,0.080026251199999981,4.7662824688,80,3.28593054,0.040053493599999989
,,2.885756548,127,2.9657827992,47,3.2256714,40,4.84630144,0.080029771199999988,4.84631224,80,3.3661074792,0.04017253359999999
,,2.885763828,47,2.9657935992,127,4.3661074792,40,4.9263279792,0.080026539199999996,4.9263352592,40,4.446176888,0.040011723200000001
,,2.9657827992,87,3.0458058184,47,4.4161074792,40,,,,,4.5261999072,0.040015413599999993
,,2.9657935992,47,3.0458130984,87,4.4661074792,40,,,,,4.6062296784,0.0400189336
,,3.0458058184,127,3.1258355896,47,4.5161074792,40,,,,,4.6062296784,0.0400189336
,,3.0458130984,47,3.1258463896,127,4.5661074792,40,,,,,4.6862526976,0.040015413599999993
,,3.1258355896,127,3.2058653608,47,4.6161074792,40,,,,,4.7662824688,0.0400189336
,,3.1258463896,47,3.2058761608,127,4.6661074792,40,,,,,4.7662824688,0.0400189336
,,3.2058653608,87,3.28592326,47,4.7161074792,40,,,,,4.84631224,0.0400189336
,,3.2058761608,47,3.28593054,87,4.7661074792,40,,,,,4.84631224,0.0400189336
,,3.28592326,87,3.3660572552,47,4.8161074792,40,,,,,4.9263352592,0.040015413599999993
,,3.28593054,47,3.3661074792,575,4.8661074792,40,,,,,,
