numActiveSessions:vector baselineTestQoS.hostFDO[73].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostFDO[73].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostFDO[73].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetSent:vector(packetBytes) baselineTestQoS.hostFDO[73].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostFDO[73].tcp.conn-1965 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetReceived:vector(packetBytes) baselineTestQoS.hostFDO[73].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostFDO[73].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,51,0.080449288,51,0.080449288,800,0.1731635312,0.09271424319999999,0.1732950672,1452,0.1732950672,0.047206389599999995
0,1,0.080449288,47,0.1731635312,47,,,,,0.2535115512,1452,0.2535115512,0.127422873599999985
0.1732950672,0,0.080449664,847,0.1732950672,1499,,,,,0.451997352,1452,0.451997352,0.32590867439999993
,,0.1732950672,47,0.2535115512,1499,,,,,0.864328269022,1452,0.864328269022,0.738239591421999904
,,0.1732954432,47,0.451997352,1499,,,,,1.264040269022,1452,1.264040269022,1.13795159142199997
,,0.2535115512,47,0.851587774613,47,,,,,1.663834269022,1452,1.663834269022,1.53774559142199995
,,0.451997352,47,0.864328269022,1499,,,,,2.063531844222,1452,2.063531844222,1.937443166621999775
,,0.864328269022,47,1.264040269022,1499,,,,,2.463199145022,1452,2.463199145022,2.337110467421999785
,,1.264040269022,47,1.663834269022,1499,,,,,2.86296142458,1452,2.86296142458,2.736872746979999597
,,1.663834269022,47,2.063531844222,1499,,,,,3.26269085578,1452,3.26269085578,3.13660217817999952
,,2.063531844222,47,2.463199145022,1499,,,,,3.66250159898,1452,3.66250159898,3.53641292138000017
,,2.463199145022,47,2.86296142458,1499,,,,,4.062164122925,1452,4.062164122925,3.936075445324999737
,,2.86296142458,47,3.26269085578,1499,,,,,4.4619066384,1452,4.4619066384,4.33581796080000002
,,3.26269085578,47,3.66250159898,1499,,,,,4.86164096,1452,4.86164096,4.73555228239999868
,,3.66250159898,47,4.062164122925,1499,,,,,,,,
,,4.062164122925,47,4.4619066384,1499,,,,,,,,
,,4.4619066384,47,4.86164096,1499,,,,,,,,
,,4.86164096,47,,,,,,,,,,
