rxPkOk:vector(packetBytes) baselineTestQoS.hostVIP[1].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostVIP[1].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetLossRate:vector baselineTestQoS.hostVIP[1].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,playoutDelay:vector baselineTestQoS.hostVIP[1].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,playoutLossRate:vector baselineTestQoS.hostVIP[1].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,mos:vector baselineTestQoS.hostVIP[1].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,taildropLossRate:vector baselineTestQoS.hostVIP[1].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0.06001292,75,0.06001292,0.060012919999999997,0.491629174335,0,0.491629174335,0.019999999999999996,0.491629174335,0,0.491629174335,4.369076776797799132,0.491629174335,0
0.08001292,75,0.08001292,0.060012919999999997,1.711629174335,0,1.711629174335,0.019999999999999996,1.711629174335,0,1.711629174335,4.369026056673099827,1.711629174335,0
0.10001694,75,0.10001694,0.06001693999999999,4.65064154378,0,4.65064154378,0.019999999999999996,4.65064154378,0,4.65064154378,4.369026056673099827,4.65064154378,0
0.12001292,75,0.12001292,0.060012919999999997,,,,,,,,,,
0.14001292,75,0.14001292,0.060012919999999997,,,,,,,,,,
0.1600499152,75,0.1600499152,0.060049915199999997,,,,,,,,,,
0.18010686,75,0.18010686,0.060106859999999997,,,,,,,,,,
0.20010686,75,0.20010686,0.060106859999999997,,,,,,,,,,
0.22010686,75,0.22010686,0.060106859999999997,,,,,,,,,,
0.24010686,75,0.24010686,0.060106859999999997,,,,,,,,,,
0.26010686,75,0.26010686,0.060106859999999997,,,,,,,,,,
0.28010686,75,0.28010686,0.060106859999999997,,,,,,,,,,
0.30022678,75,0.30022678,0.060226779999999993,,,,,,,,,,
0.32010686,75,0.32010686,0.060106859999999997,,,,,,,,,,
0.34010686,75,0.34010686,0.060106859999999997,,,,,,,,,,
0.491629174335,75,0.491629174335,0.060106859999999997,,,,,,,,,,
0.511629174335,75,0.511629174335,0.060106859999999997,,,,,,,,,,
0.531629174335,75,0.531629174335,0.060106859999999997,,,,,,,,,,
0.551629174335,75,0.551629174335,0.060106859999999997,,,,,,,,,,
0.571629174335,75,0.571629174335,0.060106859999999997,,,,,,,,,,
0.591629174335,75,0.591629174335,0.060106859999999997,,,,,,,,,,
0.611629174335,75,0.611629174335,0.060106859999999997,,,,,,,,,,
0.631629174335,75,0.631629174335,0.060106859999999997,,,,,,,,,,
0.651629174335,75,0.651629174335,0.060106859999999997,,,,,,,,,,
0.671629174335,75,0.671629174335,0.060106859999999997,,,,,,,,,,
2.19064154378,75,2.19064154378,0.060106859999999997,,,,,,,,,,
2.21064154378,75,2.21064154378,0.060106859999999997,,,,,,,,,,
2.23064154378,75,2.23064154378,0.060106859999999997,,,,,,,,,,
2.25064154378,75,2.25064154378,0.060106859999999997,,,,,,,,,,
2.27064154378,75,2.27064154378,0.060106859999999997,,,,,,,,,,
2.29064154378,75,2.29064154378,0.060106859999999997,,,,,,,,,,
2.31064154378,75,2.31064154378,0.060106859999999997,,,,,,,,,,
2.3306365376,75,2.3306365376,0.060101853819999995,,,,,,,,,,
2.35064154378,75,2.35064154378,0.060106859999999997,,,,,,,,,,
2.37064154378,75,2.37064154378,0.060106859999999997,,,,,,,,,,
2.39064154378,75,2.39064154378,0.060106859999999997,,,,,,,,,,
2.41064154378,75,2.41064154378,0.060106859999999997,,,,,,,,,,
2.43064154378,75,2.43064154378,0.060106859999999997,,,,,,,,,,
2.45064154378,75,2.45064154378,0.060106859999999997,,,,,,,,,,
2.47064154378,75,2.47064154378,0.060106859999999997,,,,,,,,,,
2.49064154378,75,2.49064154378,0.060106859999999997,,,,,,,,,,
2.51064154378,75,2.51064154378,0.060106859999999997,,,,,,,,,,
2.53064154378,75,2.53064154378,0.060106859999999997,,,,,,,,,,
2.55064530378,75,2.55064530378,0.060110619999999989,,,,,,,,,,
2.57064850378,75,2.57064850378,0.060113819999999998,,,,,,,,,,
2.59064154378,75,2.59064154378,0.060106859999999997,,,,,,,,,,
2.61064154378,75,2.61064154378,0.060106859999999997,,,,,,,,,,
2.63064154378,75,2.63064154378,0.060106859999999997,,,,,,,,,,
2.65064154378,75,2.65064154378,0.060106859999999997,,,,,,,,,,
2.67064154378,75,2.67064154378,0.060106859999999997,,,,,,,,,,
2.69064154378,75,2.69064154378,0.060106859999999997,,,,,,,,,,
2.71064154378,75,2.71064154378,0.060106859999999997,,,,,,,,,,
2.73064154378,75,2.73064154378,0.060106859999999997,,,,,,,,,,
2.750556706044,75,2.750556706044,0.060022022263999996,,,,,,,,,,
2.77064154378,75,2.77064154378,0.060106859999999997,,,,,,,,,,
2.79064154378,75,2.79064154378,0.060106859999999997,,,,,,,,,,
2.8105626432,75,2.8105626432,0.060027959419999998,,,,,,,,,,
2.83064154378,75,2.83064154378,0.060106859999999997,,,,,,,,,,
2.85064154378,75,2.85064154378,0.060106859999999997,,,,,,,,,,
2.87064154378,75,2.87064154378,0.060106859999999997,,,,,,,,,,
2.8905879024,75,2.8905879024,0.06005321862,,,,,,,,,,
2.91064154378,75,2.91064154378,0.060106859999999997,,,,,,,,,,
2.93064154378,75,2.93064154378,0.060106859999999997,,,,,,,,,,
2.95064154378,75,2.95064154378,0.060106859999999997,,,,,,,,,,
2.9706163936,75,2.9706163936,0.060081709819999995,,,,,,,,,,
2.99064154378,75,2.99064154378,0.060106859999999997,,,,,,,,,,
3.01064154378,75,3.01064154378,0.060106859999999997,,,,,,,,,,
3.03064154378,75,3.03064154378,0.060106859999999997,,,,,,,,,,
3.0505499624,75,3.0505499624,0.06001527862,,,,,,,,,,
3.07064154378,75,3.07064154378,0.060106859999999997,,,,,,,,,,
3.09064154378,75,3.09064154378,0.060106859999999997,,,,,,,,,,
3.11064154378,75,3.11064154378,0.060106859999999997,,,,,,,,,,
3.1306311736,75,3.1306311736,0.060096489820000001,,,,,,,,,,
3.15064154378,75,3.15064154378,0.060106859999999997,,,,,,,,,,
3.17064154378,75,3.17064154378,0.060106859999999997,,,,,,,,,,
3.19064154378,75,3.19064154378,0.060106859999999997,,,,,,,,,,
3.2106200008,75,3.2106200008,0.06008531702,,,,,,,,,,
3.23064154378,75,3.23064154378,0.060106859999999997,,,,,,,,,,
3.25064154378,75,3.25064154378,0.060106859999999997,,,,,,,,,,
3.27064154378,75,3.27064154378,0.060106859999999997,,,,,,,,,,
3.29064154378,75,3.29064154378,0.060106859999999997,,,,,,,,,,
3.31064154378,75,3.31064154378,0.060106859999999997,,,,,,,,,,
3.33064154378,75,3.33064154378,0.060106859999999997,,,,,,,,,,
3.35064154378,75,3.35064154378,0.060106859999999997,,,,,,,,,,
3.3715634792,75,3.3715634792,0.061028795419999989,,,,,,,,,,
3.39064154378,75,3.39064154378,0.060106859999999997,,,,,,,,,,
3.41064154378,75,3.41064154378,0.060106859999999997,,,,,,,,,,
3.43064154378,75,3.43064154378,0.060106859999999997,,,,,,,,,,
3.45064154378,75,3.45064154378,0.060106859999999997,,,,,,,,,,
3.47064154378,75,3.47064154378,0.060106859999999997,,,,,,,,,,
3.49064154378,75,3.49064154378,0.060106859999999997,,,,,,,,,,
3.510703843644,75,3.510703843644,0.060169159863999996,,,,,,,,,,
3.53064154378,75,3.53064154378,0.060106859999999997,,,,,,,,,,
3.55064154378,75,3.55064154378,0.060106859999999997,,,,,,,,,,
3.57064154378,75,3.57064154378,0.060106859999999997,,,,,,,,,,
3.59064154378,75,3.59064154378,0.060106859999999997,,,,,,,,,,
3.61064154378,75,3.61064154378,0.060106859999999997,,,,,,,,,,
