numActiveSessions:vector baselineTestQoS.hostSSH[117].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostSSH[117].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostSSH[117].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetSent:vector(packetBytes) baselineTestQoS.hostSSH[117].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostSSH[117].tcp.conn-2093 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetReceived:vector(packetBytes) baselineTestQoS.hostSSH[117].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostSSH[117].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,51,0.080971528,51,1.080971528,40,1.1654935304,0.084522002399999989,1.1655008104,40,1.1655008104,0.043890900799999993
0,1,0.080971528,47,1.1654935304,47,1.130971528,40,1.2457136144,0.080220083999999996,1.2457208944,40,1.2457208944,0.040212478400000001
,,1.080971528,87,1.1655008104,87,1.180971528,40,1.3261110656,0.080397451199999997,1.3261218656,80,1.3261218656,0.0400189336
,,1.1654935304,87,1.2457136144,47,1.230971528,40,1.4061340848,0.080023019199999989,1.4061413648,40,1.3261218656,0.0400189336
,,1.1655008104,47,1.2457208944,87,1.280971528,40,1.486160976,0.080026891200000005,1.486171776,80,1.4061413648,0.040018613600000002
,,1.2457136144,127,1.3261110656,47,1.330971528,40,1.5661907472,0.080029771199999988,1.5662015472,80,1.486171776,0.0400189336
,,1.2457208944,47,1.3261218656,127,1.380971528,40,1.6462137664,0.080023019199999989,1.6462210464,40,1.486171776,0.0400189336
,,1.3261110656,87,1.4061340848,47,1.430971528,40,1.730398136,0.084184369600000002,1.73044836,528,1.5662015472,0.0400189336
,,1.3261218656,47,1.4061413648,87,1.480971528,40,2.8104714488,0.080023088800000002,2.8104787288,40,1.5662015472,0.0400189336
,,1.4061340848,127,1.486160976,47,1.530971528,40,2.890494468,0.080023019199999989,2.890501748,40,1.6462210464,0.040018613600000002
,,1.4061413648,47,1.486171776,127,1.580971528,40,2.9705239192,0.080029451199999989,2.9705347192,80,1.73044836,0.044222907999999991
,,1.486160976,127,1.5661907472,47,2.73044836,40,3.0505437384,0.08001981919999998,3.0506395088,40,2.8104787288,0.040015483199999993
,,1.486171776,47,1.5662015472,127,2.78044836,40,3.1306249496,0.080081211200000001,3.1306696,80,2.890501748,0.040015413599999993
,,1.5661907472,87,1.6462137664,47,2.83044836,40,3.2106476168,0.08002266719999998,3.2106993712,80,2.9705347192,0.0400189336
,,1.5662015472,47,1.6462210464,87,2.88044836,40,3.29066275978,0.08001514297999998,3.2907220704,40,2.9705347192,0.0400189336
,,1.6462137664,87,1.730398136,47,2.93044836,40,3.3709601352,0.080297375419999983,3.3710103592,528,3.0506395088,0.04010710399999999
,,1.6462210464,47,1.73044836,575,2.98044836,40,4.451033448,0.080023088800000002,4.451040728,40,3.1306696,0.040107424000000002
,,1.73044836,47,2.8104714488,47,3.03044836,40,4.5310564672,0.080023019199999989,4.5310637472,40,3.1306696,0.040107424000000002
,,2.73044836,87,2.8104787288,87,3.08044836,40,4.6110859184,0.080029451199999989,4.6110967184,80,3.2106993712,0.040062128000000002
,,2.8104714488,87,2.890494468,47,3.13044836,40,4.6911092576,0.080023339199999987,4.6911165376,40,3.2106993712,0.040062128000000002
,,2.8104787288,47,2.890501748,87,3.18044836,40,4.7711387088,0.080029451199999989,4.7711495088,80,3.2907220704,0.040065967999999993
,,2.890494468,127,2.9705239192,47,3.23044836,40,4.85116848,0.080029771199999988,4.85117928,80,3.3710103592,0.040335913819999999
,,2.890501748,47,2.9705347192,127,4.3710103592,40,4.9311882992,0.08001981919999998,4.9312664432,40,4.451040728,0.040015483199999993
,,2.9705239192,87,3.0505437384,47,4.4210103592,40,,,,,4.5310637472,0.040015413599999993
,,2.9705347192,47,3.0506395088,87,4.4710103592,40,,,,,4.6110967184,0.0400189336
,,3.0505437384,127,3.1306249496,47,4.5210103592,40,,,,,4.6110967184,0.0400189336
,,3.0506395088,47,3.1306696,127,4.5710103592,40,,,,,4.6911165376,0.040015413599999993
,,3.1306249496,127,3.2106476168,47,4.6210103592,40,,,,,4.7711495088,0.0400189336
,,3.1306696,47,3.2106993712,127,4.6710103592,40,,,,,4.7711495088,0.0400189336
,,3.2106476168,87,3.29066275978,47,4.7210103592,40,,,,,4.85117928,0.0400189336
,,3.2106993712,47,3.2907220704,87,4.7710103592,40,,,,,4.85117928,0.0400189336
,,3.29066275978,87,3.3709601352,47,4.8210103592,40,,,,,4.9312664432,0.040089477599999992
