numActiveSessions:vector baselineTestQoS.hostSSH[111].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostSSH[111].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostSSH[111].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetSent:vector(packetBytes) baselineTestQoS.hostSSH[111].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostSSH[111].tcp.conn-2087 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,packetReceived:vector(packetBytes) baselineTestQoS.hostSSH[111].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostSSH[111].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,51,0.080947048,51,1.080947048,40,1.1654292104,0.084482162400000004,1.1654364904,40,1.1654364904,0.043868340800000002
0,1,0.080947048,47,1.1654292104,47,1.130947048,40,1.2456492944,0.080220083999999996,1.2456565744,40,1.2456565744,0.040212478400000001
,,1.080947048,87,1.1654364904,87,1.180947048,40,1.3260275456,0.0803782512,1.3260383456,80,1.3260383456,0.0400189336
,,1.1654292104,87,1.2456492944,47,1.230947048,40,1.4060441648,0.080016619199999999,1.4060514448,40,1.3260383456,0.0400189336
,,1.1654364904,47,1.2456565744,87,1.280947048,40,1.486077456,0.080033291199999994,1.486088256,80,1.4060514448,0.040012213599999998
,,1.2456492944,127,1.3260275456,47,1.330947048,40,1.5661072272,0.080029771199999988,1.5661180272,80,1.486088256,0.0400189336
,,1.2456565744,47,1.3260383456,127,1.380947048,40,1.6461238464,0.080016619199999999,1.6461311264,40,1.486088256,0.0400189336
,,1.3260275456,87,1.4060441648,47,1.430947048,40,1.730099576,0.083975729599999992,1.7301498,528,1.5661180272,0.0400189336
,,1.3260383456,47,1.4060514448,87,1.480947048,40,2.8101728888,0.080023088800000002,2.8101801688,40,1.5661180272,0.0400189336
,,1.4060441648,127,1.486077456,47,1.530947048,40,2.890195908,0.080023019199999989,2.890203188,40,1.6461311264,0.040012213599999998
,,1.4060514448,47,1.486088256,127,1.580947048,40,2.9702253592,0.080029451199999989,2.9702361592,80,1.7301498,0.044014267999999995
,,1.486077456,127,1.5661072272,47,2.7301498,40,3.0503581384,0.080132779200000003,3.0503654184,40,2.8101801688,0.040015483199999993
,,1.486088256,47,1.5661180272,127,2.7801498,40,3.1303911096,0.080032971199999996,3.1304019096,80,2.890203188,0.040015413599999993
,,1.5661072272,87,1.6461238464,47,2.8301498,40,3.2104208808,0.080029771199999988,3.2104316808,80,2.9702361592,0.0400189336
,,1.5661180272,47,1.6461311264,87,2.8801498,40,3.2904407,0.08001981919999998,3.29044798,40,2.9702361592,0.0400189336
,,1.6461238464,87,1.730099576,47,2.9301498,40,3.3706615752,0.080220875199999985,3.3707117992,528,3.0503654184,0.040131573599999997
,,1.6461311264,47,1.7301498,575,2.9801498,40,4.450734888,0.080023088800000002,4.450742168,40,3.1304019096,0.04002533359999999
,,1.7301498,47,2.8101728888,47,3.0301498,40,4.5307579072,0.080023019199999989,4.5307651872,40,3.1304019096,0.04002533359999999
,,2.7301498,87,2.8101801688,87,3.0801498,40,4.6107873584,0.080029451199999989,4.6107981584,80,3.2104316808,0.04002533359999999
,,2.8101728888,87,2.890195908,47,3.1301498,40,4.6908106976,0.080023339199999987,4.6908179776,40,3.2104316808,0.04002533359999999
,,2.8101801688,47,2.890203188,87,3.1801498,40,4.7708401488,0.080029451199999989,4.7708509488,80,3.29044798,0.040018613600000002
