numActiveSessions:vector baselineTestQoS.hostLVD[98].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHBufferLength:vector baselineTestQoS.hostLVD[98].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackPointer:vector baselineTestQoS.hostLVD[98].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoBitrate:vector baselineTestQoS.hostLVD[98].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoResolution:vector baselineTestQoS.hostLVD[98].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHVideoPlaybackStatus:vector baselineTestQoS.hostLVD[98].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,txPk:vector(packetBytes) baselineTestQoS.hostLVD[98].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rxPkOk:vector(packetBytes) baselineTestQoS.hostLVD[98].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,DASHliveDelay:vector baselineTestQoS.hostLVD[98].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,rtt:vector baselineTestQoS.hostLVD[98].tcp.conn-1860 (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),,endToEndDelay:vector baselineTestQoS.hostLVD[98].app[0] (#0 - testingConfigurator5slices-0-20240408-14:54:13-23197),
0,0,0,0,0,0,0,97,0,240,0,0,0,51,0.0856783376,51,0.0856783376,0.085678337599999987,0.52632862,0.440650282399999924,0.526576316,0.33838912479999994
0,1,,,,,,,,,,,0.0856783376,47,0.52632862,47,,,,,1.399146609822,1.210959418622000067
,,,,,,,,,,,,0.0856787136,247,0.526576316,1499,,,,,1.4044549192,1.216267728000000043
,,,,,,,,,,,,0.526576316,47,1.399146609822,1499,,,,,3.1681267808,2.979939589599999807
,,,,,,,,,,,,1.399146609822,47,1.4044549192,1499,,,,,3.17350376138,2.985316570180000175
,,,,,,,,,,,,1.4044549192,47,3.1681267808,1499,,,,,3.17882728138,2.990640090179999417
,,,,,,,,,,,,3.1681267808,47,3.17350376138,1499,,,,,3.18421576138,2.996028570180000002
,,,,,,,,,,,,3.17350376138,47,3.17882728138,1499,,,,,,
,,,,,,,,,,,,3.17882728138,47,3.18421576138,1499,,,,,,
,,,,,,,,,,,,3.18421576138,47,,,,,,,,
