rxPkOk:vector(packetBytes) baselineTestQoS.router0.ppp[1].ppp (#0 - testingConfigurator-0-20240322-12:45:14-25600),,txPk:vector(packetBytes) baselineTestQoS.router0.ppp[1].ppp (#0 - testingConfigurator-0-20240322-12:45:14-25600),
0.229773747663,51,0.309982189263,51
0.309983173263,47,0.390067343663,47
0.309989949263,847,0.390187263663,1499
0.390199831663,47,0.470326523663,1499
0.390200207663,47,0.470446443663,1499
0.470339091663,47,0.472050203663,47
0.470459011663,47,0.550565407663,1499
0.550577975663,47,0.550685327663,1499
0.550697895663,47,0.552405247663,1499
0.552417815663,47,0.555027728463,1499
0.555040296463,47,0.63083554034,1499
0.63084810834,47,0.63095546034,1499
0.63096802834,47,0.63263514034,1499
0.63264770834,47,0.63533474034,1499
0.63534730834,47,0.63803434034,1499
0.63804690834,47,0.64071402034,1499
0.64072658834,47,0.643604853263,1499
0.643617421263,47,0.646088293263,1499
0.646100861263,47,0.71117322514,1499
0.71118579314,47,0.71129314514,1499
0.71130571314,47,0.71297810434,1499
0.71299067234,47,0.71567362434,1499
0.71568619234,47,0.71837322434,1499
0.71838579234,47,0.72105290434,1499
0.72106547234,47,0.724063657263,1499
0.724076225263,47,0.726427177263,1499
0.726439745263,47,0.729098873225,1499
0.729111441225,47,0.731812467533,1499
0.731825035533,47,0.734637322527,1499
0.734649890527,47,0.737101080127,1499
0.737113648127,47,0.739790824269,1499
0.739803392269,47,0.742495557896,1499
0.742508125896,47,0.745113214532,1499
0.745125782532,47,0.747818732699,1499
0.747831300699,47,0.79145354754,1499
0.79146611554,47,0.79157346754,1499
0.79158603554,47,0.79331698834,1499
0.79332955634,47,0.79601250834,1499
0.79602507634,47,0.79871210834,1499
0.79872467634,47,0.80139058914,1499
0.80140315714,47,0.804401342063,1499
0.804413910063,47,0.806664862063,1499
0.806677430063,47,0.809336558025,1499
0.809349126025,47,0.812051351533,1499
0.812063919533,47,0.814944205727,1499
0.814956773727,47,0.817438764927,1499
0.817451332927,47,0.820124749069,1499
0.820137317069,47,0.822853162696,1499
0.822865730696,47,0.825450899332,1499
0.825463467332,47,0.828156417499,1499
0.828168985499,47,0.830773939099,1499
0.830786507099,47,0.833498655899,1499
0.833511223899,47,0.836165752802,1499
0.836178320802,47,0.838783697602,1499
0.838796265602,47,0.84148851947,1499
0.84150108747,47,0.844207808476,1499
0.844220376476,47,0.847055088476,1499
0.847067656476,47,0.849470542732,1499
0.849483110732,47,0.852463877869,1499
0.852476445869,47,0.854838187968,1499
0.854850755968,47,0.857815588886,1499
0.857828156886,47,0.860255428886,1499
0.860267996886,47,0.863315988086,1499
0.863328556086,47,0.865604036246,1499
0.865616604246,47,0.86849083314,1499
0.86850340114,47,0.87091035314,1499
0.87092292114,47,0.87389451314,1499
0.87390708114,47,0.87625019314,1499
0.87626276114,47,0.87918723474,1499
0.87919980274,47,0.88162827394,1499
0.88164084194,47,0.884739026863,1499
0.884751594863,47,0.887002546863,1499
0.887015114863,47,0.889674242825,1499
0.889686810825,47,0.892389036333,1499
0.892401604333,47,0.896314076333,1499
0.896326644333,47,0.897753116333,1499
0.897765684333,47,0.900611276333,1499
0.900623844333,47,0.903137436333,1499
0.903150004333,47,0.906135436333,1499
0.906148004333,47,0.908533836333,1499
0.908546404333,47,0.911291996333,1499
0.911304564333,47,0.913736340699,1499
0.913748908699,47,0.916403437602,1499
0.916416005602,47,0.919121382402,1499
0.919133950402,47,0.92182620427,1499
0.92183877227,47,0.924445493276,1499
0.924458061276,47,0.928166773276,1499
0.928179341276,47,0.930209173276,1499
0.930221741276,47,0.934286453276,1499
0.934299021276,47,0.935245813276,1499
0.935258381276,47,0.939682853276,1499
0.939695421276,47,0.941601573276,1499
0.941614141276,47,0.944959333276,1499
0.944971901276,47,0.946638213276,1499
0.946650781276,47,0.948916693276,1499
0.948929261276,47,0.95124803794,1499
0.95126060594,47,0.95389235794,1499
0.95390492594,47,0.95658787794,1499
0.95660044594,47,0.95928915954,1499
0.95930172754,47,0.96196595874,1499
0.96197852674,47,0.964596631663,1499
0.964609199663,47,0.967340231663,1499
0.967352799663,47,0.970011927625,1499
0.970024495625,47,0.972626721133,1499
0.972639289133,47,0.976884081133,1499
0.976896649133,47,0.977963361133,1499
0.977975929133,47,0.981085041133,1499
0.981097609133,47,0.983367281133,1499
0.983379849133,47,0.986369041133,1499
0.986381609133,47,0.988647521133,1499
0.988660089133,47,0.992964641133,1499
0.992977209133,47,0.994047681133,1499
0.994060249133,47,0.998364801133,1499
0.998377369133,47,0.999444081133,1499
0.999456649133,47,1.003885201133,1499
1.003897769133,47,1.005444161133,1499
1.005456729133,47,1.009641361133,1499
1.009653929133,47,1.014685521133,1499
1.014698089133,47,1.016124561133,1499
1.016137129133,47,1.020081921133,1499
1.020094489133,47,1.024399041133,1499
1.024411609133,47,1.025478321133,1499
1.025490889133,47,1.030634881133,1499
1.030647449133,47,1.030874721133,1499
1.030887289133,47,1.036035041133,1499
1.036047609133,47,1.037833841133,1499
1.037846409133,47,1.041435201133,1499
1.041447769133,47,1.044436961133,1499
1.044449529133,47,1.046715441133,1499
1.046728009133,47,1.051752081133,1499
1.051764649133,47,1.052111841133,1499
1.052124409133,47,1.057392081133,1499
1.057404649133,47,1.059914481133,1499
1.059927049133,47,1.062912481133,1499
1.062925049133,47,1.068192721133,1499
1.068205289133,47,1.069871601133,1499
1.069884169133,47,1.073593201133,1499
1.073605769133,47,1.077914081133,1499
1.077926649133,47,1.078993361133,1499
1.079005929133,47,1.084153681133,1499
1.084166249133,47,1.085113041133,1499
1.085125609133,47,1.089909841133,1499
1.089922409133,47,1.095186321133,1499
1.095198889133,47,1.099143681133,1499
1.099156249133,47,1.100342881133,1499
1.100355449133,47,1.105739281133,1499
1.105751849133,47,1.108617361133,1499
1.108629929133,47,1.111375521133,1499
1.111388089133,47,1.116412161133,1499
1.116424729133,47,1.119413921133,1499
1.119426489133,47,1.121812321133,1499
1.121824889133,47,1.127096321133,1499
1.127108889133,47,1.132013041133,1499
1.132025609133,47,1.132492721133,1499
1.132505289133,47,1.137889121133,1499
1.137901689133,47,1.143169361133,1499
1.143181929133,47,1.148206001133,1499
1.148218569133,47,1.148565761133,1499
1.148578329133,47,1.154085841133,1499
1.154098409133,47,1.159242401133,1499
1.159254969133,47,1.163559521133,1499
1.163572089133,47,1.164642561133,1499
1.164655129133,47,1.169919041133,1499
1.169931609133,47,1.175315441133,1499
1.175328009133,47,1.177833761133,1499
1.177846329133,47,1.180711841133,1499
1.180724409133,47,1.185988321133,1499
1.186000889133,47,1.191384721133,1499
1.191397289133,47,1.192224161133,1499
1.192236729133,47,1.196541281133,1499
1.196553849133,47,1.202057601133,1499
1.202070169133,47,1.207094241133,1499
1.207106809133,47,1.207454001133,1499
1.207466569133,47,1.212610561133,1499
1.212623129133,47,1.218126881133,1499
1.218139449133,47,1.223763121133,1499
1.223775689133,47,1.227604321133,1499
1.227616889133,47,1.228683601133,1499
1.228696169133,47,1.234199921133,1499
1.234212489133,47,1.239600081133,1499
1.239612649133,47,1.244876561133,1499
1.244889129133,47,1.250512801133,1499
1.250525369133,47,1.252791281133,1499
1.252803849133,47,1.255429521133,1499
1.255442089133,47,1.260945841133,1499
1.260958409133,47,1.266342241133,1499
1.266354809133,47,1.271498801133,1499
1.271511369133,47,1.274616721133,1499
1.274629289133,47,1.277015121133,1499
1.277027689133,47,1.282411521133,1499
1.282424089133,47,1.287568081133,1499
1.287580649133,47,1.293084401133,1499
1.293096969133,47,1.298480801133,1499
1.298493369133,47,1.303757281133,1499
1.303769849133,47,1.309153681133,1499
1.309166249133,47,1.312031761133,1499
