numActiveSessions:vector baselineTestQoS.hostFDO[1].app[0] (#0 - testingConfigurator-0-20240322-12:45:14-25600),,txPk:vector(packetBytes) baselineTestQoS.hostFDO[1].ppp[0].ppp (#0 - testingConfigurator-0-20240322-12:45:14-25600),,rxPkOk:vector(packetBytes) baselineTestQoS.hostFDO[1].ppp[0].ppp (#0 - testingConfigurator-0-20240322-12:45:14-25600),,packetSent:vector(packetBytes) baselineTestQoS.hostFDO[1].app[0] (#0 - testingConfigurator-0-20240322-12:45:14-25600),,rtt:vector baselineTestQoS.hostFDO[1].tcp.conn-152 (#0 - testingConfigurator-0-20240322-12:45:14-25600),,packetReceived:vector(packetBytes) baselineTestQoS.hostFDO[1].app[0] (#0 - testingConfigurator-0-20240322-12:45:14-25600),,endToEndDelay:vector baselineTestQoS.hostFDO[1].app[0] (#0 - testingConfigurator-0-20240322-12:45:14-25600),
0,0,0.06462831954,51,0.14483777714,51,0.14483777714,800,0.22492289954,0.080085122399999985,0.22505443554,1452,0.22505443554,0.040137108800000001
0.06462831954,1,0.14483777714,47,0.22492289954,47,,,,,0.30519369554,1452,0.30519369554,0.120276368800000004
0.22505443554,0,0.14483815314,847,0.22505443554,1499,,,,,0.30531361554,1452,0.30531361554,0.1203962888
,,0.22505443554,47,0.30519369554,1499,,,,,0.38543257954,1452,0.38543257954,0.200515252799999987
,,0.22505481154,47,0.30531361554,1499,,,,,0.38555249954,1452,0.38555249954,0.200635172799999982
,,0.30519369554,47,0.30690575954,47,,,,,0.38727241954,1452,0.38727241954,0.202355092799999968
,,0.30531361554,47,0.38543257954,1499,,,,,0.38989233954,1452,0.38989233954,0.204975012799999966
,,0.38543257954,47,0.38555249954,1499,,,,,0.46567146354,1452,0.46567146354,0.280754136799999941
,,0.38555249954,47,0.38727241954,1499,,,,,0.46579138354,1452,0.46579138354,0.280874056799999992
,,0.38727241954,47,0.38989233954,1499,,,,,0.46751010434,1452,0.46751010434,0.28259277760000001
,,0.38989233954,47,0.46567146354,1499,,,,,0.47013122354,1452,0.47013122354,0.285213896799999975
,,0.46567146354,47,0.46579138354,1499,,,,,0.472882215663,1452,0.472882215663,0.287964888922999982
,,0.46579138354,47,0.46751010434,1499,,,,,0.475502135663,1452,0.475502135663,0.29058480892299998
,,0.46751010434,47,0.47013122354,1499,,,,,0.478222055663,1452,0.478222055663,0.293304728922999967
,,0.47013122354,47,0.472882215663,1499,,,,,0.480841975663,1452,0.480841975663,0.295924648922999965
,,0.472882215663,47,0.475502135663,1499,,,,,0.54591034754,1452,0.54591034754,0.360993020799999951
,,0.475502135663,47,0.478222055663,1499,,,,,0.54603026754,1452,0.54603026754,0.361112940800000003
,,0.478222055663,47,0.480841975663,1499,,,,,0.54774778914,1452,0.54774778914,0.362830462399999941
,,0.480841975663,47,0.54591034754,1499,,,,,0.55037010754,1452,0.55037010754,0.365452780799999985
,,0.54591034754,47,0.54603026754,1499,,,,,0.553119900463,1452,0.553119900463,0.368202573723000024
,,0.54603026754,47,0.54774778914,1499,,,,,0.555739820463,1452,0.555739820463,0.370822493723000022
,,0.54774778914,47,0.55037010754,1499,,,,,0.558459740463,1452,0.558459740463,0.373542413723000008
,,0.55037010754,47,0.553119900463,1499,,,,,0.561079660463,1452,0.561079660463,0.376162333723000007
,,0.553119900463,47,0.555739820463,1499,,,,,0.563815276425,1452,0.563815276425,0.37889794968500001
,,0.555739820463,47,0.558459740463,1499,,,,,0.566435196425,1452,0.566435196425,0.381517869685000008
,,0.558459740463,47,0.561079660463,1499,,,,,0.569109749933,1452,0.569109749933,0.384192423192999952
,,0.561079660463,47,0.563815276425,1499,,,,,0.571855724127,1452,0.571855724127,0.386938397386999975
,,0.563815276425,47,0.566435196425,1499,,,,,0.574468039688,1452,0.574468039688,0.38955071294799992
,,0.566435196425,47,0.569109749933,1499,,,,,0.577195564127,1452,0.577195564127,0.39227823738699996
,,0.569109749933,47,0.571855724127,1499,,,,,0.579895437869,1452,0.579895437869,0.39497811112899994
,,0.571855724127,47,0.574468039688,1499,,,,,0.582511161096,1452,0.582511161096,0.397593834355999929
,,0.574468039688,47,0.577195564127,1499,,,,,0.62614923154,1452,0.62614923154,0.441231904799999961
,,0.577195564127,47,0.579895437869,1499,,,,,0.62626915154,1452,0.62626915154,0.441351824800000012
