numActiveSessions:vector baselineTestQoS.hostFDO[19].app[0] (#0 - testingConfigurator-0-20240322-12:45:14-25600),,txPk:vector(packetBytes) baselineTestQoS.hostFDO[19].ppp[0].ppp (#0 - testingConfigurator-0-20240322-12:45:14-25600),,rxPkOk:vector(packetBytes) baselineTestQoS.hostFDO[19].ppp[0].ppp (#0 - testingConfigurator-0-20240322-12:45:14-25600),,packetSent:vector(packetBytes) baselineTestQoS.hostFDO[19].app[0] (#0 - testingConfigurator-0-20240322-12:45:14-25600),,rtt:vector baselineTestQoS.hostFDO[19].tcp.conn-220 (#0 - testingConfigurator-0-20240322-12:45:14-25600),,packetReceived:vector(packetBytes) baselineTestQoS.hostFDO[19].app[0] (#0 - testingConfigurator-0-20240322-12:45:14-25600),,endToEndDelay:vector baselineTestQoS.hostFDO[19].app[0] (#0 - testingConfigurator-0-20240322-12:45:14-25600),
0,0,0.810198869526,51,0.890238590825,51,0.890238590825,800,0.970442434025,0.080203843199999985,0.970573970025,1452,0.970573970025,0.0402558296
0.810198869526,1,0.890238590825,47,0.970442434025,47,,,,,1.050804813133,1452,1.050804813133,0.12048667270799998
0.970573970025,0,0.890238966825,847,0.970573970025,1499,,,,,1.050924733133,1452,1.050924733133,0.120606592708000003
,,0.970573970025,47,1.050804813133,1499,,,,,1.131065773133,1452,1.131065773133,0.200747632708
,,0.970574346025,47,1.050924733133,1499,,,,,1.131185693133,1452,1.131185693133,0.200867552707999996
,,1.050804813133,47,1.054394557133,47,,,,,1.134663373133,1452,1.134663373133,0.204345232707999978
,,1.050924733133,47,1.131065773133,1499,,,,,1.139220333133,1452,1.139220333133,0.208902192707999977
,,1.131065773133,47,1.131185693133,1499,,,,,1.211303533133,1452,1.211303533133,0.280985392707999936
,,1.131185693133,47,1.134663373133,1499,,,,,1.211423453133,1452,1.211423453133,0.281105312707999987
,,1.134663373133,47,1.139220333133,1499,,,,,1.214301533133,1452,1.214301533133,0.283983392707999992
,,1.139220333133,47,1.211303533133,1499,,,,,1.215860493133,1452,1.215860493133,0.285542352707999989
,,1.211303533133,47,1.211423453133,1499,,,,,1.220297533133,1452,1.220297533133,0.289979392707999993
,,1.211423453133,47,1.214301533133,1499,,,,,1.225577773133,1452,1.225577773133,0.295259632707999929
,,1.214301533133,47,1.215860493133,1499,,,,,1.230974173133,1452,1.230974173133,0.300656032708000008
,,1.215860493133,47,1.220297533133,1499,,,,,1.236254413133,1452,1.236254413133,0.305936272707999944
,,1.220297533133,47,1.225577773133,1499,,,,,1.291777373133,1452,1.291777373133,0.361459232707999954
,,1.225577773133,47,1.230974173133,1499,,,,,1.292017213133,1452,1.292017213133,0.361699072707999944
,,1.230974173133,47,1.236254413133,1499,,,,,1.295374973133,1452,1.295374973133,0.365056832707999932
,,1.236254413133,47,1.291777373133,1499,,,,,1.300891293133,1452,1.300891293133,0.370573152707999951
,,1.291777373133,47,1.292017213133,1499,,,,,1.306287693133,1452,1.306287693133,0.375969552707999919
,,1.292017213133,47,1.295374973133,1499,,,,,1.311444253133,1452,1.311444253133,0.381126112708000007
,,1.295374973133,47,1.300891293133,1499,,,,,1.316960573133,1452,1.316960573133,0.386642432707999914
