numActiveSessions:vector baselineTestQoS.hostFDO[23].app[0] (#0 - testingConfigurator-0-20240322-12:45:14-25600),,txPk:vector(packetBytes) baselineTestQoS.hostFDO[23].ppp[0].ppp (#0 - testingConfigurator-0-20240322-12:45:14-25600),,rxPkOk:vector(packetBytes) baselineTestQoS.hostFDO[23].ppp[0].ppp (#0 - testingConfigurator-0-20240322-12:45:14-25600),,packetSent:vector(packetBytes) baselineTestQoS.hostFDO[23].app[0] (#0 - testingConfigurator-0-20240322-12:45:14-25600),,rtt:vector baselineTestQoS.hostFDO[23].tcp.conn-221 (#0 - testingConfigurator-0-20240322-12:45:14-25600),,packetReceived:vector(packetBytes) baselineTestQoS.hostFDO[23].app[0] (#0 - testingConfigurator-0-20240322-12:45:14-25600),,endToEndDelay:vector baselineTestQoS.hostFDO[23].app[0] (#0 - testingConfigurator-0-20240322-12:45:14-25600),
0,0,0.82127806809,51,0.901335384333,51,0.901335384333,800,0.981449037133,0.08011365279999999,0.981580573133,1452,0.981580573133,0.040165639199999991
0.82127806809,1,0.901335384333,47,0.981449037133,47,,,,,1.061725373133,1452,1.061725373133,0.120310439199999979
0.981580573133,0,0.901335760333,847,0.981580573133,1499,,,,,1.061845293133,1452,1.061845293133,0.120430359200000002
,,0.981580573133,47,1.061725373133,1499,,,,,1.141982253133,1452,1.141982253133,0.200567319199999981
,,0.981580949133,47,1.061845293133,1499,,,,,1.142102173133,1452,1.142102173133,0.200687239199999977
,,1.061725373133,47,1.065075277133,47,,,,,1.145579853133,1452,1.145579853133,0.20416491919999996
,,1.061845293133,47,1.141982253133,1499,,,,,1.150976253133,1452,1.150976253133,0.209561319199999983
,,1.141982253133,47,1.142102173133,1499,,,,,1.222336173133,1452,1.222336173133,0.280921239200000004
,,1.142102173133,47,1.145579853133,1499,,,,,1.222456093133,1452,1.222456093133,0.281041159199999944
,,1.145579853133,47,1.150976253133,1499,,,,,1.225937533133,1452,1.225937533133,0.284522599200000002
,,1.150976253133,47,1.222336173133,1499,,,,,1.231333933133,1452,1.231333933133,0.28991899919999997
,,1.222336173133,47,1.222456093133,1499,,,,,1.236614173133,1452,1.236614173133,0.295199239200000017
,,1.222456093133,47,1.225937533133,1499,,,,,1.238412973133,1452,1.238412973133,0.296998039200000006
,,1.225937533133,47,1.231333933133,1499,,,,,1.242010573133,1452,1.242010573133,0.300595639199999985
