numActiveSessions:vector baselineTestQoS.hostVID[26].app[0] (#0 - testingConfigurator-0-20240322-13:22:53-30801),,DASHBufferLength:vector baselineTestQoS.hostVID[26].app[0] (#0 - testingConfigurator-0-20240322-13:22:53-30801),,DASHVideoPlaybackPointer:vector baselineTestQoS.hostVID[26].app[0] (#0 - testingConfigurator-0-20240322-13:22:53-30801),,DASHVideoBitrate:vector baselineTestQoS.hostVID[26].app[0] (#0 - testingConfigurator-0-20240322-13:22:53-30801),,DASHVideoResolution:vector baselineTestQoS.hostVID[26].app[0] (#0 - testingConfigurator-0-20240322-13:22:53-30801),,DASHVideoPlaybackStatus:vector baselineTestQoS.hostVID[26].app[0] (#0 - testingConfigurator-0-20240322-13:22:53-30801),,txPk:vector(packetBytes) baselineTestQoS.hostVID[26].ppp[0].ppp (#0 - testingConfigurator-0-20240322-13:22:53-30801),,rxPkOk:vector(packetBytes) baselineTestQoS.hostVID[26].ppp[0].ppp (#0 - testingConfigurator-0-20240322-13:22:53-30801),,rtt:vector baselineTestQoS.hostVID[26].tcp.conn-207 (#0 - testingConfigurator-0-20240322-13:22:53-30801),,endToEndDelay:vector baselineTestQoS.hostVID[26].app[0] (#0 - testingConfigurator-0-20240322-13:22:53-30801),,DASHReceivedBytes:vector baselineTestQoS.hostVID[26].app[0] (#0 - testingConfigurator-0-20240322-13:22:53-30801),
0,0,0,0,0,0,0,343,0,360,0.173956726445,0,0.173956726445,51,0.254166184045,51,0.334261992428,0.080095808382999983,0.334393528428,0.040201074783000001,1.007489685276,100000
0.173956726445,1,2.761597673634,5,3.761597673634,1,1.007489685276,404,1.007489685276,360,2.761597673634,1,0.254166184045,47,0.334261992428,47,1.087622327658,0.08013264238199999,0.414652652428,0.120460198782999988,2.761597673634,252500
,,3.761597673634,4,4.761597673634,2,2.761597673634,400,2.761597673634,360,,,0.254166560045,247,0.334393528428,1499,2.841846201634,0.080248527999999985,0.414772572428,0.120580118782999983,4.653024889634,250000
,,4.653024889634,9,,,4.653024889634,296,4.653024889634,360,,,0.334393528428,47,0.414652652428,1499,4.733092201634,0.080067312000000001,0.494924366828,0.200731913182999987,,
,,4.761597673634,8,,,,,,,,,0.414652652428,47,0.414772572428,1499,,,0.495044286828,0.200851833182999982,,
,,,,,,,,,,,,0.414772572428,47,0.494924366828,1499,,,0.49851709989,0.204324646244999962,,
,,,,,,,,,,,,0.494924366828,47,0.495044286828,1499,,,0.503902679572,0.209710225927000003,,
,,,,,,,,,,,,0.495044286828,47,0.49851709989,1499,,,0.575163250828,0.280970797182999997,,
,,,,,,,,,,,,0.49851709989,47,0.503902679572,1499,,,0.575283170828,0.281090717182999937,,
,,,,,,,,,,,,0.503902679572,47,0.575163250828,1499,,,0.57875478469,0.284562331044999948,,
,,,,,,,,,,,,0.575163250828,47,0.575283170828,1499,,,0.584082602772,0.28989014912699995,,
,,,,,,,,,,,,0.575283170828,47,0.57875478469,1499,,,0.589467863959,0.295275410313999951,,
,,,,,,,,,,,,0.57875478469,47,0.584082602772,1499,,,0.594791214402,0.300598760756999981,,
,,,,,,,,,,,,0.584082602772,47,0.589467863959,1499,,,0.600170472215,0.305978018569999953,,
,,,,,,,,,,,,0.589467863959,47,0.594791214402,1499,,,0.605534445276,0.311341991630999957,,
,,,,,,,,,,,,0.594791214402,47,0.600170472215,1499,,,0.655468584428,0.361276130783000025,,
,,,,,,,,,,,,0.600170472215,47,0.605534445276,1499,,,0.655588504428,0.361396050782999965,,
,,,,,,,,,,,,0.605534445276,47,0.655468584428,1499,,,0.65911238949,0.36491993584499993,,
,,,,,,,,,,,,0.655468584428,47,0.655588504428,1499,,,0.664465406772,0.370272953126999925,,
,,,,,,,,,,,,0.655588504428,47,0.65911238949,1499,,,0.669825468759,0.375633015113999933,,
,,,,,,,,,,,,0.65911238949,47,0.664465406772,1499,,,0.675148819202,0.380956365556999963,,
,,,,,,,,,,,,0.664465406772,47,0.669825468759,1499,,,0.680509356215,0.386316902569999952,,
,,,,,,,,,,,,0.669825468759,47,0.675148819202,1499,,,0.685873329276,0.391680875630999956,,
,,,,,,,,,,,,0.675148819202,47,0.680509356215,1499,,,0.691506739548,0.397314285902999995,,
,,,,,,,,,,,,0.680509356215,47,0.685873329276,1499,,,0.696537696086,0.402345242441000004,,
,,,,,,,,,,,,0.685873329276,47,0.691506739548,1499,,,0.702277935286,0.408085481641,,
,,,,,,,,,,,,0.691506739548,47,0.696537696086,1499,,,0.707317981266,0.413125527620999964,,
,,,,,,,,,,,,0.696537696086,47,0.702277935286,1499,,,0.713281374063,0.419088920417999942,,
,,,,,,,,,,,,0.702277935286,47,0.707317981266,1499,,,0.717966789586,0.423774335941,,
,,,,,,,,,,,,0.707317981266,47,0.713281374063,1499,,,0.724153086386,0.429960632740999935,,
,,,,,,,,,,,,0.713281374063,47,0.717966789586,1499,,,0.728652582733,0.434460129088000021,,
,,,,,,,,,,,,0.717966789586,47,0.724153086386,1499,,,0.735947308428,0.441754854782999915,,
,,,,,,,,,,,,0.724153086386,47,0.728652582733,1499,,,0.73956999429,0.445377540645000011,,
