numActiveSessions:vector baselineTestQoS.hostVID[28].app[0] (#0 - testingConfigurator-0-20240322-13:22:53-30801),,DASHBufferLength:vector baselineTestQoS.hostVID[28].app[0] (#0 - testingConfigurator-0-20240322-13:22:53-30801),,DASHVideoPlaybackPointer:vector baselineTestQoS.hostVID[28].app[0] (#0 - testingConfigurator-0-20240322-13:22:53-30801),,DASHVideoBitrate:vector baselineTestQoS.hostVID[28].app[0] (#0 - testingConfigurator-0-20240322-13:22:53-30801),,DASHVideoResolution:vector baselineTestQoS.hostVID[28].app[0] (#0 - testingConfigurator-0-20240322-13:22:53-30801),,DASHVideoPlaybackStatus:vector baselineTestQoS.hostVID[28].app[0] (#0 - testingConfigurator-0-20240322-13:22:53-30801),,txPk:vector(packetBytes) baselineTestQoS.hostVID[28].ppp[0].ppp (#0 - testingConfigurator-0-20240322-13:22:53-30801),,rxPkOk:vector(packetBytes) baselineTestQoS.hostVID[28].ppp[0].ppp (#0 - testingConfigurator-0-20240322-13:22:53-30801),,rtt:vector baselineTestQoS.hostVID[28].tcp.conn-303 (#0 - testingConfigurator-0-20240322-13:22:53-30801),,endToEndDelay:vector baselineTestQoS.hostVID[28].app[0] (#0 - testingConfigurator-0-20240322-13:22:53-30801),,DASHReceivedBytes:vector baselineTestQoS.hostVID[28].app[0] (#0 - testingConfigurator-0-20240322-13:22:53-30801),
0,0,0,0,0,0,0,305,0,360,0.960624454611,0,0.960624454611,51,1.040809624786,51,1.121068521634,0.080258896847999999,1.121200057634,0.040364163247999989,2.050637913634,100000
0.960624454611,1,3.377630169634,5,4.377630169634,1,2.050637913634,272,2.050637913634,360,3.377630169634,1,1.040809624786,47,1.121068521634,47,2.131465161634,0.08082724799999999,1.201643817634,0.120807923247999992,3.377630169634,170000
,,4.377630169634,4,,,3.377630169634,289,3.377630169634,360,,,1.040810000786,247,1.121200057634,1499,3.458533081634,0.080902911999999993,1.201763737634,0.120927843247999988,4.778480257634,180625
,,4.778480257634,9,,,4.778480257634,427,4.778480257634,360,,,1.121200057634,47,1.201643817634,1499,4.859584201634,0.081103943999999982,1.282117657634,0.201281763248000011,,
,,,,,,,,,,,,1.201643817634,47,1.201763737634,1499,,,1.282477417634,0.201641523247999997,,
,,,,,,,,,,,,1.201763737634,47,1.282117657634,1499,,,1.289657577634,0.208821683247999988,,
,,,,,,,,,,,,1.282117657634,47,1.282477417634,1499,,,1.300210537634,0.219374643247999989,,
,,,,,,,,,,,,1.282477417634,47,1.289657577634,1499,,,1.362437737634,0.281601843247999971,,
,,,,,,,,,,,,1.289657577634,47,1.300210537634,1499,,,1.363996697634,0.283160803247999969,,
,,,,,,,,,,,,1.300210537634,47,1.362437737634,1499,,,1.369876537634,0.289040643247999938,,
,,,,,,,,,,,,1.362437737634,47,1.363996697634,1499,,,1.380549417634,0.299713523247999934,,
,,,,,,,,,,,,1.363996697634,47,1.369876537634,1499,,,1.391102377634,0.310266483247999989,,
,,,,,,,,,,,,1.369876537634,47,1.380549417634,1499,,,1.401880137634,0.321044243247999959,,
,,,,,,,,,,,,1.380549417634,47,1.391102377634,1499,,,1.413392457634,0.332556563247999979,,
,,,,,,,,,,,,1.391102377634,47,1.401880137634,1499,,,1.423225897634,0.34239000324799995,,
,,,,,,,,,,,,1.401880137634,47,1.413392457634,1499,,,1.443016457634,0.362180563247999963,,
,,,,,,,,,,,,1.413392457634,47,1.423225897634,1499,,,1.444695337634,0.363859443248000012,,
,,,,,,,,,,,,1.423225897634,47,1.443016457634,1499,,,1.455368217634,0.374532323248000007,,
,,,,,,,,,,,,1.443016457634,47,1.444695337634,1499,,,1.466400857634,0.385564963247999934,,
,,,,,,,,,,,,1.444695337634,47,1.455368217634,1499,,,1.477197417634,0.396361523248000001,,
,,,,,,,,,,,,1.455368217634,47,1.466400857634,1499,,,1.487735337634,0.406899443247999979,,
,,,,,,,,,,,,1.466400857634,47,1.477197417634,1499,,,1.498288297634,0.417452403247999924,,
,,,,,,,,,,,,1.477197417634,47,1.487735337634,1499,,,1.509201017634,0.428365123248000021,,
,,,,,,,,,,,,1.487735337634,47,1.498288297634,1499,,,1.519634057634,0.438798163247999914,,
,,,,,,,,,,,,1.498288297634,47,1.509201017634,1499,,,1.530306937634,0.449471043248000022,,
,,,,,,,,,,,,1.509201017634,47,1.519634057634,1499,,,1.541324537634,0.460488643247999983,,
,,,,,,,,,,,,1.519634057634,47,1.530306937634,1499,,,1.543123337634,0.462287443247999971,,
,,,,,,,,,,,,1.530306937634,47,1.541324537634,1499,,,1.551742537634,0.470906643248000021,,
,,,,,,,,,,,,1.541324537634,47,1.543123337634,1499,,,1.562415417634,0.481579523248000017,,
,,,,,,,,,,,,1.543123337634,47,1.551742537634,1499,,,1.573451817634,0.492615923247999963,,
,,,,,,,,,,,,1.551742537634,47,1.562415417634,1499,,,1.583869817634,0.50303392324799989,,
,,,,,,,,,,,,1.562415417634,47,1.573451817634,1499,,,1.594542697634,0.513706803247999885,,
,,,,,,,,,,,,1.573451817634,47,1.583869817634,1499,,,1.605575337634,0.524739443247999924,,
,,,,,,,,,,,,1.583869817634,47,1.594542697634,1499,,,1.616008377634,0.535172483248000039,,
,,,,,,,,,,,,1.594542697634,47,1.605575337634,1499,,,1.626685017634,0.545849123247999831,,
,,,,,,,,,,,,1.605575337634,47,1.616008377634,1499,,,1.637601497634,0.556765603247999949,,
,,,,,,,,,,,,1.616008377634,47,1.626685017634,1499,,,1.648394297634,0.567558403247999885,,
,,,,,,,,,,,,1.626685017634,47,1.637601497634,1499,,,1.658827337634,0.577991443248,,
,,,,,,,,,,,,1.637601497634,47,1.648394297634,1499,,,1.669863737634,0.589027843247999836,,
,,,,,,,,,,,,1.648394297634,47,1.658827337634,1499,,,1.680656537634,0.599820643247999993,,
,,,,,,,,,,,,1.658827337634,47,1.669863737634,1499,,,1.691209497634,0.610373603248000048,,
,,,,,,,,,,,,1.669863737634,47,1.680656537634,1499,,,1.701642537634,0.620806643247999941,,
,,,,,,,,,,,,1.680656537634,47,1.691209497634,1499,,,1.712195497634,0.631359603247999998,,
,,,,,,,,,,,,1.691209497634,47,1.701642537634,1499,,,1.723228137634,0.642392243248000036,,
,,,,,,,,,,,,1.701642537634,47,1.712195497634,1499,,,1.733661177634,0.65282528324799993,,
,,,,,,,,,,,,1.712195497634,47,1.723228137634,1499,,,1.744334057634,0.663498163247999925,,
,,,,,,,,,,,,1.723228137634,47,1.733661177634,1499,,,1.755246777634,0.674410883248000023,,
,,,,,,,,,,,,1.733661177634,47,1.744334057634,1499,,,1.765799737634,0.684963843247999856,,
,,,,,,,,,,,,1.744334057634,47,1.755246777634,1499,,,1.776457577634,0.695621683247999997,,
,,,,,,,,,,,,1.755246777634,47,1.765799737634,1499,,,1.787370297634,0.706534403247999873,,
,,,,,,,,,,,,1.765799737634,47,1.776457577634,1499,,,1.797923257634,0.717087363247999929,,
,,,,,,,,,,,,1.776457577634,47,1.787370297634,1499,,,1.808596137634,0.727760243247999923,,
,,,,,,,,,,,,1.787370297634,47,1.797923257634,1499,,,1.819269017634,0.73843312324799992,,
,,,,,,,,,,,,1.797923257634,47,1.808596137634,1499,,,1.830046777634,0.749210883248,,
,,,,,,,,,,,,1.808596137634,47,1.819269017634,1499,,,1.840719657634,0.759883763247999995,,
,,,,,,,,,,,,1.819269017634,47,1.830046777634,1499,,,1.851392537634,0.770556643247999991,,
,,,,,,,,,,,,1.830046777634,47,1.840719657634,1499,,,1.862428937634,0.781593043248000048,,
,,,,,,,,,,,,1.840719657634,47,1.851392537634,1499,,,1.872861977634,0.792026083247999941,,
,,,,,,,,,,,,1.851392537634,47,1.862428937634,1499,,,1.883534857634,0.802698963247999938,,
,,,,,,,,,,,,1.862428937634,47,1.872861977634,1499,,,1.894447577634,0.813611683248000036,,
,,,,,,,,,,,,1.872861977634,47,1.883534857634,1499,,,1.896486217634,0.815650323247999906,,
,,,,,,,,,,,,1.883534857634,47,1.894447577634,1499,,,1.905483977634,0.82464808324799987,,
,,,,,,,,,,,,1.894447577634,47,1.896486217634,1499,,,1.915797097634,0.834961203248000046,,
,,,,,,,,,,,,1.896486217634,47,1.905483977634,1499,,,1.926469977634,0.845634083248000042,,
,,,,,,,,,,,,1.905483977634,47,1.915797097634,1499,,,1.937262777634,0.856426883247999978,,
,,,,,,,,,,,,1.915797097634,47,1.926469977634,1499,,,1.947815737634,0.866979843248000033,,
,,,,,,,,,,,,1.926469977634,47,1.937262777634,1499,,,1.958593497634,0.877757603247999892,,
,,,,,,,,,,,,1.937262777634,47,1.947815737634,1499,,,1.969491177634,0.888655283247999912,,
,,,,,,,,,,,,1.947815737634,47,1.958593497634,1499,,,2.050637913634,0.969802019247999908,,
,,,,,,,,,,,,1.958593497634,47,1.969491177634,1499,,,2.131596697634,0.040932514399999994,,
,,,,,,,,,,,,1.969491177634,47,2.050637913634,1311,,,2.132196297634,0.0415321144,,
,,,,,,,,,,,,2.050637913634,47,2.131465161634,47,,,2.139391497634,0.048727314399999999,,
,,,,,,,,,,,,2.050638289634,247,2.131596697634,1499,,,2.149944457634,0.059280274399999999,,
,,,,,,,,,,,,2.131596697634,47,2.132196297634,1499,,,2.160617337634,0.069953154399999994,,
,,,,,,,,,,,,2.132196297634,47,2.139391497634,1499,,,2.171530057634,0.080865874399999981,,
,,,,,,,,,,,,2.139391497634,47,2.149944457634,1499,,,2.182202937634,0.091538754400000004,,
,,,,,,,,,,,,2.149944457634,47,2.160617337634,1499,,,2.192875817634,0.1022116344,,
,,,,,,,,,,,,2.160617337634,47,2.171530057634,1499,,,2.203548697634,0.112884514399999996,,
,,,,,,,,,,,,2.171530057634,47,2.182202937634,1499,,,2.214221577634,0.123557394399999991,,
,,,,,,,,,,,,2.182202937634,47,2.192875817634,1499,,,2.225014377634,0.13435019440000001,,
,,,,,,,,,,,,2.192875817634,47,2.203548697634,1499,,,2.235687257634,0.145023074400000006,,
,,,,,,,,,,,,2.203548697634,47,2.214221577634,1499,,,2.246360137634,0.155695954400000002,,
,,,,,,,,,,,,2.214221577634,47,2.225014377634,1499,,,2.257033017634,0.166368834399999998,,
,,,,,,,,,,,,2.225014377634,47,2.235687257634,1499,,,2.267825817634,0.177161634399999989,,
,,,,,,,,,,,,2.235687257634,47,2.246360137634,1499,,,2.278498697634,0.187834514399999984,,
,,,,,,,,,,,,2.246360137634,47,2.257033017634,1499,,,2.289171577634,0.19850739439999998,,
,,,,,,,,,,,,2.257033017634,47,2.267825817634,1499,,,2.299844457634,0.209180274399999976,,
,,,,,,,,,,,,2.267825817634,47,2.278498697634,1499,,,2.310517337634,0.219853154399999972,,
,,,,,,,,,,,,2.278498697634,47,2.289171577634,1499,,,2.322029657634,0.231365474399999992,,
,,,,,,,,,,,,2.289171577634,47,2.299844457634,1499,,,2.332702537634,0.242038354399999987,,
,,,,,,,,,,,,2.299844457634,47,2.310517337634,1499,,,2.343015657634,0.252351474399999941,,
,,,,,,,,,,,,2.310517337634,47,2.322029657634,1499,,,2.353688537634,0.263024354399999936,,
,,,,,,,,,,,,2.322029657634,47,2.332702537634,1499,,,2.364361417634,0.273697234399999932,,
,,,,,,,,,,,,2.332702537634,47,2.343015657634,1499,,,2.374746697634,0.284082514399999984,,
,,,,,,,,,,,,2.343015657634,47,2.353688537634,1499,,,2.385779337634,0.295115154400000022,,
,,,,,,,,,,,,2.353688537634,47,2.364361417634,1499,,,2.396811977634,0.306147794399999949,,
,,,,,,,,,,,,2.364361417634,47,2.374746697634,1499,,,2.407245017634,0.316580834399999953,,
