numActiveSessions:vector baselineTestQoS.hostFDO[8].app[0] (#0 - testingConfigurator-0-20240322-13:22:53-30801),,txPk:vector(packetBytes) baselineTestQoS.hostFDO[8].ppp[0].ppp (#0 - testingConfigurator-0-20240322-13:22:53-30801),,rxPkOk:vector(packetBytes) baselineTestQoS.hostFDO[8].ppp[0].ppp (#0 - testingConfigurator-0-20240322-13:22:53-30801),,packetSent:vector(packetBytes) baselineTestQoS.hostFDO[8].app[0] (#0 - testingConfigurator-0-20240322-13:22:53-30801),,rtt:vector baselineTestQoS.hostFDO[8].tcp.conn-284 (#0 - testingConfigurator-0-20240322-13:22:53-30801),,packetReceived:vector(packetBytes) baselineTestQoS.hostFDO[8].app[0] (#0 - testingConfigurator-0-20240322-13:22:53-30801),,endToEndDelay:vector baselineTestQoS.hostFDO[8].app[0] (#0 - testingConfigurator-0-20240322-13:22:53-30801),
0,0,0.781719436769,51,0.861848599286,51,0.861848599286,800,0.941966012086,0.080117412799999981,0.942097548086,1452,0.942097548086,0.040169399199999996
0.781719436769,1,0.861848599286,47,0.941966012086,47,,,,,1.022236808086,1452,1.022236808086,0.1203086592
0.942097548086,0,0.861848975286,847,0.942097548086,1499,,,,,1.022356728086,1452,1.022356728086,0.120428579199999996
,,0.942097548086,47,1.022236808086,1499,,,,,1.102511337634,1452,1.102511337634,0.200583188747999962
,,0.942097924086,47,1.022356728086,1499,,,,,1.102631257634,1452,1.102631257634,0.200703108747999957
,,1.022236808086,47,1.025826552086,47,,,,,1.106108937634,1452,1.106108937634,0.204180788747999996
,,1.022356728086,47,1.102511337634,1499,,,,,1.109331737634,1452,1.109331737634,0.207403588747999966
,,1.102511337634,47,1.102631257634,1499,,,,,1.182928777634,1452,1.182928777634,0.281000628748000024
,,1.102631257634,47,1.106108937634,1499,,,,,1.183168617634,1452,1.183168617634,0.281240468748000015
,,1.106108937634,47,1.109331737634,1499,,,,,1.186526377634,1452,1.186526377634,0.284598228748000002
,,1.109331737634,47,1.182928777634,1499,,,,,1.189648057634,1452,1.189648057634,0.287719908748000018
,,1.182928777634,47,1.183168617634,1499,,,,,1.192046457634,1452,1.192046457634,0.290118308747999929
,,1.183168617634,47,1.186526377634,1499,,,,,1.197206777634,1452,1.197206777634,0.295278628747999925
,,1.186526377634,47,1.189648057634,1499,,,,,1.202843017634,1452,1.202843017634,0.300914868747999996
,,1.189648057634,47,1.192046457634,1499,,,,,1.208123257634,1452,1.208123257634,0.306195108747999932
,,1.192046457634,47,1.197206777634,1499,,,,,1.263290217634,1452,1.263290217634,0.361362068747999918
,,1.197206777634,47,1.202843017634,1499,,,,,1.263410137634,1452,1.263410137634,0.361481988747999969
,,1.202843017634,47,1.208123257634,1499,,,,,1.266887817634,1452,1.266887817634,0.364959668748000008
,,1.208123257634,47,1.263290217634,1499,,,,,1.272284217634,1452,1.272284217634,0.370356068747999976
