numActiveSessions:vector baselineTestQoS.hostFDO[13].app[0] (#0 - testingConfigurator-0-20240322-13:22:53-30801),,txPk:vector(packetBytes) baselineTestQoS.hostFDO[13].ppp[0].ppp (#0 - testingConfigurator-0-20240322-13:22:53-30801),,rxPkOk:vector(packetBytes) baselineTestQoS.hostFDO[13].ppp[0].ppp (#0 - testingConfigurator-0-20240322-13:22:53-30801),,packetSent:vector(packetBytes) baselineTestQoS.hostFDO[13].app[0] (#0 - testingConfigurator-0-20240322-13:22:53-30801),,rtt:vector baselineTestQoS.hostFDO[13].tcp.conn-239 (#0 - testingConfigurator-0-20240322-13:22:53-30801),,packetReceived:vector(packetBytes) baselineTestQoS.hostFDO[13].app[0] (#0 - testingConfigurator-0-20240322-13:22:53-30801),,endToEndDelay:vector baselineTestQoS.hostFDO[13].app[0] (#0 - testingConfigurator-0-20240322-13:22:53-30801),
0,0,0.374480577395,51,0.454690034995,51,0.454690034995,800,0.534775157395,0.080085122399999985,0.534906693395,1452,0.534906693395,0.040137108800000001
0.374480577395,1,0.454690034995,47,0.534775157395,47,,,,,0.615045953395,1452,0.615045953395,0.120276368800000004
0.534906693395,0,0.454690410995,847,0.534906693395,1499,,,,,0.615165873395,1452,0.615165873395,0.1203962888
,,0.534906693395,47,0.615045953395,1499,,,,,0.695286673634,1452,0.695286673634,0.200517089039000006
,,0.534907069395,47,0.615165873395,1499,,,,,0.695406593634,1452,0.695406593634,0.200637009039000001
,,0.615045953395,47,0.616731995286,47,,,,,0.697257216086,1452,0.697257216086,0.202487631490999963
,,0.615165873395,47,0.695286673634,1499,,,,,0.699758415286,1452,0.699758415286,0.204988830690999989
,,0.695286673634,47,0.695406593634,1499,,,,,0.775525557634,1452,0.775525557634,0.280755973039000016
,,0.695406593634,47,0.697257216086,1499,,,,,0.775645477634,1452,0.775645477634,0.280875893038999956
,,0.697257216086,47,0.699758415286,1499,,,,,0.777474980886,1452,0.777474980886,0.282705396290999998
,,0.699758415286,47,0.775525557634,1499,,,,,0.780000180086,1452,0.780000180086,0.285230595490999937
,,0.775525557634,47,0.775645477634,1499,,,,,0.782855460086,1452,0.782855460086,0.288085875490999952
,,0.775645477634,47,0.777474980886,1499,,,,,0.785494900086,1452,0.785494900086,0.290725315491000001
,,0.777474980886,47,0.780000180086,1499,,,,,0.788155266066,1452,0.788155266066,0.293385681470999969
,,0.780000180086,47,0.782855460086,1499,,,,,0.790735346066,1452,0.790735346066,0.295965761470999954
,,0.782855460086,47,0.785494900086,1499,,,,,0.855862043234,1452,0.855862043234,0.361092458638999967
,,0.785494900086,47,0.788155266066,1499,,,,,0.855981963234,1452,0.855981963234,0.361212378639000018
,,0.788155266066,47,0.790735346066,1499,,,,,0.858058712834,1452,0.858058712834,0.363289128238999946
,,0.790735346066,47,0.855862043234,1499,,,,,0.860380344886,1452,0.860380344886,0.365610760290999923
,,0.855862043234,47,0.855981963234,1499,,,,,0.863163143286,1452,0.863163143286,0.368393558690999987
,,0.855981963234,47,0.858058712834,1499,,,,,0.865713864086,1452,0.865713864086,0.370944279490999949
,,0.858058712834,47,0.860380344886,1499,,,,,0.868633590066,1452,0.868633590066,0.373864005470999958
,,0.860380344886,47,0.863163143286,1499,,,,,0.871073030866,1452,0.871073030866,0.376303446270999984
,,0.863163143286,47,0.865713864086,1499,,,,,0.873871830866,1452,0.873871830866,0.379102246270999974
,,0.865713864086,47,0.868633590066,1499,,,,,0.876444557586,1452,0.876444557586,0.381674972990999948
,,0.868633590066,47,0.871073030866,1499,,,,,0.879341359186,1452,0.879341359186,0.384571774591000002
,,0.871073030866,47,0.873871830866,1499,,,,,0.881801119986,1452,0.881801119986,0.38703153539099999
,,0.873871830866,47,0.876444557586,1499,,,,,0.884649199186,1452,0.884649199186,0.389879614590999955
,,0.876444557586,47,0.879341359186,1499,,,,,0.887171279186,1452,0.887171279186,0.392401694590999936
,,0.879341359186,47,0.881801119986,1499,,,,,0.890202479986,1452,0.890202479986,0.395432895391000015
,,0.881801119986,47,0.884649199186,1499,,,,,0.892448271533,1452,0.892448271533,0.397678686938000013
,,0.884649199186,47,0.887171279186,1499,,,,,0.936199728034,1452,0.936199728034,0.441430143438999998
,,0.887171279186,47,0.890202479986,1499,,,,,0.936319648034,1452,0.936319648034,0.441550063438999938
,,0.890202479986,47,0.892448271533,1499,,,,,0.938122208034,1452,0.938122208034,0.443352623438999946
,,0.892448271533,47,0.936199728034,1499,,,,,0.940714269686,1452,0.940714269686,0.445944685090999935
,,0.936199728034,47,0.936319648034,1499,,,,,0.943996668086,1452,0.943996668086,0.449227083490999932
,,0.936319648034,47,0.938122208034,1499,,,,,0.946035308086,1452,0.946035308086,0.451265723491000024
,,0.938122208034,47,0.940714269686,1499,,,,,0.948851354866,1452,0.948851354866,0.454081770270999937
,,0.940714269686,47,0.943996668086,1499,,,,,0.951411914866,1452,0.951411914866,0.456642330270999983
,,0.943996668086,47,0.946035308086,1499,,,,,0.954449355666,1452,0.954449355666,0.459679771070999995
,,0.946035308086,47,0.948851354866,1499,,,,,0.956783441586,1452,0.956783441586,0.462013856990999947
,,0.948851354866,47,0.951411914866,1499,,,,,0.959559123986,1452,0.959559123986,0.464789539390999982
,,0.951411914866,47,0.954449355666,1499,,,,,0.962140003986,1452,0.962140003986,0.467370419390999989
,,0.954449355666,47,0.956783441586,1499,,,,,0.966441763986,1452,0.966441763986,0.471672179390999922
,,0.956783441586,47,0.959559123986,1499,,,,,0.967521043986,1452,0.967521043986,0.472751459390999937
,,0.959559123986,47,0.962140003986,1499,,,,,0.970421443986,1452,0.970421443986,0.475651859390999963
,,0.962140003986,47,0.966441763986,1499,,,,,0.972787155533,1452,0.972787155533,0.47801757093800001
,,0.966441763986,47,0.967521043986,1499,,,,,0.976030331327,1452,0.976030331327,0.48126074673199992
,,0.967521043986,47,0.970421443986,1499,,,,,0.978134283628,1452,0.978134283628,0.483364699032999943
