numActiveSessions:vector baselineTestQoS.hostFDO[0].app[0] (#0 - testingConfigurator-0-20240322-13:22:53-30801),,txPk:vector(packetBytes) baselineTestQoS.hostFDO[0].ppp[0].ppp (#0 - testingConfigurator-0-20240322-13:22:53-30801),,rxPkOk:vector(packetBytes) baselineTestQoS.hostFDO[0].ppp[0].ppp (#0 - testingConfigurator-0-20240322-13:22:53-30801),,packetSent:vector(packetBytes) baselineTestQoS.hostFDO[0].app[0] (#0 - testingConfigurator-0-20240322-13:22:53-30801),,rtt:vector baselineTestQoS.hostFDO[0].tcp.conn-210 (#0 - testingConfigurator-0-20240322-13:22:53-30801),,packetReceived:vector(packetBytes) baselineTestQoS.hostFDO[0].app[0] (#0 - testingConfigurator-0-20240322-13:22:53-30801),,endToEndDelay:vector baselineTestQoS.hostFDO[0].app[0] (#0 - testingConfigurator-0-20240322-13:22:53-30801),
0,0,0.196530502615,51,0.276739960215,51,0.276739960215,800,0.356825082615,0.080085122399999985,0.356956618615,1452,0.356956618615,0.040137108800000001
0.196530502615,1,0.276739960215,47,0.356825082615,47,,,,,0.437095878615,1452,0.437095878615,0.120276368800000004
0.356956618615,0,0.276740336215,847,0.356956618615,1499,,,,,0.437215798615,1452,0.437215798615,0.1203962888
,,0.356956618615,47,0.437095878615,1499,,,,,0.517334762615,1452,0.517334762615,0.200515252799999987
,,0.356956994615,47,0.437215798615,1499,,,,,0.517454682615,1452,0.517454682615,0.200635172799999982
,,0.437095878615,47,0.438806367415,47,,,,,0.519192947415,1452,0.519192947415,0.202373437599999982
,,0.437215798615,47,0.517334762615,1499,,,,,0.521832387415,1452,0.521832387415,0.205012877599999975
,,0.517334762615,47,0.517454682615,1499,,,,,0.597573646615,1452,0.597573646615,0.280754136799999941
,,0.517454682615,47,0.519192947415,1499,,,,,0.597693566615,1452,0.597693566615,0.280874056799999992
,,0.519192947415,47,0.521832387415,1499,,,,,0.599413086615,1452,0.599413086615,0.282593576799999966
,,0.521832387415,47,0.597573646615,1499,,,,,0.602059277258,1452,0.602059277258,0.285239767442999946
,,0.597573646615,47,0.597693566615,1499,,,,,0.604714525276,1452,0.604714525276,0.287895015460999935
,,0.597693566615,47,0.599413086615,1499,,,,,0.607388887644,1452,0.607388887644,0.29056937782899994
,,0.599413086615,47,0.602059277258,1499,,,,,0.610088175548,1452,0.610088175548,0.29326866573299992
,,0.602059277258,47,0.604714525276,1499,,,,,0.612929468834,1452,0.612929468834,0.296109959018999945
,,0.604714525276,47,0.607388887644,1499,,,,,0.67782974747,1452,0.67782974747,0.361010237654999953
,,0.607388887644,47,0.610088175548,1499,,,,,0.67794966747,1452,0.67794966747,0.361130157655000004
,,0.610088175548,47,0.612929468834,1499,,,,,0.679650771415,1452,0.679650771415,0.362831261600000008
,,0.612929468834,47,0.67782974747,1499,,,,,0.682296962058,1452,0.682296962058,0.365477452242999988
,,0.67782974747,47,0.67794966747,1499,,,,,0.685053409276,1452,0.685053409276,0.368233899460999934
,,0.67794966747,47,0.679650771415,1499,,,,,0.687831890076,1452,0.687831890076,0.371012380260999917
,,0.679650771415,47,0.682296962058,1499,,,,,0.690325860348,1452,0.690325860348,0.373506350532999962
,,0.682296962058,47,0.685053409276,1499,,,,,0.693206339548,1452,0.693206339548,0.37638682973299997
,,0.685053409276,47,0.687831890076,1499,,,,,0.695746433634,1452,0.695746433634,0.378926923818999948
,,0.687831890076,47,0.690325860348,1499,,,,,0.698357616086,1452,0.698357616086,0.38153810627099993
,,0.690325860348,47,0.693206339548,1499,,,,,0.701058415286,1452,0.701058415286,0.384238905470999923
,,0.693206339548,47,0.695746433634,1499,,,,,0.703716976086,1452,0.703716976086,0.386897466270999966
,,0.695746433634,47,0.698357616086,1499,,,,,0.706419180466,1452,0.706419180466,0.389599670650999983
,,0.698357616086,47,0.701058415286,1499,,,,,0.709098860466,1452,0.709098860466,0.392279350650999945
,,0.701058415286,47,0.703716976086,1499,,,,,0.711777341266,1452,0.711777341266,0.394957831450999939
,,0.703716976086,47,0.706419180466,1499,,,,,0.714518333263,1452,0.714518333263,0.397698823448000003
,,0.706419180466,47,0.709098860466,1499,,,,,0.75816743227,1452,0.75816743227,0.441347922454999984
,,0.709098860466,47,0.711777341266,1499,,,,,0.75828735227,1452,0.75828735227,0.441467842454999923
,,0.711777341266,47,0.714518333263,1499,,,,,0.759989655415,1452,0.759989655415,0.443170145600000007
,,0.714518333263,47,0.75816743227,1499,,,,,0.762655766058,1452,0.762655766058,0.445836256242999937
,,0.75816743227,47,0.75828735227,1499,,,,,0.765392293276,1452,0.765392293276,0.448572783460999933
,,0.75828735227,47,0.759989655415,1499,,,,,0.768070774076,1452,0.768070774076,0.451251264260999926
,,0.759989655415,47,0.762655766058,1499,,,,,0.770664744348,1452,0.770664744348,0.453845234532999961
,,0.762655766058,47,0.765392293276,1499,,,,,0.773445223548,1452,0.773445223548,0.456625713732999981
,,0.765392293276,47,0.768070774076,1499,,,,,0.776022228034,1452,0.776022228034,0.459202718218999936
,,0.768070774076,47,0.770664744348,1499,,,,,0.778839700086,1452,0.778839700086,0.46202019027099994
,,0.770664744348,47,0.773445223548,1499,,,,,0.781517219286,1452,0.781517219286,0.464697709470999973
,,0.773445223548,47,0.776022228034,1499,,,,,0.784075780086,1452,0.784075780086,0.467256270270999915
,,0.776022228034,47,0.778839700086,1499,,,,,0.786877984466,1452,0.786877984466,0.470058474650999922
