numActiveSessions:vector baselineTestQoS.hostVID[27].app[0] (#0 - testingConfigurator-0-20240322-13:22:53-30801),,DASHBufferLength:vector baselineTestQoS.hostVID[27].app[0] (#0 - testingConfigurator-0-20240322-13:22:53-30801),,DASHVideoPlaybackPointer:vector baselineTestQoS.hostVID[27].app[0] (#0 - testingConfigurator-0-20240322-13:22:53-30801),,DASHVideoBitrate:vector baselineTestQoS.hostVID[27].app[0] (#0 - testingConfigurator-0-20240322-13:22:53-30801),,DASHVideoResolution:vector baselineTestQoS.hostVID[27].app[0] (#0 - testingConfigurator-0-20240322-13:22:53-30801),,DASHVideoPlaybackStatus:vector baselineTestQoS.hostVID[27].app[0] (#0 - testingConfigurator-0-20240322-13:22:53-30801),,txPk:vector(packetBytes) baselineTestQoS.hostVID[27].ppp[0].ppp (#0 - testingConfigurator-0-20240322-13:22:53-30801),,rxPkOk:vector(packetBytes) baselineTestQoS.hostVID[27].ppp[0].ppp (#0 - testingConfigurator-0-20240322-13:22:53-30801),,rtt:vector baselineTestQoS.hostVID[27].tcp.conn-305 (#0 - testingConfigurator-0-20240322-13:22:53-30801),,endToEndDelay:vector baselineTestQoS.hostVID[27].app[0] (#0 - testingConfigurator-0-20240322-13:22:53-30801),,DASHReceivedBytes:vector baselineTestQoS.hostVID[27].app[0] (#0 - testingConfigurator-0-20240322-13:22:53-30801),
0,0,0,0,0,0,0,353,0,360,0.964291224016,0,0.964291224016,51,1.044609624786,51,1.124789801634,0.080180176847999995,1.124921337634,0.040285443247999999,2.050533033634,100000
0.964291224016,1,3.677582345634,5,4.677582345634,1,2.050533033634,340,2.050533033634,360,3.677582345634,1,1.044609624786,47,1.124789801634,47,2.131341481634,0.080808448000000004,1.205241417634,0.120605523248000001,3.677582345634,212500
,,4.677582345634,4,,,3.677582345634,363,3.677582345634,360,,,1.044610000786,247,1.124921337634,1499,3.758295721634,0.080713376000000002,1.205361337634,0.120725443247999996,,
,,,,,,,,,,,,1.124921337634,47,1.205241417634,1499,,,1.285700217634,0.201064323247999997,,
,,,,,,,,,,,,1.205241417634,47,1.205361337634,1499,,,1.285820137634,0.201184243247999993,,
,,,,,,,,,,,,1.205361337634,47,1.285700217634,1499,,,1.293015337634,0.208379443248000006,,
,,,,,,,,,,,,1.285700217634,47,1.285820137634,1499,,,1.304047977634,0.219412083247999988,,
,,,,,,,,,,,,1.285820137634,47,1.293015337634,1499,,,1.366998457634,0.282362563248000018,,
,,,,,,,,,,,,1.293015337634,47,1.304047977634,1499,,,1.368437497634,0.283801603247999965,,
,,,,,,,,,,,,1.304047977634,47,1.366998457634,1499,,,1.374313577634,0.289677683247999915,,
