numActiveSessions:vector baselineTestQoS.hostVID[0].app[0] (#0 - testingConfigurator-0-20240322-13:22:53-30801),,DASHBufferLength:vector baselineTestQoS.hostVID[0].app[0] (#0 - testingConfigurator-0-20240322-13:22:53-30801),,DASHVideoPlaybackPointer:vector baselineTestQoS.hostVID[0].app[0] (#0 - testingConfigurator-0-20240322-13:22:53-30801),,DASHVideoBitrate:vector baselineTestQoS.hostVID[0].app[0] (#0 - testingConfigurator-0-20240322-13:22:53-30801),,DASHVideoResolution:vector baselineTestQoS.hostVID[0].app[0] (#0 - testingConfigurator-0-20240322-13:22:53-30801),,DASHVideoPlaybackStatus:vector baselineTestQoS.hostVID[0].app[0] (#0 - testingConfigurator-0-20240322-13:22:53-30801),,txPk:vector(packetBytes) baselineTestQoS.hostVID[0].ppp[0].ppp (#0 - testingConfigurator-0-20240322-13:22:53-30801),,rxPkOk:vector(packetBytes) baselineTestQoS.hostVID[0].ppp[0].ppp (#0 - testingConfigurator-0-20240322-13:22:53-30801),,rtt:vector baselineTestQoS.hostVID[0].tcp.conn-216 (#0 - testingConfigurator-0-20240322-13:22:53-30801),,endToEndDelay:vector baselineTestQoS.hostVID[0].app[0] (#0 - testingConfigurator-0-20240322-13:22:53-30801),,DASHReceivedBytes:vector baselineTestQoS.hostVID[0].app[0] (#0 - testingConfigurator-0-20240322-13:22:53-30801),
0,0,0,0,0,0,0,332,0,360,0.229773239663,0,0.229773239663,51,0.309982697263,51,0.390014539663,0.080031842399999996,0.390146075663,0.040137108800000001,1.06330338869,100000
0.229773239663,1,3.042210881634,5,4.042210881634,1,1.06330338869,443,1.06330338869,360,3.042210881634,1,0.309982697263,47,0.390014539663,47,1.143339801634,0.08003641294399999,0.470384959663,0.120375992799999997,3.042210881634,276875
,,4.042210881634,4,,,3.042210881634,267,3.042210881634,360,,,0.309983073263,247,0.390146075663,1499,3.122460361634,0.080249479999999983,0.470504879663,0.120495912799999992,4.345928817634,166875
,,4.345928817634,9,,,4.345928817634,349,4.345928817634,360,,,0.390146075663,47,0.470384959663,1499,4.427474921634,0.08154610399999998,0.550742564463,0.200733597599999978,,
,,,,,,,,,,,,0.470384959663,47,0.470504879663,1499,,,0.550862484463,0.200853517599999974,,
,,,,,,,,,,,,0.470504879663,47,0.550742564463,1499,,,0.554351979986,0.20434301312299996,,
,,,,,,,,,,,,0.550742564463,47,0.550862484463,1499,,,0.559670700786,0.20966173392299997,,
,,,,,,,,,,,,0.550862484463,47,0.554351979986,1499,,,0.630981448463,0.280972481599999989,,
,,,,,,,,,,,,0.554351979986,47,0.559670700786,1499,,,0.631101368463,0.281092401599999929,,
,,,,,,,,,,,,0.559670700786,47,0.630981448463,1499,,,0.634589664786,0.284580697923000001,,
,,,,,,,,,,,,0.630981448463,47,0.631101368463,1499,,,0.639908385586,0.289899418722999956,,
,,,,,,,,,,,,0.631101368463,47,0.634589664786,1499,,,0.645271105586,0.295262138722999999,,
,,,,,,,,,,,,0.634589664786,47,0.639908385586,1499,,,0.650694577933,0.300685611070000023,,
,,,,,,,,,,,,0.639908385586,47,0.645271105586,1499,,,0.656028344428,0.306019377564999971,,
,,,,,,,,,,,,0.645271105586,47,0.650694577933,1499,,,0.66137174949,0.31136278262700001,,
,,,,,,,,,,,,0.650694577933,47,0.656028344428,1499,,,0.711317581266,0.361308614402999993,,
,,,,,,,,,,,,0.656028344428,47,0.66137174949,1499,,,0.711437501266,0.361428534402999932,,
,,,,,,,,,,,,0.66137174949,47,0.711317581266,1499,,,0.715048468786,0.36503950192299994,,
,,,,,,,,,,,,0.711317581266,47,0.711437501266,1499,,,0.720247269586,0.370238302722999955,,
,,,,,,,,,,,,0.711437501266,47,0.715048468786,1499,,,0.725609989586,0.375601022722999998,,
,,,,,,,,,,,,0.715048468786,47,0.720247269586,1499,,,0.731033461933,0.381024495070000022,,
,,,,,,,,,,,,0.720247269586,47,0.725609989586,1499,,,0.736367228428,0.386358261564999969,,
,,,,,,,,,,,,0.725609989586,47,0.731033461933,1499,,,0.74171063349,0.391701666627000009,,
,,,,,,,,,,,,0.731033461933,47,0.736367228428,1499,,,0.747042531572,0.397033564708999974,,
,,,,,,,,,,,,0.736367228428,47,0.74171063349,1499,,,0.752422513559,0.402413546695999933,,
,,,,,,,,,,,,0.74171063349,47,0.747042531572,1499,,,0.75775110987,0.407742143006999955,,
,,,,,,,,,,,,0.747042531572,47,0.752422513559,1499,,,0.763135446058,0.413126479195000005,,
,,,,,,,,,,,,0.752422513559,47,0.75775110987,1499,,,0.768527331934,0.41851836507099993,,
,,,,,,,,,,,,0.75775110987,47,0.763135446058,1499,,,0.774003784348,0.423994817485000006,,
,,,,,,,,,,,,0.763135446058,47,0.768527331934,1499,,,0.779299460086,0.429290493222999945,,
,,,,,,,,,,,,0.768527331934,47,0.774003784348,1499,,,0.784655460086,0.434646493222999972,,
,,,,,,,,,,,,0.774003784348,47,0.779299460086,1499,,,0.791655266066,0.441646299203000023,,
,,,,,,,,,,,,0.779299460086,47,0.784655460086,1499,,,0.795387352786,0.44537838592299994,,
,,,,,,,,,,,,0.784655460086,47,0.791655266066,1499,,,0.800706073586,0.450697106723000005,,
,,,,,,,,,,,,0.791655266066,47,0.795387352786,1499,,,0.806087514386,0.45607854752299992,,
,,,,,,,,,,,,0.795387352786,47,0.800706073586,1499,,,0.811391066733,0.461382099870000004,,
,,,,,,,,,,,,0.800706073586,47,0.806087514386,1499,,,0.816779234028,0.466770267164999916,,
,,,,,,,,,,,,0.806087514386,47,0.811391066733,1499,,,0.82216943749,0.472160470626999948,,
,,,,,,,,,,,,0.811391066733,47,0.816779234028,1499,,,0.827501335572,0.477492368709000023,,
,,,,,,,,,,,,0.816779234028,47,0.82216943749,1499,,,0.832881317559,0.482872350695999984,,
,,,,,,,,,,,,0.82216943749,47,0.827501335572,1499,,,0.83822863467,0.488219667806999988,,
,,,,,,,,,,,,0.827501335572,47,0.832881317559,1499,,,0.843732890858,0.493723923994999978,,
,,,,,,,,,,,,0.832881317559,47,0.83822863467,1499,,,0.849014699676,0.499005732812999978,,
,,,,,,,,,,,,0.83822863467,47,0.843732890858,1499,,,0.854360989148,0.504352022284999976,,
,,,,,,,,,,,,0.843732890858,47,0.849014699676,1499,,,0.859657064886,0.509648098023000038,,
,,,,,,,,,,,,0.849014699676,47,0.854360989148,1499,,,0.864994344086,0.514985377222999971,,
,,,,,,,,,,,,0.854360989148,47,0.859657064886,1499,,,0.870353910066,0.520344943202999841,,
,,,,,,,,,,,,0.859657064886,47,0.864994344086,1499,,,0.875744957586,0.525735990722999922,,
