numActiveSessions:vector baselineTestQoS.hostFDO[26].app[0] (#0 - testingConfigurator-0-20240322-13:22:53-30801),,txPk:vector(packetBytes) baselineTestQoS.hostFDO[26].ppp[0].ppp (#0 - testingConfigurator-0-20240322-13:22:53-30801),,rxPkOk:vector(packetBytes) baselineTestQoS.hostFDO[26].ppp[0].ppp (#0 - testingConfigurator-0-20240322-13:22:53-30801),,packetSent:vector(packetBytes) baselineTestQoS.hostFDO[26].app[0] (#0 - testingConfigurator-0-20240322-13:22:53-30801),,rtt:vector baselineTestQoS.hostFDO[26].tcp.conn-292 (#0 - testingConfigurator-0-20240322-13:22:53-30801),,packetReceived:vector(packetBytes) baselineTestQoS.hostFDO[26].app[0] (#0 - testingConfigurator-0-20240322-13:22:53-30801),,endToEndDelay:vector baselineTestQoS.hostFDO[26].app[0] (#0 - testingConfigurator-0-20240322-13:22:53-30801),
0,0,0.871778260421,51,0.951891478021,51,0.951891478021,800,1.031976600421,0.080085122399999985,1.032108136421,1452,1.032108136421,0.040137108800000001
0.871778260421,1,0.951891478021,47,1.031976600421,47,,,,,1.112333497634,1452,1.112333497634,0.120362470012999988
1.032108136421,0,0.951891854021,847,1.032108136421,1499,,,,,1.112453417634,1452,1.112453417634,0.120482390012999984
,,1.032108136421,47,1.112333497634,1499,,,,,1.192646057634,1452,1.192646057634,0.200675030012999965
,,1.032108512421,47,1.112453417634,1499,,,,,1.192885897634,1452,1.192885897634,0.200914870013000012
,,1.112333497634,47,1.115908201634,47,,,,,1.196727097634,1452,1.196727097634,0.204756070013000001
,,1.112453417634,47,1.192646057634,1499,,,,,1.200444617634,1452,1.200444617634,0.208473590012999975
,,1.192646057634,47,1.192885897634,1499,,,,,1.272883817634,1452,1.272883817634,0.280912790012999956
,,1.192885897634,47,1.196727097634,1499,,,,,1.273003737634,1452,1.273003737634,0.281032710013000007
,,1.196727097634,47,1.200444617634,1499,,,,,1.276721257634,1452,1.276721257634,0.284750230012999926
