numActiveSessions:vector baselineTestQoS.hostVID[18].app[0] (#0 - testingConfigurator-0-20240322-13:22:53-30801),,DASHBufferLength:vector baselineTestQoS.hostVID[18].app[0] (#0 - testingConfigurator-0-20240322-13:22:53-30801),,DASHVideoPlaybackPointer:vector baselineTestQoS.hostVID[18].app[0] (#0 - testingConfigurator-0-20240322-13:22:53-30801),,DASHVideoBitrate:vector baselineTestQoS.hostVID[18].app[0] (#0 - testingConfigurator-0-20240322-13:22:53-30801),,DASHVideoResolution:vector baselineTestQoS.hostVID[18].app[0] (#0 - testingConfigurator-0-20240322-13:22:53-30801),,DASHVideoPlaybackStatus:vector baselineTestQoS.hostVID[18].app[0] (#0 - testingConfigurator-0-20240322-13:22:53-30801),,txPk:vector(packetBytes) baselineTestQoS.hostVID[18].ppp[0].ppp (#0 - testingConfigurator-0-20240322-13:22:53-30801),,rxPkOk:vector(packetBytes) baselineTestQoS.hostVID[18].ppp[0].ppp (#0 - testingConfigurator-0-20240322-13:22:53-30801),,rtt:vector baselineTestQoS.hostVID[18].tcp.conn-262 (#0 - testingConfigurator-0-20240322-13:22:53-30801),,endToEndDelay:vector baselineTestQoS.hostVID[18].app[0] (#0 - testingConfigurator-0-20240322-13:22:53-30801),,DASHReceivedBytes:vector baselineTestQoS.hostVID[18].app[0] (#0 - testingConfigurator-0-20240322-13:22:53-30801),
0,0,0,0,0,0,0,373,0,360,0.632500028003,0,0.632500028003,51,0.712550270063,51,0.792582112463,0.080031842399999996,0.792713648463,0.040137108800000001,1.581230073634,100000
0.632500028003,1,2.940697457634,5,3.940697457634,1,1.581230073634,277,1.581230073634,360,2.940697457634,1,0.712550270063,47,0.792582112463,47,1.661457721634,0.080227647999999984,0.873032390866,0.12045585120299998,2.940697457634,173125
,,3.940697457634,4,4.940697457634,2,2.940697457634,336,2.940697457634,360,,,0.712550646063,247,0.792713648463,1499,3.021202921634,0.080505463999999998,0.873152310866,0.120575771203000003,4.554826857634,210000
,,4.554826857634,9,,,4.554826857634,339,4.554826857634,360,,,0.792713648463,47,0.873032390866,1499,4.634999321634,0.080172463999999998,0.953370075666,0.200793536002999983,,
,,4.940697457634,8,,,,,,,,,0.873032390866,47,0.873152310866,1499,,,0.953489995666,0.200913456002999978,,
,,,,,,,,,,,,0.873152310866,47,0.953370075666,1499,,,0.957003361586,0.204426821922999989,,
,,,,,,,,,,,,0.953370075666,47,0.953489995666,1499,,,0.962359923986,0.209783384322999976,,
,,,,,,,,,,,,0.953489995666,47,0.957003361586,1499,,,1.033715920466,0.281139380802999937,,
,,,,,,,,,,,,0.957003361586,47,0.962359923986,1499,,,1.034195600466,0.281619060802999919,,
,,,,,,,,,,,,0.962359923986,47,1.033715920466,1499,,,1.037342245586,0.284765705922999988,,
,,,,,,,,,,,,1.033715920466,47,1.034195600466,1499,,,1.042698807986,0.290122268322999919,,
,,,,,,,,,,,,1.034195600466,47,1.037342245586,1499,,,1.048087608786,0.295511069122999957,,
,,,,,,,,,,,,1.037342245586,47,1.042698807986,1499,,,1.053344760333,0.300768220669999973,,
,,,,,,,,,,,,1.042698807986,47,1.048087608786,1499,,,1.058831728428,0.306255188765000018,,
,,,,,,,,,,,,1.048087608786,47,1.053344760333,1499,,,1.06414065189,0.311564112226999976,,
,,,,,,,,,,,,1.053344760333,47,1.058831728428,1499,,,1.114132297634,0.361555757970999923,,
,,,,,,,,,,,,1.058831728428,47,1.06414065189,1499,,,1.114252217634,0.361675677970999974,,
,,,,,,,,,,,,1.06414065189,47,1.114132297634,1499,,,1.117838537634,0.365261997971000005,,
,,,,,,,,,,,,1.114132297634,47,1.114252217634,1499,,,1.123118777634,0.370542237970999942,,
,,,,,,,,,,,,1.114252217634,47,1.117838537634,1499,,,1.130546297634,0.377969757970999963,,
,,,,,,,,,,,,1.117838537634,47,1.123118777634,1499,,,1.133784137634,0.381207597971000009,,
,,,,,,,,,,,,1.123118777634,47,1.130546297634,1499,,,1.140469577634,0.387893037970999941,,
,,,,,,,,,,,,1.130546297634,47,1.133784137634,1499,,,1.144550617634,0.391974077970999922,,
,,,,,,,,,,,,1.133784137634,47,1.140469577634,1499,,,1.150550377634,0.397973837970999942,,
,,,,,,,,,,,,1.140469577634,47,1.144550617634,1499,,,1.155227257634,0.402650717970999936,,
,,,,,,,,,,,,1.144550617634,47,1.150550377634,1499,,,1.161706697634,0.409130157970999939,,
,,,,,,,,,,,,1.150550377634,47,1.155227257634,1499,,,1.165903897634,0.413327357970999951,,
,,,,,,,,,,,,1.155227257634,47,1.161706697634,1499,,,1.172731817634,0.420155277970999939,,
,,,,,,,,,,,,1.161706697634,47,1.165903897634,1499,,,1.176692937634,0.424116397970999979,,
,,,,,,,,,,,,1.165903897634,47,1.172731817634,1499,,,1.184127977634,0.431551437970999927,,
,,,,,,,,,,,,1.172731817634,47,1.176692937634,1499,,,1.187369577634,0.434793037970999994,,
,,,,,,,,,,,,1.176692937634,47,1.184127977634,1499,,,1.196367337634,0.44379079797099996,,
,,,,,,,,,,,,1.184127977634,47,1.187369577634,1499,,,1.199725097634,0.447148557970999946,,
,,,,,,,,,,,,1.187369577634,47,1.196367337634,1499,,,1.207399977634,0.454823437970999997,,
,,,,,,,,,,,,1.196367337634,47,1.199725097634,1499,,,1.217964217634,0.465387677971,,
,,,,,,,,,,,,1.199725097634,47,1.207399977634,1499,,,1.220842297634,0.468265757971000005,,
,,,,,,,,,,,,1.207399977634,47,1.217964217634,1499,,,1.228517177634,0.475940637970999945,,
,,,,,,,,,,,,1.217964217634,47,1.220842297634,1499,,,1.239073897634,0.486497357971000019,,
