txPk:vector(packetBytes) baselineTestQoS.router0.ppp[0].ppp (#0 - testingConfigurator-0-20240322-13:22:53-30801),,rxPkOk:vector(packetBytes) baselineTestQoS.router0.ppp[0].ppp (#0 - testingConfigurator-0-20240322-13:22:53-30801),
0.530550966748,47,0.546610599666,1499
0.530670886748,47,0.547930519666,1499
0.530990806748,47,0.549250439666,1499
0.532010726748,47,0.550610552463,1499
0.532551220834,47,0.550730472463,1499
0.532671140834,47,0.550850392463,1499
0.533191060834,47,0.551970312463,1499
0.533310980834,47,0.553800047986,1499
0.533430900834,47,0.553919967986,1499
0.533550820834,47,0.554339887986,1499
0.533670740834,47,0.557438688786,1499
0.534690660834,47,0.559658608786,1499
0.534907545395,47,0.562753330492,1499
0.534911305395,47,0.562757410492,51
0.535227089395,47,0.567804161933,1499
0.535603042486,47,0.567924081933,1499
0.535722962486,47,0.568144001933,1499
0.536042882486,47,0.571250136127,1499
0.537362802486,47,0.571370056127,1499
0.537982722486,47,0.571489976127,1499
0.538702642486,47,0.573134568428,1499
0.539222562486,47,0.573254488428,1499
0.540042482486,47,0.573474408428,1499
0.541362402486,47,0.573736027688,51
0.542682322486,47,0.574791398828,1499
0.543831329846,47,0.574911318828,1499
0.543951249846,47,0.575031238828,1499
0.544071169846,47,0.575151158828,1499
0.544543487666,47,0.575271078828,1499
0.544663407666,47,0.575390998828,1499
0.544783327666,47,0.576789799628,1499
0.545403247666,47,0.57718653029,1499
0.546723167666,47,0.57730645029,1499
0.548043087666,47,0.57762277269,1499
0.549363007666,47,0.57874269269,1499
0.550723120463,47,0.57886261269,1499
0.550843040463,47,0.57898253269,1499
0.550962960463,47,0.58020245269,1499
0.552082880463,47,0.58032237269,1499
0.553912615986,47,0.580333498696,47
0.554032535986,47,0.580453418696,1499
0.554452455986,47,0.581659229096,1499
0.557551256786,47,0.581890830772,1499
0.559771176786,47,0.582010750772,1499
0.562765170492,47,0.582130670772,1499
0.562768930492,847,0.582950590772,1499
0.562836690492,47,0.584070510772,1499
0.567656138298,51,0.584190430772,1499
0.567916729933,47,0.584328272372,1499
0.568036649933,47,0.585548192372,1499
0.568256569933,47,0.585668112372,1499
0.571362704127,47,0.585788032372,1499
0.571482624127,47,0.587007952372,1499
0.571602544127,47,0.587298786359,1499
0.573247136428,47,0.587418706359,1499
0.573367056428,47,0.587538626359,1499
0.573586976428,47,0.588315931959,1499
0.573738987688,47,0.589135851959,1499
0.573742747688,247,0.589455771959,1499
0.574903966828,47,0.589735851959,1499
0.575023886828,47,0.590855771959,1499
0.575143806828,47,0.590975691959,1499
0.575263726828,47,0.591095611959,1499
0.575383646828,47,0.591815531959,1499
0.575503566828,47,0.592355771959,1499
0.576902367628,47,0.592875691959,1499
0.57729909829,47,0.593675691959,1499
0.57741901829,47,0.593999442402,1499
0.57773534069,47,0.594119362402,1499
0.57885526069,47,0.594239282402,1499
0.57897518069,47,0.594359202402,1499
0.57909510069,47,0.594779122402,1499
0.58031502069,47,0.595077923202,1499
0.58043494069,47,0.595572314566,1499
0.580565986696,47,0.595692234566,1499
0.581771797096,47,0.596109756166,1499
0.581903398772,51,0.596229676166,1499
0.581907478772,47,0.596349596166,1499
0.582123318772,47,0.59692140987,1499
0.582243238772,47,0.59704132987,1499
0.583063158772,47,0.59735885147,1499
0.584083078772,51,0.597561554615,1499
0.584087158772,47,0.597681474615,1499
0.584302998772,47,0.597801394615,1499
0.584440840372,47,0.597921314615,1499
0.585660760372,47,0.598141234615,1499
0.585780680372,47,0.598761154615,1499
0.585900600372,47,0.599081074615,1499
0.587120520372,47,0.599400994615,1499
0.587411354359,47,0.600038460215,1499
0.587531274359,47,0.600158380215,1499
0.587651194359,47,0.600443505258,1499
0.588428499959,47,0.600447585258,51
0.589248419959,47,0.600567505258,1499
0.589568339959,47,0.601387425258,1499
0.589848419959,47,0.601607345258,1499
0.590968339959,47,0.601727265258,1499
0.591088259959,47,0.602047185258,1499
0.591208179959,47,0.602184112476,1499
0.591928099959,47,0.602304032476,1499
0.592468339959,47,0.602722753276,1499
0.592988259959,47,0.602942673276,1499
0.593788259959,47,0.603062593276,1499
0.594112010402,47,0.60344276092,51
0.594231930402,47,0.604062593276,1499
0.594351850402,47,0.604382513276,1499
0.594471770402,47,0.604702433276,1499
0.594891690402,47,0.605402433276,1499
0.595190491202,47,0.605522353276,1499
0.595684882566,47,0.605742273276,1499
0.595804802566,47,0.605862193276,1499
0.596222324166,47,0.605982113276,1499
0.596342244166,47,0.606761394076,1499
0.596462164166,47,0.606981314076,1499
0.59703397787,47,0.607101234076,1499
0.59715389787,47,0.607136955644,47
0.59747141947,47,0.607256875644,1499
0.597674122615,47,0.607376795644,1499
0.597794042615,47,0.608062686044,1499
0.597913962615,47,0.608482606044,1499
0.598033882615,47,0.608798801948,1499
0.598253802615,47,0.608918721948,1499
0.598873722615,47,0.609436243548,1499
0.599193642615,47,0.609756163548,1499
0.599513562615,47,0.610076083548,1499
0.600151028215,47,0.610596003548,1499
0.600270948215,47,0.610796003548,1499
0.600455345258,47,0.611115923548,1499
0.600459105258,847,0.611235843548,1499
0.600526865258,47,0.611355763548,1499
0.600680073258,47,0.612135843548,1499
0.601499993258,47,0.612355763548,1499
0.601719913258,47,0.612475683548,1499
0.601839833258,47,0.612677536834,1499
0.602159753258,47,0.612797456834,1499
0.602296680476,47,0.612917376834,1499
0.602416600476,47,0.613316177634,1499
0.602835321276,47,0.613436097634,1499
0.603055241276,47,0.613557216834,1499
0.603175161276,47,0.613677136834,1499
0.60344572092,47,0.613797056834,1499
0.60344948092,247,0.614815777634,1499
0.604030414175,51,0.615033861395,1499
0.604175161276,47,0.615153781395,1499
0.604495081276,47,0.615273701395,1499
0.604815001276,47,0.615393621395,1499
0.605515001276,47,0.615729358486,1499
0.605634921276,47,0.615849278486,1499
0.605854841276,47,0.615969198486,1499
0.605974761276,47,0.616167999286,1499
0.606094681276,47,0.616287919286,1499
0.606873962076,47,0.616507839286,1499
0.607093882076,47,0.616627759286,1499
0.607213802076,47,0.616731519286,47
0.607369443644,47,0.617451439286,1499
0.607489363644,47,0.617671359286,1499
0.608175254044,47,0.617791279286,1499
0.608595174044,47,0.618107839286,1499
0.608911369948,47,0.618627759286,1499
0.609031289948,47,0.618827759286,1499
0.609548811548,47,0.619147679286,1499
0.609868731548,47,0.619347679286,1499
0.610188651548,47,0.620167599286,1499
0.610708571548,47,0.620487519286,1499
0.610908571548,47,0.620707439286,1499
0.611228491548,47,0.621327359286,1499
0.611348411548,47,0.621447279286,1499
0.611468331548,47,0.621667199286,1499
0.612248411548,47,0.621887119286,1499
0.612468331548,47,0.622007039286,1499
0.612588251548,47,0.622807439286,1499
0.612790104834,47,0.623027359286,1499
0.612910024834,47,0.623147279286,1499
0.613029944834,47,0.623467199286,1499
0.613428745634,47,0.623957645846,1499
0.613548665634,47,0.624077565846,1499
0.613669784834,47,0.624197485846,1499
0.613789704834,47,0.624317405846,1499
0.613909624834,47,0.624537325846,1499
0.614928345634,47,0.624657245846,1499
0.615146429395,47,0.624789723666,1499
0.615266349395,47,0.624909643666,1499
0.615386269395,47,0.625528364466,1499
0.615506189395,47,0.625848284466,1499
0.615726930961,51,0.626068204466,1499
0.615841926486,47,0.626848284466,1499
0.615961846486,47,0.627168204466,1499
0.616081766486,47,0.627288124466,1499
0.616280567286,47,0.627608044466,1499
0.616400487286,47,0.628168204466,1499
0.616620407286,47,0.628388124466,1499
0.616740327286,47,0.628508044466,1499
0.617564007286,47,0.628627964466,1499
0.617783927286,47,0.628747884466,1499
0.617903847286,47,0.629488124466,1499
0.618220407286,47,0.629908044466,1499
0.618740327286,47,0.630027964466,1499
0.618940327286,47,0.630847884466,1499
0.619260247286,47,0.630969356463,1499
0.619460247286,47,0.631089276463,1499
0.620064091751,51,0.631209196463,1499
0.620280167286,47,0.632207997263,1499
0.620600087286,47,0.632527917263,1499
0.620820007286,47,0.632947837263,1499
0.621439927286,47,0.633567757263,1499
0.621559847286,47,0.633787677263,1499
0.621779767286,47,0.633907597263,1499
0.621999687286,47,0.634027517263,1499
0.622119607286,47,0.634147437263,1499
0.622920007286,47,0.634267357263,1499
0.623139927286,47,0.634577572786,1499
0.623259847286,47,0.634897492786,1499
0.623579767286,47,0.635217412786,1499
0.624070213846,47,0.635437332786,1499
0.624190133846,47,0.636257252786,1499
0.624310053846,47,0.636577172786,1499
0.624429973846,47,0.637597092786,1499
0.624649893846,47,0.637717012786,1499
0.624769813846,47,0.637936932786,1499
0.624902291666,47,0.638856852786,1499
0.625022211666,47,0.639076772786,1499
0.625640932466,47,0.639196692786,1499
0.625960852466,47,0.639896293586,1499
0.626180772466,47,0.640216213586,1499
0.626960852466,47,0.640536133586,1499
0.627280772466,47,0.640756053586,1499
0.627400692466,47,0.641575973586,1499
0.627720612466,47,0.641895893586,1499
0.628280772466,47,0.642915813586,1499
0.628500692466,47,0.642919573586,47
0.628620612466,47,0.643039493586,1499
0.628740532466,47,0.643159413586,1499
0.628860452466,47,0.643279333586,1499
0.629600692466,47,0.644299253586,1499
0.630020612466,47,0.644419173586,1499
0.630140532466,47,0.644539093586,1499
0.630960452466,47,0.645259013586,1499
0.631081924463,47,0.645578933586,1499
0.631201844463,47,0.645898853586,1499
0.631321764463,47,0.646118773586,1499
0.632320565263,47,0.646938693586,1499
0.632540485263,51,0.647258613586,1499
0.632544565263,47,0.647764579898,51
0.633060405263,47,0.648043045933,1499
0.633680325263,47,0.648162965933,1499
0.633900245263,47,0.648282885933,1499
0.634020165263,47,0.648502805933,1499
0.634140085263,47,0.648622725933,1499
0.634260005263,47,0.649642645933,1499
0.634379925263,47,0.649962565933,1499
0.634690140786,47,0.650682485933,1499
0.635010060786,47,0.650902405933,1499
0.635329980786,47,0.651322325933,1499
0.635549900786,47,0.651489020127,1499
0.636369820786,47,0.651608940127,1499
0.636689740786,47,0.652328860127,1499
0.637709660786,47,0.652548780127,1499
0.637829580786,47,0.653593372428,1499
0.638049500786,47,0.653813292428,1499
0.638969420786,47,0.653817052428,47
0.639189340786,47,0.653936972428,1499
0.639309260786,47,0.654056892428,1499
0.640008861586,47,0.654976812428,1499
0.640328781586,47,0.655096732428,1499
0.640648701586,47,0.655216652428,1499
0.640868621586,47,0.655336572428,1499
0.641688541586,47,0.655456492428,1499
0.642008461586,47,0.655576412428,1499
0.643028381586,47,0.655696332428,1499
0.643052437586,47,0.656016252428,1499
0.643056197586,47,0.656336172428,1499
0.643271981586,47,0.656656092428,1499
0.643391901586,47,0.656976012428,1499
0.643497725772,51,0.65764533429,1499
0.644411821586,47,0.65796165669,1499
0.644531741586,47,0.65868157669,1499
0.644651661586,47,0.65898037749,1499
0.645371581586,47,0.65910029749,1499
0.645691501586,47,0.65922021749,1499
0.646011421586,47,0.65934013749,1499
0.646231341586,47,0.66036005749,1499
0.647051261586,47,0.66047997749,1499
0.647371181586,47,0.66059989749,1499
0.647772339898,47,0.66071981749,1499
0.647776099898,847,0.66083973749,1499
0.648155613933,47,0.66135965749,1499
0.648275533933,47,0.66167957749,1499
0.648395453933,47,0.661998113096,1499
0.648615373933,47,0.662118033096,1499
0.648735293933,47,0.662122113096,51
0.649755213933,47,0.662242033096,1499
0.650075133933,47,0.662361953096,1499
0.650795053933,47,0.662981873096,1499
0.651014973933,47,0.663289474772,1499
0.651434893933,47,0.664109394772,1499
0.651601588127,47,0.664113474772,51
0.651721508127,47,0.664333394772,1499
0.652441428127,47,0.664453314772,1499
0.652661348127,47,0.664573234772,1499
0.653705940428,47,0.664693154772,1499
0.653925860428,47,0.665713074772,1499
0.654049540428,47,0.665832994772,1499
0.654169460428,47,0.665952914772,1499
0.655089380428,47,0.666072834772,1499
0.655209300428,47,0.666992754772,1499
0.655329220428,47,0.667346836372,1499
0.655449140428,47,0.667537670359,1499
0.655569060428,47,0.667657590359,1499
0.655688980428,47,0.667777510359,1499
0.655808900428,47,0.668297430359,1499
0.656128820428,47,0.668654815959,1499
0.656448740428,47,0.669373536759,1499
0.656768660428,47,0.669693456759,1499
0.657088580428,47,0.669813376759,1499
0.65775790229,47,0.669933296759,1499
0.65807422469,47,0.670053216759,1499
0.65879414469,47,0.670973136759,1499
0.65909294549,47,0.671093056759,1499
0.65921286549,47,0.671212976759,1499
0.65933278549,47,0.671332896759,1499
0.65945270549,47,0.672052816759,1499
0.66047262549,47,0.672372736759,1499
0.66059254549,47,0.672694655959,1499
0.66071246549,47,0.673113376759,1499
0.66083238549,47,0.673733296759,1499
0.66095230549,47,0.674014575959,1499
0.66147222549,47,0.674238326402,1499
0.66179214549,47,0.674358246402,1499
0.662110681096,47,0.674698086402,1499
0.662129873096,47,0.675016807202,1499
0.662133633096,847,0.675136727202,1499
0.662201393096,47,0.675256647202,1499
0.662354601096,47,0.675376567202,1499
0.662474521096,47,0.676331118566,1499
0.663094441096,47,0.676451038566,1499
0.663402042772,47,0.676570958566,1499
0.664116434772,47,0.676690878566,1499
0.664120194772,247,0.67716029387,1499
0.664139954772,47,0.67728021387,1499
0.664445962772,47,0.67740013387,1499
0.664565882772,47,0.67769773547,1499
0.664685802772,47,0.67781765547,1499
0.664805722772,47,0.67793757547,1499
0.665825642772,47,0.67805749547,1499
0.665945562772,47,0.67817741547,1499
0.666065482772,47,0.678378919415,1499
0.666185402772,47,0.679100038615,1499
0.667105322772,47,0.679318759415,1499
0.667459404372,47,0.679638679415,1499
0.667650238359,47,0.680058599415,1499
0.667770158359,47,0.680377344215,1499
0.667890078359,47,0.680497264215,1499
0.668409998359,47,0.680617184215,1499
0.668767383959,47,0.680620944215,47
0.669486104759,47,0.680740864215,1499
0.669806024759,47,0.680860784215,1499
0.669925944759,47,0.680980704215,1499
0.670045864759,47,0.681726309258,1499
0.670165784759,47,0.681846229258,1499
0.670489047887,51,0.681966149258,1499
0.671085704759,47,0.682086069258,1499
0.671205624759,47,0.682284870058,1499
0.671325544759,47,0.682422996476,1499
0.671445464759,47,0.682542916476,1499
0.672165384759,47,0.682762836476,1499
0.672485304759,47,0.683061637276,1499
0.672807223959,47,0.683181557276,1499
0.673225944759,47,0.683401477276,1499
0.673845864759,47,0.68347463532,47
0.674127143959,47,0.68359455532,1499
0.674350894402,47,0.68381447532,1499
0.674470814402,47,0.684138855775,51
0.674810654402,47,0.684401477276,1499
0.675129375202,47,0.684720198076,1499
0.675249295202,47,0.685041317276,1499
0.675369215202,47,0.685741317276,1499
0.675489135202,47,0.685861237276,1499
0.676443686566,47,0.685981157276,1499
0.676563606566,47,0.686101077276,1499
0.676683526566,47,0.686220997276,1499
0.676803446566,47,0.686340917276,1499
0.67727286187,47,0.687100278076,1499
0.67739278187,47,0.687220198076,1499
0.67751270187,47,0.687340118076,1499
0.67781030347,47,0.687460038076,1499
0.67793022347,47,0.687579958076,1499
0.67805014347,47,0.687699878076,1499
0.67817006347,47,0.687819798076,1499
0.67828998347,47,0.688401570044,1499
0.678491487415,47,0.688521490044,1499
0.679212606615,47,0.688720290844,1499
0.679431327415,47,0.689037685948,1499
0.679751247415,47,0.689157605948,1499
0.680171167415,47,0.689277525948,1499
0.680489912215,47,0.689775127548,1499
0.680609832215,47,0.690093848348,1499
0.680729752215,47,0.690313768348,1499
0.680753808215,47,0.690833688348,1499
0.680757568215,47,0.691134887548,1499
0.680973352215,47,0.691254807548,1499
0.681093272215,47,0.691374727548,1499
0.681838877258,47,0.691494647548,1499
0.681958797258,47,0.691614567548,1499
0.682078717258,47,0.691734487548,1499
0.682198637258,47,0.692474727548,1499
0.682397438058,47,0.692594647548,1499
0.682535564476,47,0.692714567548,1499
0.682655484476,47,0.692834487548,1499
0.682875404476,47,0.692954407548,1499
0.683174205276,47,0.693074327548,1499
0.683294125276,47,0.693194247548,1499
0.683514045276,47,0.693514167548,1499
0.68370712332,47,0.693774981634,1499
0.68392704332,47,0.693894901634,1499
0.684141815775,47,0.694014821634,1499
0.684145575775,247,0.694134741634,1499
0.684514045276,47,0.694254661634,1499
0.684832766076,47,0.694474581634,1499
0.685153885276,47,0.695154661634,1499
0.685853885276,47,0.695274581634,1499
0.685973805276,47,0.695394501634,1499
0.686093725276,47,0.695514421634,1499
0.686213645276,47,0.695734341634,1499
0.686333565276,47,0.695738421634,51
0.686453485276,47,0.695858341634,1499
0.687212846076,47,0.695978261634,1499
0.687332766076,47,0.696098181634,1499
0.687452686076,47,0.696218101634,1499
0.687572606076,47,0.696405684086,1499
0.687692526076,47,0.696525604086,1499
0.687812446076,47,0.696645524086,1499
0.687932366076,47,0.696765444086,1499
0.688166958334,51,0.696885364086,1499
0.688514138044,47,0.697005284086,1499
0.688634058044,47,0.697125204086,1499
0.688832858844,47,0.697245124086,1499
0.689150253948,47,0.697790323286,1499
0.689270173948,47,0.698010243286,1499
0.689390093948,47,0.698130163286,1499
0.689887695548,47,0.698345524086,1499
0.690206416348,47,0.698565444086,1499
