rxPkOk:vector(packetBytes) baselineTestQoS.router0.ppp[1].ppp (#0 - testingConfigurator-0-20240322-13:22:53-30801),,txPk:vector(packetBytes) baselineTestQoS.router0.ppp[1].ppp (#0 - testingConfigurator-0-20240322-13:22:53-30801),
4.435641573634,47,4.446301885634,1499
4.446314453634,47,4.457094685634,1499
4.457107253634,47,4.467767565634,1499
4.467780133634,47,4.478440445634,1499
4.478453013634,47,4.489233245634,1499
4.489245813634,47,4.492710925634,1499
4.492723493634,47,4.500145965634,1499
4.500158533634,47,4.510851645634,1499
4.510864213634,47,4.521284685634,1499
4.521297253634,47,4.531957565634,1499
4.531970133634,47,4.542750365634,1499
4.542762933634,47,4.553543165634,1499
4.553555733634,47,4.564099325634,1499
4.564111893634,47,4.574849885634,1499
4.574862453634,47,4.585286685634,1499
4.585299253634,47,4.588764365634,1499
4.588776933634,47,4.596079485634,1499
4.596092053634,47,4.606752365634,1499
4.606764933634,47,4.617545165634,1499
4.617557733634,47,4.628279565634,1499
4.628292133634,47,4.638840045634,1499
4.638852613634,47,4.649640365634,1499
4.649652933634,47,4.660337485634,1499
4.660350053634,47,4.671085565634,1499
4.671098133634,47,4.681758445634,1499
4.681771013634,47,4.692431325634,1499
4.692443893634,47,4.695909005634,1499
4.695921573634,47,4.703224125634,1499
4.703236693634,47,4.713900765634,1499
4.713913333634,47,4.724573645634,1499
4.724586213634,47,4.735370205634,1499
4.735382773634,47,4.746166765634,1499
4.746179333634,47,4.756719725634,1499
4.756732293634,47,4.767392605634,1499
4.767405173634,47,4.778065485634,1499
4.778078053634,47,4.788788285634,1499
4.788800853634,47,4.799500045634,1499
4.799512613634,47,4.810292845634,1499
4.810305413634,47,4.820965725634,1499
4.820978293634,47,4.831638605634,1499
4.831651173634,47,4.842311485634,1499
4.842324053634,47,4.853104285634,1499
4.853116853634,47,4.863900845634,1499
4.863913413634,47,4.874453805634,1499
4.874466373634,47,4.885250365634,1499
4.885262933634,47,4.895923245634,1499
4.895935813634,47,4.906596125634,1499
4.906608693634,47,4.917269005634,1499
4.917281573634,47,4.928061805634,1499
4.928074373634,47,4.938808365634,1499
4.938820933634,47,4.949481245634,1499
4.949493813634,47,4.952479245634,1499
4.952491813634,47,4.960109965634,1499
4.960122533634,47,4.970902765634,1499
4.970915333634,47,4.981599885634,1499
4.981612453634,47,4.992272765634,1499
4.992285333634,47,,
