numActiveSessions:vector baselineTestQoS.hostSSH[10].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,txPk:vector(packetBytes) baselineTestQoS.hostSSH[10].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rxPkOk:vector(packetBytes) baselineTestQoS.hostSSH[10].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetSent:vector(packetBytes) baselineTestQoS.hostSSH[10].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rtt:vector baselineTestQoS.hostSSH[10].tcp.conn-644 (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetReceived:vector(packetBytes) baselineTestQoS.hostSSH[10].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,endToEndDelay:vector baselineTestQoS.hostSSH[10].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),
0,0,0.935332720273,51,1.015448177873,51,2.015448177873,40,2.0977788312,0.082330653326999985,2.0977861112,40,2.0977861112,0.042326247726999999
0.935332720273,1,1.015448177873,47,2.0977788312,47,2.065448177873,40,2.1799420312,0.082163199999999991,2.1799493112,40,2.1799493112,0.042158218400000002
,,2.015448177873,87,2.0977861112,87,2.115448177873,40,2.2603677112,0.080425679999999999,2.2603785112,80,2.2603785112,0.040417786400000002
,,2.0977788312,87,2.1799420312,47,2.165448177873,40,2.3405402712,0.080172560000000003,2.3405475512,40,2.2603785112,0.040417786400000002
,,2.0977861112,47,2.1799493112,87,2.215448177873,40,2.4207655512,0.080225279999999981,2.4207763512,80,2.3405475512,0.040164954399999994
,,2.1799420312,127,2.2603677112,47,2.265448177873,40,2.5009336312,0.080168080000000002,2.5009444312,80,2.4207763512,0.040220602399999999
,,2.1799493112,47,2.2603785112,127,2.315448177873,40,2.5810485912,0.080114959999999984,2.5810558712,40,2.4207763512,0.040220602399999999
,,2.2603677112,87,2.3405402712,47,2.365448177873,40,2.6611487512,0.080100160000000003,2.6611989752,528,2.5009444312,0.040160762399999993
,,2.2603785112,47,2.3405475512,87,2.415448177873,40,3.7412572312,0.080058255999999993,3.7412645112,40,2.5009444312,0.040160762399999993
,,2.3405402712,127,2.4207655512,47,2.465448177873,40,3.8216785912,0.080421359999999996,3.8216858712,40,2.5810558712,0.040106794399999992
,,2.3405475512,47,2.4207763512,127,2.515448177873,40,3.9024071512,0.080728560000000004,3.9024179512,80,2.6611989752,0.040135498399999996
,,2.4207655512,127,2.5009336312,47,3.6611989752,40,3.9826621912,0.080255039999999999,3.9826694712,40,3.7412645112,0.040054634399999996
,,2.4207763512,47,2.5009444312,127,3.7111989752,40,4.0629855512,0.080323359999999982,4.0629963512,80,3.8216858712,0.040416378399999994
,,2.5009336312,87,2.5810485912,47,3.7611989752,40,4.1435423512,0.080556799999999983,4.1435531512,80,3.9024179512,0.040720666399999993
,,2.5009444312,47,2.5810558712,87,3.8111989752,40,4.2253489112,0.08180656,4.2253561912,40,3.9024179512,0.040720666399999993
,,2.5810485912,87,2.6611487512,47,3.8611989752,40,4.3058089912,0.080460079999999989,4.3058592152,528,3.9826694712,0.040247434399999989
,,2.5810558712,47,2.6611989752,575,3.9111989752,40,,,,,4.0629963512,0.040318682399999999
,,2.6611989752,47,3.7412572312,47,3.9611989752,40,,,,,4.0629963512,0.040318682399999999
,,3.6611989752,87,3.7412645112,87,4.0111989752,40,,,,,4.1435531512,0.040549482400000003
,,3.7412572312,87,3.8216785912,47,4.0611989752,40,,,,,4.1435531512,0.040549482400000003
,,3.7412645112,47,3.8216858712,87,4.1111989752,40,,,,,4.2253561912,0.041798394399999993
,,3.8216785912,127,3.9024071512,47,4.1611989752,40,,,,,4.3058592152,0.040495418399999996
,,3.8216858712,47,3.9024179512,127,,,,,,,,
,,3.9024071512,87,3.9826621912,47,,,,,,,,
,,3.9024179512,47,3.9826694712,87,,,,,,,,
,,3.9826621912,127,4.0629855512,47,,,,,,,,
,,3.9826694712,47,4.0629963512,127,,,,,,,,
,,4.0629855512,127,4.1435423512,47,,,,,,,,
,,4.0629963512,47,4.1435531512,127,,,,,,,,
,,4.1435423512,87,4.2253489112,47,,,,,,,,
,,4.1435531512,47,4.2253561912,87,,,,,,,,
,,4.2253489112,87,4.3058089912,47,,,,,,,,
,,4.2253561912,47,4.3058592152,575,,,,,,,,
,,4.3058592152,47,,,,,,,,,,
