numActiveSessions:vector baselineTestQoS.hostSSH[20].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,txPk:vector(packetBytes) baselineTestQoS.hostSSH[20].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rxPkOk:vector(packetBytes) baselineTestQoS.hostSSH[20].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetSent:vector(packetBytes) baselineTestQoS.hostSSH[20].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rtt:vector baselineTestQoS.hostSSH[20].tcp.conn-512 (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetReceived:vector(packetBytes) baselineTestQoS.hostSSH[20].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,endToEndDelay:vector baselineTestQoS.hostSSH[20].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),
0,0,0.233728498418,51,0.313937956018,51,1.313937956018,40,1.3942693912,0.080331435182000004,1.3942766712,40,1.3942766712,0.04032702958199999
0.233728498418,1,0.313937956018,47,1.3942693912,47,1.363937956018,40,1.4745092312,0.080239840000000006,1.4745165112,40,1.4745165112,0.040232234399999996
,,1.313937956018,87,1.3942766712,87,1.413937956018,40,1.5546543512,0.080145119999999986,1.5546651512,80,1.5546651512,0.040137802399999991
,,1.3942693912,87,1.4745092312,47,1.463937956018,40,1.6348307512,0.08017639999999998,1.6348380312,40,1.5546651512,0.040137802399999991
,,1.3942766712,47,1.4745165112,87,1.513937956018,40,1.7149341112,0.080103359999999984,1.7149449112,80,1.6348380312,0.040168218399999996
,,1.4745092312,127,1.5546543512,47,1.563937956018,40,1.7951115512,0.080177439999999988,1.7951223512,80,1.7149449112,0.040096042399999989
,,1.4745165112,47,1.5546651512,127,1.613937956018,40,1.8753919512,0.080280400000000001,1.8753992312,40,1.7149449112,0.040096042399999989
,,1.5546543512,87,1.6348307512,47,1.663937956018,40,1.9554533112,0.080061359999999997,1.9555035352,528,1.7951223512,0.040169546399999991
,,1.5546651512,47,1.6348380312,87,1.713937956018,40,3.0356085912,0.080105055999999979,3.0356158712,40,1.7951223512,0.040169546399999991
,,1.6348307512,127,1.7149341112,47,1.763937956018,40,3.1174045112,0.081795919999999993,3.1174117912,40,1.8753992312,0.040272218399999989
,,1.6348380312,47,1.7149449112,127,1.813937956018,40,3.2004893112,0.083084799999999986,3.2005001112,80,1.9555035352,0.040096698399999991
,,1.7149341112,127,1.7951115512,47,2.9555035352,40,3.2810257912,0.080536479999999993,3.2810330712,40,3.0356158712,0.040102298399999999
,,1.7149449112,47,1.7951223512,127,3.0055035352,40,3.3610580312,0.080032240000000004,3.3610688312,80,3.1174117912,0.041788314399999998
,,1.7951115512,87,1.8753919512,47,3.0555035352,40,3.4412414712,0.080183439999999994,3.4412522712,80,3.2005001112,0.043074282399999996
,,1.7951223512,47,1.8753992312,87,3.1055035352,40,3.5215398712,0.080298399999999991,3.5215471512,40,3.2005001112,0.043074282399999996
,,1.8753919512,87,1.9554533112,47,3.1555035352,40,3.6017429912,0.080203119999999988,3.6017932152,528,3.2810330712,0.040528298399999995
,,1.8753992312,47,1.9555035352,575,3.2055035352,40,4.6820673112,0.080274095999999988,4.6820745912,40,3.3610688312,0.040027546400000002
,,1.9555035352,47,3.0356085912,47,3.2555035352,40,4.7623100312,0.080242719999999989,4.7623173112,40,3.3610688312,0.040027546400000002
,,2.9555035352,87,3.0356158712,87,3.3055035352,40,4.8427821912,0.080472159999999986,4.8427929912,80,3.4412522712,0.040176122399999999
,,3.0356085912,87,3.1174045112,47,3.3555035352,40,4.9229259512,0.08014375999999998,4.9229332312,40,3.4412522712,0.040176122399999999
,,3.0356158712,47,3.1174117912,87,3.4055035352,40,,,,,3.5215471512,0.040297610400000002
,,3.1174045112,127,3.2004893112,47,3.4555035352,40,,,,,3.6017932152,0.040241082400000002
,,3.1174117912,47,3.2005001112,127,4.6017932152,40,,,,,4.6820745912,0.04027213839999999
,,3.2004893112,87,3.2810257912,47,4.6517932152,40,,,,,4.7623173112,0.0402377384
,,3.2005001112,47,3.2810330712,87,4.7017932152,40,,,,,4.8427929912,0.040461642399999997
,,3.2810257912,127,3.3610580312,47,4.7517932152,40,,,,,4.8427929912,0.040461642399999997
,,3.2810330712,47,3.3610688312,127,4.8017932152,40,,,,,4.9229332312,0.040135578399999996
,,3.3610580312,127,3.4412414712,47,4.8517932152,40,,,,,,
,,3.3610688312,47,3.4412522712,127,4.9017932152,40,,,,,,
,,3.4412414712,87,3.5215398712,47,4.9517932152,40,,,,,,
,,3.4412522712,47,3.5215471512,87,,,,,,,,
,,3.5215398712,87,3.6017429912,47,,,,,,,,
,,3.5215471512,47,3.6017932152,575,,,,,,,,
,,3.6017932152,47,4.6820673112,47,,,,,,,,
,,4.6017932152,87,4.6820745912,87,,,,,,,,
,,4.6820673112,87,4.7623100312,47,,,,,,,,
,,4.6820745912,47,4.7623173112,87,,,,,,,,
,,4.7623100312,127,4.8427821912,47,,,,,,,,
,,4.7623173112,47,4.8427929912,127,,,,,,,,
,,4.8427821912,87,4.9229259512,47,,,,,,,,
,,4.8427929912,47,4.9229332312,87,,,,,,,,
,,4.9229259512,127,,,,,,,,,,
,,4.9229332312,47,,,,,,,,,,
