rxPkOk:vector(packetBytes) baselineTestQoS.hostVIP[24].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,endToEndDelay:vector baselineTestQoS.hostVIP[24].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetLossRate:vector baselineTestQoS.hostVIP[24].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,playoutDelay:vector baselineTestQoS.hostVIP[24].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,playoutLossRate:vector baselineTestQoS.hostVIP[24].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,mos:vector baselineTestQoS.hostVIP[24].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,taildropLossRate:vector baselineTestQoS.hostVIP[24].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),
1.004319154876,75,1.004319154876,0.060214469928000002,2.5623879352,0,2.5623879352,0.019999999999999996,2.5623879352,0,2.5623879352,4.3689679459206001,2.5623879352,0
1.024171638032,75,1.024171638032,0.060066953083999993,5,0,5,0.019999999999999996,5,0,5,4.3690079070425991,5,0
1.044431287603,75,1.044431287603,0.060326602654999991,,,,,,,,,,
1.064268657442,75,1.064268657442,0.060163972493999989,,,,,,,,,,
1.0841772904,75,1.0841772904,0.060072605451999993,,,,,,,,,,
1.1041185704,75,1.1041185704,0.060013885451999995,,,,,,,,,,
1.124190889442,75,1.124190889442,0.060086204493999997,,,,,,,,,,
1.144146582242,75,1.144146582242,0.060041897294000001,,,,,,,,,,
1.1642713752,75,1.1642713752,0.060166690251999998,,,,,,,,,,
1.1842569752,75,1.1842569752,0.060152290252000001,,,,,,,,,,
1.2041992952,75,1.2041992952,0.060094610251999996,,,,,,,,,,
1.2241125752,75,1.2241125752,0.060007890251999998,,,,,,,,,,
1.2445954552,75,1.2445954552,0.060490770252000003,,,,,,,,,,
1.2641848952,75,1.2641848952,0.060080210251999999,,,,,,,,,,
1.2842736152,75,1.2842736152,0.060168930251999999,,,,,,,,,,
1.3041119352,75,1.3041119352,0.060007250252000001,,,,,,,,,,
1.3242932952,75,1.3242932952,0.060188610251999993,,,,,,,,,,
1.3442041752,75,1.3442041752,0.060099490251999995,,,,,,,,,,
1.3642891352,75,1.3642891352,0.06018445025199999,,,,,,,,,,
1.3841186552,75,1.3841186552,0.060013970251999989,,,,,,,,,,
1.4041820152,75,1.4041820152,0.060077330252000002,,,,,,,,,,
1.4241506552,75,1.4241506552,0.060045970251999994,,,,,,,,,,
1.4441444952,75,1.4441444952,0.060039810252000003,,,,,,,,,,
1.4642460952,75,1.4642460952,0.060141410251999996,,,,,,,,,,
1.4841927352,75,1.4841927352,0.060088050251999994,,,,,,,,,,
1.5041436952,75,1.5041436952,0.060039010251999993,,,,,,,,,,
1.5244190552,75,1.5244190552,0.060314370251999996,,,,,,,,,,
1.5443824152,75,1.5443824152,0.060277730251999991,,,,,,,,,,
1.5642271352,75,1.5642271352,0.060122450251999997,,,,,,,,,,
1.5842118552,75,1.5842118552,0.060107170251999991,,,,,,,,,,
1.6042212952,75,1.6042212952,0.060116610251999991,,,,,,,,,,
1.6245485752,75,1.6245485752,0.06044389025199999,,,,,,,,,,
1.6441684152,75,1.6441684152,0.060063730251999999,,,,,,,,,,
1.6646236952,75,1.6646236952,0.060519010252000001,,,,,,,,,,
1.6842705752,75,1.6842705752,0.060165890251999989,,,,,,,,,,
1.7041456152,75,1.7041456152,0.060040930251999996,,,,,,,,,,
1.7243465752,75,1.7243465752,0.060241890251999996,,,,,,,,,,
1.7441752952,75,1.7441752952,0.060070610252,,,,,,,,,,
1.7642297752,75,1.7642297752,0.060125090251999996,,,,,,,,,,
1.7842612952,75,1.7842612952,0.060156610252000003,,,,,,,,,,
1.8046082552,75,1.8046082552,0.060503570251999996,,,,,,,,,,
1.8244740952,75,1.8244740952,0.060369410252000002,,,,,,,,,,
1.8441809752,75,1.8441809752,0.060076290251999994,,,,,,,,,,
1.8642220952,75,1.8642220952,0.060117410252,,,,,,,,,,
1.8841454552,75,1.8841454552,0.060040770251999997,,,,,,,,,,
1.9041415352,75,1.9041415352,0.060036850251999992,,,,,,,,,,
1.9243481752,75,1.9243481752,0.060243490252,,,,,,,,,,
