numActiveSessions:vector baselineTestQoS.hostSSH[8].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,txPk:vector(packetBytes) baselineTestQoS.hostSSH[8].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rxPkOk:vector(packetBytes) baselineTestQoS.hostSSH[8].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetSent:vector(packetBytes) baselineTestQoS.hostSSH[8].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rtt:vector baselineTestQoS.hostSSH[8].tcp.conn-491 (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetReceived:vector(packetBytes) baselineTestQoS.hostSSH[8].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,endToEndDelay:vector baselineTestQoS.hostSSH[8].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),
0,0,0.130332984256,51,0.210542441856,51,1.210542441856,40,1.2905717112,0.08002926934399998,1.2905789912,40,1.2905789912,0.040024863743999994
0.130332984256,1,0.210542441856,47,1.2905717112,47,1.260542441856,40,1.3708302712,0.080258560000000006,1.3708375512,40,1.3708375512,0.040250954399999996
,,1.210542441856,87,1.2905789912,87,1.310542441856,40,1.4509162712,0.08008599999999999,1.4509270712,80,1.4509270712,0.040078682399999995
,,1.2905717112,87,1.3708302712,47,1.360542441856,40,1.5309649112,0.080048640000000003,1.5309721912,40,1.4509270712,0.040078682399999995
,,1.2905789912,47,1.3708375512,87,1.410542441856,40,1.6112425112,0.080277600000000004,1.6112533112,80,1.5309721912,0.040040458399999992
,,1.3708302712,127,1.4509162712,47,1.460542441856,40,1.6913077912,0.080065279999999988,1.6913185912,80,1.6112533112,0.040270282399999995
,,1.3708375512,47,1.4509270712,127,1.510542441856,40,1.7717836312,0.080475839999999992,1.7717909112,40,1.6112533112,0.040270282399999995
,,1.4509162712,87,1.5309649112,47,1.560542441856,40,1.8519572312,0.080173599999999983,1.8520074552,528,1.6913185912,0.040057386399999991
,,1.4509270712,47,1.5309721912,87,1.610542441856,40,2.9323278712,0.080320416000000005,2.9323351512,40,1.6913185912,0.040057386399999991
,,1.5309649112,127,1.6112425112,47,1.660542441856,40,3.0127658712,0.080437999999999981,3.0127731512,40,1.7717909112,0.040467658399999994
,,1.5309721912,47,1.6112533112,127,1.710542441856,40,3.0940528312,0.081286959999999991,3.0940636312,80,1.8520074552,0.04020893839999999
,,1.6112425112,127,1.6913077912,47,2.8520074552,40,3.1745750712,0.080522239999999994,3.1745823512,40,2.9323351512,0.04031601039999999
,,1.6112533112,47,1.6913185912,127,2.9020074552,40,3.2547993112,0.080224240000000001,3.2548101112,80,3.0127731512,0.040430394399999999
,,1.6913077912,87,1.7717836312,47,2.9520074552,40,3.3348747512,0.080075439999999997,3.3348855512,80,3.0940636312,0.041279642399999996
,,1.6913185912,47,1.7717909112,87,3.0020074552,40,3.4150913912,0.080216640000000005,3.4150986712,40,3.0940636312,0.041279642399999996
,,1.7717836312,87,1.8519572312,47,3.0520074552,40,3.4952200312,0.08012864,3.4952702552,528,3.1745823512,0.040514058399999996
