numActiveSessions:vector baselineTestQoS.hostSSH[36].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,txPk:vector(packetBytes) baselineTestQoS.hostSSH[36].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rxPkOk:vector(packetBytes) baselineTestQoS.hostSSH[36].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetSent:vector(packetBytes) baselineTestQoS.hostSSH[36].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rtt:vector baselineTestQoS.hostSSH[36].tcp.conn-603 (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetReceived:vector(packetBytes) baselineTestQoS.hostSSH[36].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,endToEndDelay:vector baselineTestQoS.hostSSH[36].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),
0,0,0.687390426164,51,0.76771575461,51,1.76771575461,40,1.8478373112,0.080121556590000003,1.8478445912,40,1.8478445912,0.040117150990000002
0.687390426164,1,0.76771575461,47,1.8478373112,47,1.81771575461,40,1.9280788312,0.080241519999999982,1.9280861112,40,1.9280861112,0.0402339144
,,1.76771575461,87,1.8478445912,87,1.86771575461,40,2.0081852312,0.080106399999999993,2.0081960312,80,2.0081960312,0.040099082399999999
,,1.8478373112,87,1.9280788312,47,1.91771575461,40,2.0921441912,0.083958959999999998,2.0921514712,40,2.0081960312,0.040099082399999999
,,1.8478445912,47,1.9280861112,87,1.96771575461,40,2.1744590712,0.082314880000000006,2.1744698712,80,2.0921514712,0.043950778400000001
,,1.9280788312,127,2.0081852312,47,2.01771575461,40,2.2545489912,0.08008991999999998,2.2545597912,80,2.1744698712,0.042307562399999998
,,1.9280861112,47,2.0081960312,127,2.06771575461,40,2.3347586712,0.080209680000000005,2.3347659512,40,2.1744698712,0.042307562399999998
,,2.0081852312,87,2.0921441912,47,2.11771575461,40,2.4148397112,0.080081039999999991,2.4148899352,528,2.2545597912,0.040076202399999996
,,2.0081960312,47,2.0921514712,87,2.16771575461,40,3.4949527512,0.08006281599999998,3.4949600312,40,2.2545597912,0.040076202399999996
,,2.0921441912,127,2.1744590712,47,2.21771575461,40,3.5750349112,0.080082159999999985,3.5750421912,40,2.3347659512,0.040207898399999997
,,2.0921514712,47,2.1744698712,127,2.26771575461,40,3.6551953112,0.080160399999999992,3.6552061112,80,2.4148899352,0.040109978399999995
,,2.1744590712,127,2.2545489912,47,3.4148899352,40,3.7352230712,0.080027760000000002,3.7352303512,40,3.4949600312,0.040058410399999993
,,2.1744698712,47,2.2545597912,127,3.4648899352,40,3.8153681912,0.080145119999999986,3.8153789912,80,3.5750421912,0.040074554399999989
,,2.2545489912,87,2.3347586712,47,3.5148899352,40,3.8954791512,0.08011095999999998,3.8954899512,80,3.6552061112,0.040158506400000001
,,2.2545597912,47,2.3347659512,87,3.5648899352,40,3.9756757112,0.08019656,3.9756829912,40,3.6552061112,0.040158506400000001
,,2.3347586712,87,2.4148397112,47,3.6148899352,40,4.0557920312,0.08011631999999999,4.0558422552,528,3.7352303512,0.040019578399999991
,,2.3347659512,47,2.4148899352,575,3.6648899352,40,,,,,3.8153789912,0.040137802399999991
,,2.4148899352,47,3.4949527512,47,3.7148899352,40,,,,,3.8153789912,0.040137802399999991
,,3.4148899352,87,3.4949600312,87,3.7648899352,40,,,,,3.8954899512,0.040097242399999996
,,3.4949527512,87,3.5750349112,47,3.8148899352,40,,,,,3.8954899512,0.040097242399999996
,,3.4949600312,47,3.5750421912,87,3.8648899352,40,,,,,3.9756829912,0.040194778399999991
,,3.5750349112,127,3.6551953112,47,3.9148899352,40,,,,,4.0558422552,0.040145258399999994
,,3.5750421912,47,3.6552061112,127,,,,,,,,
,,3.6551953112,87,3.7352230712,47,,,,,,,,
,,3.6552061112,47,3.7352303512,87,,,,,,,,
,,3.7352230712,127,3.8153681912,47,,,,,,,,
,,3.7352303512,47,3.8153789912,127,,,,,,,,
,,3.8153681912,127,3.8954791512,47,,,,,,,,
,,3.8153789912,47,3.8954899512,127,,,,,,,,
,,3.8954791512,87,3.9756757112,47,,,,,,,,
,,3.8954899512,47,3.9756829912,87,,,,,,,,
,,3.9756757112,87,4.0557920312,47,,,,,,,,
,,3.9756829912,47,4.0558422552,575,,,,,,,,
,,4.0558422552,47,,,,,,,,,,
