numActiveSessions:vector baselineTestQoS.hostSSH[26].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,txPk:vector(packetBytes) baselineTestQoS.hostSSH[26].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rxPkOk:vector(packetBytes) baselineTestQoS.hostSSH[26].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetSent:vector(packetBytes) baselineTestQoS.hostSSH[26].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rtt:vector baselineTestQoS.hostSSH[26].tcp.conn-550 (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetReceived:vector(packetBytes) baselineTestQoS.hostSSH[26].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,endToEndDelay:vector baselineTestQoS.hostSSH[26].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),
0,0,0.390063585099,51,0.470314917099,51,1.470314917099,40,1.5504384312,0.080123514100999992,1.5504457112,40,1.5504457112,0.040119108500999991
0.390063585099,1,0.470314917099,47,1.5504384312,47,1.520314917099,40,1.6304781112,0.080039680000000001,1.6304853912,40,1.6304853912,0.040032074399999992
,,1.470314917099,87,1.5504457112,87,1.570314917099,40,1.7106715512,0.080193440000000004,1.7106823512,80,1.7106823512,0.040186122399999995
,,1.5504384312,87,1.6304781112,47,1.620314917099,40,1.7908071512,0.0801356,1.7908144312,40,1.7106823512,0.040186122399999995
,,1.5504457112,47,1.6304853912,87,1.670314917099,40,1.8710109912,0.080203839999999998,1.8710217912,80,1.7908144312,0.040127418400000003
,,1.6304781112,127,1.7106715512,47,1.720314917099,40,1.9511907512,0.080179759999999988,1.9512015512,80,1.8710217912,0.040196522399999989
,,1.6304853912,47,1.7106823512,127,1.770314917099,40,2.0313765112,0.080185759999999994,2.0313837912,40,1.8710217912,0.040196522399999989
,,1.7106715512,87,1.7908071512,47,1.820314917099,40,2.1159817112,0.084605199999999991,2.1160319352,528,1.9512015512,0.040171866399999991
,,1.7106823512,47,1.7908144312,87,1.870314917099,40,3.2005032312,0.084471296,3.2005105112,40,1.9512015512,0.040171866399999991
,,1.7908071512,127,1.8710109912,47,1.920314917099,40,3.2810365112,0.080533279999999984,3.2810437912,40,2.0313837912,0.040177578399999996
,,1.7908144312,47,1.8710217912,127,1.970314917099,40,3.3610719512,0.080035439999999985,3.3610827512,80,2.1160319352,0.044640538399999998
,,1.8710109912,127,1.9511907512,47,3.1160319352,40,3.4412553912,0.080183439999999994,3.4412626712,40,3.2005105112,0.0444668904
,,1.8710217912,47,1.9512015512,127,3.1660319352,40,3.5215505912,0.080295199999999982,3.5215613912,80,3.2810437912,0.040528298399999995
,,1.9511907512,87,2.0313765112,47,3.2160319352,40,3.6017927512,0.080242160000000006,3.6018035512,80,3.3610827512,0.040027546400000002
,,1.9512015512,47,2.0313837912,87,3.2660319352,40,3.6821749112,0.08038215999999998,3.6821821912,40,3.3610827512,0.040027546400000002
,,2.0313765112,87,2.1159817112,47,3.3160319352,40,3.7623764312,0.080201519999999998,3.7624266552,528,3.4412626712,0.040175834399999998
,,2.0313837912,47,2.1160319352,575,3.3660319352,40,4.8427961112,0.080369456000000005,4.8428033912,40,3.5215613912,0.040294138399999998
,,2.1160319352,47,3.2005032312,47,3.4160319352,40,4.9229366712,0.080140559999999999,4.9229439512,40,3.5215613912,0.040294138399999998
,,3.1160319352,87,3.2005105112,87,3.4660319352,40,,,,,3.6018035512,0.04023746639999999
,,3.2005032312,87,3.2810365112,47,3.5160319352,40,,,,,3.6018035512,0.04023746639999999
,,3.2005105112,47,3.2810437912,87,3.5660319352,40,,,,,3.6821821912,0.040381370399999991
,,3.2810365112,127,3.3610719512,47,3.6160319352,40,,,,,3.7624266552,0.040236282399999989
,,3.2810437912,47,3.3610827512,127,4.7624266552,40,,,,,4.8428033912,0.040341258399999996
,,3.3610719512,87,3.4412553912,47,4.8124266552,40,,,,,4.9229439512,0.040135578399999996
,,3.3610827512,47,3.4412626712,87,4.8624266552,40,,,,,,
,,3.4412553912,127,3.5215505912,47,4.9124266552,40,,,,,,
,,3.4412626712,47,3.5215613912,127,4.9624266552,40,,,,,,
,,3.5215505912,127,3.6017927512,47,,,,,,,,
,,3.5215613912,47,3.6018035512,127,,,,,,,,
,,3.6017927512,87,3.6821749112,47,,,,,,,,
,,3.6018035512,47,3.6821821912,87,,,,,,,,
,,3.6821749112,87,3.7623764312,47,,,,,,,,
,,3.6821821912,47,3.7624266552,575,,,,,,,,
,,3.7624266552,47,4.8427961112,47,,,,,,,,
,,4.7624266552,87,4.8428033912,87,,,,,,,,
,,4.8427961112,87,4.9229366712,47,,,,,,,,
,,4.8428033912,47,4.9229439512,87,,,,,,,,
,,4.9229366712,127,,,,,,,,,,
,,4.9229439512,47,,,,,,,,,,
