numActiveSessions:vector baselineTestQoS.hostLVD[7].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHBufferLength:vector baselineTestQoS.hostLVD[7].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoPlaybackPointer:vector baselineTestQoS.hostLVD[7].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoBitrate:vector baselineTestQoS.hostLVD[7].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoResolution:vector baselineTestQoS.hostLVD[7].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHVideoPlaybackStatus:vector baselineTestQoS.hostLVD[7].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,txPk:vector(packetBytes) baselineTestQoS.hostLVD[7].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rxPkOk:vector(packetBytes) baselineTestQoS.hostLVD[7].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHliveDelay:vector baselineTestQoS.hostLVD[7].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rtt:vector baselineTestQoS.hostLVD[7].tcp.conn-498 (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,endToEndDelay:vector baselineTestQoS.hostLVD[7].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHReceivedBytes:vector baselineTestQoS.hostLVD[7].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,DASHEstimatedBitrate:vector baselineTestQoS.hostLVD[7].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),
0,0,0,0,0,0,0,84,0,240,0.173956726445,0,0.173956726445,51,0.254166184045,51,0.254166184045,0.254166184045000019,0.334198026445,0.080031842399999996,0.334329562445,0.040137108800000001,0.92996776341,100000,1.1836406072,577.214384205110035
0.173956726445,1,1.1836406072,1,3.3051338872,1,1,106,1,240,2.3051338872,1,0.254166184045,47,0.334198026445,47,1,1,1.0802750664,0.080275066399999983,0.414499057078,0.12030660343299998,1.1836406072,13250,2.3051338872,833.857894234169859
,,2.3051338872,2,4.3051338872,2,2,288,2,360,,,0.254166560045,247,0.334329562445,1499,2,2,2.0809969912,0.080996991199999978,0.414624977078,0.120432523432999982,2.3051338872,36000,3.4428613752,1097.375077944199798
,,3.3051338872,1,,,3,536,3,480,,,0.334329562445,47,0.414499057078,1499,2.3051338872,2.305133887199999328,3.0810069112,0.081006911200000003,0.494770771478,0.200578317833000007,3.4428613752,67000,4.4042176152,1156.984464579899845
,,3.4428613752,2,,,4,478,4,480,,,0.414499057078,47,0.414624977078,1499,3,3,4.0809995512,0.080999551199999991,0.494890691478,0.200698237833000003,4.4042176152,59750,,
,,4.3051338872,1,,,5,620,5,480,,,0.414624977078,47,0.494770771478,1499,3.3051338872,2.305133887199999328,,,0.49720437909,0.203011925444999962,,,,
,,4.4042176152,2,,,,,,,,,0.494770771478,47,0.494890691478,1499,4,3,,,0.500291686128,0.206099232482999993,,,,
,,,,,,,,,,,,0.494890691478,47,0.49720437909,1499,4.3051338872,2.305133887199999328,,,0.575009655478,0.280817201832999962,,,,
,,,,,,,,,,,,0.49720437909,47,0.500291686128,1499,5,3,,,0.575129575478,0.280937121833000012,,,,
,,,,,,,,,,,,0.500291686128,47,0.575009655478,1499,,,,,0.57744326309,0.283250809444999916,,,,
,,,,,,,,,,,,0.575009655478,47,0.575129575478,1499,,,,,0.580567480528,0.286375026882999982,,,,
,,,,,,,,,,,,0.575129575478,47,0.57744326309,1499,,,,,0.583876350803,0.289683897158000024,,,,
,,,,,,,,,,,,0.57744326309,47,0.580567480528,1499,,,,,0.587177177607,0.292984723961999925,,,,
,,,,,,,,,,,,0.580567480528,47,0.583876350803,1499,,,,,0.590457172943,0.296264719298000021,,,,
,,,,,,,,,,,,0.583876350803,47,0.587177177607,1499,,,,,0.593725960559,0.299533506913999935,,,,
,,,,,,,,,,,,0.587177177607,47,0.590457172943,1499,,,,,0.655248539478,0.361056085832999971,,,,
,,,,,,,,,,,,0.590457172943,47,0.593725960559,1499,,,,,0.655488379478,0.361295925832999962,,,,
,,,,,,,,,,,,0.593725960559,47,0.655248539478,1499,,,,,0.657463551478,0.363271097832999932,,,,
,,,,,,,,,,,,0.655248539478,47,0.655488379478,1499,,,,,0.660926815728,0.366734362082999919,,,,
,,,,,,,,,,,,0.655488379478,47,0.657463551478,1499,,,,,0.664138035603,0.369945581957999978,,,,
,,,,,,,,,,,,0.657463551478,47,0.660926815728,1499,,,,,0.667516061607,0.373323607961999924,,,,
,,,,,,,,,,,,0.660926815728,47,0.664138035603,1499,,,,,0.670685868007,0.37649341436200001,,,,
,,,,,,,,,,,,0.664138035603,47,0.667516061607,1499,,,,,0.673963645359,0.379771191713999976,,,,
,,,,,,,,,,,,0.667516061607,47,0.670685868007,1499,,,,,0.677231796966,0.383039343320999979,,,,
,,,,,,,,,,,,0.670685868007,47,0.673963645359,1499,,,,,0.680716165328,0.386523711682999925,,,,
,,,,,,,,,,,,0.673963645359,47,0.677231796966,1499,,,,,0.683816130076,0.38962367643099993,,,,
,,,,,,,,,,,,0.677231796966,47,0.680716165328,1499,,,,,0.687162177336,0.392969723690999915,,,,
,,,,,,,,,,,,0.680716165328,47,0.683816130076,1499,,,,,0.690485868007,0.396293414361999938,,,,
,,,,,,,,,,,,0.683816130076,47,0.687162177336,1499,,,,,0.693797994098,0.399605540453000006,,,,
,,,,,,,,,,,,0.687162177336,47,0.690485868007,1499,,,,,0.697140463416,0.40294800977099998,,,,
,,,,,,,,,,,,0.690485868007,47,0.693797994098,1499,,,,,0.700301285006,0.406108831360999953,,,,
,,,,,,,,,,,,0.693797994098,47,0.697140463416,1499,,,,,0.735487423478,0.441294969832999981,,,,
,,,,,,,,,,,,0.697140463416,47,0.700301285006,1499,,,,,0.735733263478,0.441540809832999923,,,,
,,,,,,,,,,,,0.700301285006,47,0.735487423478,1499,,,,,0.737682515478,0.443490061832999992,,,,
,,,,,,,,,,,,0.735487423478,47,0.735733263478,1499,,,,,0.741129307359,0.446936853713999935,,,,
,,,,,,,,,,,,0.735733263478,47,0.737682515478,1499,,,,,0.744353996172,0.450161542527000022,,,,
,,,,,,,,,,,,0.737682515478,47,0.741129307359,1499,,,,,0.74760333861,0.453410884964999925,,,,
,,,,,,,,,,,,0.741129307359,47,0.744353996172,1499,,,,,0.750873101487,0.456680647842000018,,,,
,,,,,,,,,,,,0.744353996172,47,0.74760333861,1499,,,,,0.754201330159,0.460008876514000018,,,,
,,,,,,,,,,,,0.74760333861,47,0.750873101487,1499,,,,,0.757453822616,0.463261368971000007,,,,
,,,,,,,,,,,,0.750873101487,47,0.754201330159,1499,,,,,0.760810250128,0.466617796482999944,,,,
,,,,,,,,,,,,0.754201330159,47,0.757453822616,1499,,,,,0.764653414876,0.470460961231000006,,,,
,,,,,,,,,,,,0.757453822616,47,0.760810250128,1499,,,,,0.76737741861,0.473184964964999952,,,,
,,,,,,,,,,,,0.760810250128,47,0.764653414876,1499,,,,,0.770691868007,0.476499414361999937,,,,
,,,,,,,,,,,,0.764653414876,47,0.76737741861,1499,,,,,0.774156798098,0.479964344452999956,,,,
,,,,,,,,,,,,0.76737741861,47,0.770691868007,1499,,,,,0.777478148216,0.48328569457100001,,,,
,,,,,,,,,,,,0.770691868007,47,0.774156798098,1499,,,,,0.780543049806,0.486350596160999957,,,,
,,,,,,,,,,,,0.774156798098,47,0.777478148216,1499,,,,,0.783826270803,0.489633817157999915,,,,
,,,,,,,,,,,,0.777478148216,47,0.780543049806,1499,,,,,0.787149221336,0.492956767690999939,,,,
,,,,,,,,,,,,0.780543049806,47,0.783826270803,1499,,,,,0.790587068597,0.496394614951999988,,,,
,,,,,,,,,,,,0.783826270803,47,0.787149221336,1499,,,,,0.793758698017,0.499566244371999921,,,,
,,,,,,,,,,,,0.787149221336,47,0.790587068597,1499,,,,,0.797019225585,0.502826771939999915,,,,
,,,,,,,,,,,,0.790587068597,47,0.793758698017,1499,,,,,0.800336431465,0.506143977819999865,,,,
,,,,,,,,,,,,0.793758698017,47,0.797019225585,1499,,,,,0.803574236172,0.509381782526999946,,,,
,,,,,,,,,,,,0.797019225585,47,0.800336431465,1499,,,,,0.806883844972,0.512691391326999921,,,,
,,,,,,,,,,,,0.800336431465,47,0.803574236172,1499,,,,,0.810203405923,0.516010952277999867,,,,
,,,,,,,,,,,,0.803574236172,47,0.806883844972,1499,,,,,0.813465800559,0.519273346913999843,,,,
,,,,,,,,,,,,0.806883844972,47,0.810203405923,1499,,,,,0.816936308278,0.52274385463299988,,,,
,,,,,,,,,,,,0.810203405923,47,0.813465800559,1499,,,,,0.820101049806,0.525908596160999939,,,,
,,,,,,,,,,,,0.813465800559,47,0.816936308278,1499,,,,,0.823718356642,0.529525902996999862,,,,
,,,,,,,,,,,,0.816936308278,47,0.820101049806,1499,,,,,0.826748320972,0.532555867326999885,,,,
,,,,,,,,,,,,0.820101049806,47,0.823718356642,1499,,,,,0.829997704899,0.535805251253999912,,,,
,,,,,,,,,,,,0.823718356642,47,0.826748320972,1499,,,,,0.833276457217,0.539084003571999923,,,,
,,,,,,,,,,,,0.826748320972,47,0.829997704899,1499,,,,,0.836605867202,0.54241341355700001,,,,
,,,,,,,,,,,,0.829997704899,47,0.833276457217,1499,,,,,0.839868524966,0.545676071321000042,,,,
,,,,,,,,,,,,0.833276457217,47,0.836605867202,1499,,,,,0.843269497276,0.549077043630999959,,,,
,,,,,,,,,,,,0.836605867202,47,0.839868524966,1499,,,,,0.846437734003,0.552245280358000021,,,,
