numActiveSessions:vector baselineTestQoS.hostSSH[37].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,txPk:vector(packetBytes) baselineTestQoS.hostSSH[37].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rxPkOk:vector(packetBytes) baselineTestQoS.hostSSH[37].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetSent:vector(packetBytes) baselineTestQoS.hostSSH[37].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rtt:vector baselineTestQoS.hostSSH[37].tcp.conn-546 (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetReceived:vector(packetBytes) baselineTestQoS.hostSSH[37].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,endToEndDelay:vector baselineTestQoS.hostSSH[37].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),
0,0,0.367437932303,51,0.447647389903,51,1.447647389903,40,1.5281840312,0.080536641296999999,1.5281913112,40,1.5281913112,0.040532235696999999
0.367437932303,1,0.447647389903,47,1.5281840312,47,1.497647389903,40,1.6084616312,0.080277600000000004,1.6084689112,40,1.6084689112,0.040269994399999994
,,1.447647389903,87,1.5281913112,87,1.547647389903,40,1.6886436312,0.080182000000000002,1.6886544312,80,1.6886544312,0.040174682399999994
,,1.5281840312,87,1.6084616312,47,1.597647389903,40,1.7691226712,0.080479040000000001,1.7691299512,40,1.6886544312,0.040174682399999994
,,1.5281913112,47,1.6084689112,87,1.647647389903,40,1.8492870712,0.080164399999999996,1.8492978712,80,1.7691299512,0.040470858399999989
,,1.6084616312,127,1.6886436312,47,1.697647389903,40,1.9296485112,0.080361440000000005,1.9296593112,80,1.8492978712,0.040157082400000001
,,1.6084689112,47,1.6886544312,127,1.747647389903,40,2.0100039512,0.08035544,2.0100112312,40,1.8492978712,0.040157082400000001
,,1.6886436312,87,1.7691226712,47,1.797647389903,40,2.0921549112,0.082150959999999994,2.0922051352,528,1.9296593112,0.040353546399999995
,,1.6886544312,47,1.7691299512,87,1.847647389903,40,3.1746104312,0.082405295999999988,3.1746177112,40,1.9296593112,0.040353546399999995
,,1.7691226712,127,1.8492870712,47,1.897647389903,40,3.2548378712,0.080227439999999982,3.2548451512,40,2.0100112312,0.040347258400000002
,,1.7691299512,47,1.8492978712,127,1.947647389903,40,3.3349165112,0.080078640000000006,3.3349273112,80,2.0922051352,0.042186298400000002
,,1.8492870712,127,1.9296485112,47,3.0922051352,40,3.4151267512,0.080210239999999987,3.4151340312,40,3.1746177112,0.042400890400000001
,,1.8492978712,47,1.9296593112,127,3.1422051352,40,3.4952944312,0.08016767999999999,3.4953052312,80,3.2548451512,0.040219258399999999
,,1.9296485112,87,2.0100039512,47,3.1922051352,40,3.5754017112,0.080107280000000002,3.5754125112,80,3.3349273112,0.040064922399999994
,,1.9296593112,47,2.0100112312,87,3.2422051352,40,3.6556247512,0.080223039999999994,3.6556320312,40,3.3349273112,0.040064922399999994
,,2.0100039512,87,2.0921549112,47,3.2922051352,40,3.7358513912,0.080226639999999987,3.7359016152,528,3.4151340312,0.040208458399999993
,,2.0100112312,47,2.0922051352,575,3.3422051352,40,4.8159435512,0.080041935999999979,4.8159508312,40,3.4953052312,0.040162986400000002
,,2.0922051352,47,3.1746104312,47,3.3922051352,40,4.8960848312,0.080141279999999981,4.8960921112,40,3.4953052312,0.040162986400000002
,,3.0922051352,87,3.1746177112,87,3.4422051352,40,4.9763536312,0.0802688,4.9763644312,80,3.5754125112,0.04010621839999999
,,3.1746104312,87,3.2548378712,47,3.4922051352,40,,,,,3.5754125112,0.04010621839999999
,,3.1746177112,47,3.2548451512,87,3.5422051352,40,,,,,3.6556320312,0.040222250399999992
,,3.2548378712,127,3.3349165112,47,3.5922051352,40,,,,,3.7359016152,0.040261418399999998
,,3.2548451512,47,3.3349273112,127,4.7359016152,40,,,,,4.8159508312,0.040028218399999995
,,3.3349165112,87,3.4151267512,47,4.7859016152,40,,,,,4.8960921112,0.040133674399999999
,,3.3349273112,47,3.4151340312,87,4.8359016152,40,,,,,4.9763644312,0.040255082400000002
,,3.4151267512,127,3.4952944312,47,4.8859016152,40,,,,,4.9763644312,0.040255082400000002
,,3.4151340312,47,3.4953052312,127,4.9359016152,40,,,,,,
,,3.4952944312,127,3.5754017112,47,4.9859016152,40,,,,,,
,,3.4953052312,47,3.5754125112,127,,,,,,,,
,,3.5754017112,87,3.6556247512,47,,,,,,,,
,,3.5754125112,47,3.6556320312,87,,,,,,,,
,,3.6556247512,87,3.7358513912,47,,,,,,,,
,,3.6556320312,47,3.7359016152,575,,,,,,,,
,,3.7359016152,47,4.8159435512,47,,,,,,,,
,,4.7359016152,87,4.8159508312,87,,,,,,,,
,,4.8159435512,87,4.8960848312,47,,,,,,,,
,,4.8159508312,47,4.8960921112,87,,,,,,,,
,,4.8960848312,127,4.9763536312,47,,,,,,,,
,,4.8960921112,47,4.9763644312,127,,,,,,,,
,,4.9763536312,87,,,,,,,,,,
,,4.9763644312,47,,,,,,,,,,
