numActiveSessions:vector baselineTestQoS.hostFDO[15].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,txPk:vector(packetBytes) baselineTestQoS.hostFDO[15].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rxPkOk:vector(packetBytes) baselineTestQoS.hostFDO[15].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetSent:vector(packetBytes) baselineTestQoS.hostFDO[15].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rtt:vector baselineTestQoS.hostFDO[15].tcp.conn-579 (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetReceived:vector(packetBytes) baselineTestQoS.hostFDO[15].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,endToEndDelay:vector baselineTestQoS.hostFDO[15].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),
0,0,0.583924184435,51,0.664006531603,51,0.664006531603,800,0.744102540172,0.080096008568999981,0.744234076172,1452,0.744234076172,0.040147994968999997
0.583924184435,1,0.664006531603,47,0.744102540172,47,,,,,0.824587920972,1452,0.824587920972,0.120501839769000001
0.744234076172,0,0.664006907603,847,0.744234076172,1499,,,,,0.824707840972,1452,0.824707840972,0.120621759768999997
,,0.744234076172,47,0.824587920972,1499,,,,,0.904826804972,1452,0.904826804972,0.200740723768999983
,,0.744234452172,47,0.824707840972,1499,,,,,0.904946724972,1452,0.904946724972,0.200860643768999979
,,0.824587920972,47,0.826276944972,47,,,,,0.906779604972,1452,0.906779604972,0.20269352376899996
,,0.824707840972,47,0.904826804972,1499,,,,,0.909341124972,1452,0.909341124972,0.205255043769
,,0.904826804972,47,0.904946724972,1499,,,,,0.985140765442,1452,0.985140765442,0.281054684238999929
,,0.904946724972,47,0.906779604972,1499,,,,,0.985272685442,1452,0.985272685442,0.281186604238999992
,,0.906779604972,47,0.909341124972,1499,,,,,0.987063565442,1452,0.987063565442,0.282977484238999931
,,0.909341124972,47,0.985140765442,1499,,,,,0.989681128972,1452,0.989681128972,0.285595047769000019
,,0.985140765442,47,0.985272685442,1499,,,,,0.992350568972,1452,0.992350568972,0.288264487768999931
,,0.985272685442,47,0.987063565442,1499,,,,,0.995052685359,1452,0.995052685359,0.290966604155999951
,,0.987063565442,47,0.989681128972,1499,,,,,0.997834276002,1452,0.997834276002,0.293748194798999938
,,0.989681128972,47,0.992350568972,1499,,,,,1.000322944166,1452,1.000322944166,0.296236862963000001
,,0.992350568972,47,0.995052685359,1499,,,,,1.065459152148,1452,1.065459152148,0.361373070944999928
,,0.995052685359,47,0.997834276002,1499,,,,,1.065579072148,1452,1.065579072148,0.361492990944999979
,,0.997834276002,47,1.000322944166,1499,,,,,1.067254112148,1452,1.067254112148,0.36316803094499994
,,1.000322944166,47,1.065459152148,1499,,,,,1.069918813772,1452,1.069918813772,0.36583273256899995
,,1.065459152148,47,1.065579072148,1499,,,,,1.072689452972,1452,1.072689452972,0.368603371768999931
,,1.065579072148,47,1.067254112148,1499,,,,,1.075290370159,1452,1.075290370159,0.371204288955999992
,,1.067254112148,47,1.069918813772,1499,,,,,1.077952040802,1452,1.077952040802,0.373865959598999929
,,1.069918813772,47,1.072689452972,1499,,,,,1.0811509224,1452,1.0811509224,0.377064841197000009
,,1.072689452972,47,1.075290370159,1499,,,,,1.0833394824,1452,1.0833394824,0.379253401197000015
,,1.075290370159,47,1.077952040802,1499,,,,,1.0863712424,1452,1.0863712424,0.382285161196999954
,,1.077952040802,47,1.0811509224,1499,,,,,1.0904672424,1452,1.0904672424,0.386381161196999943
,,1.0811509224,47,1.0833394824,1499,,,,,1.0955218824,1452,1.0955218824,0.391435801196999942
,,1.0833394824,47,1.0863712424,1499,,,,,1.0958876424,1452,1.0958876424,0.391801561196999935
,,1.0863712424,47,1.0904672424,1499,,,,,1.1013358024,1452,1.1013358024,0.397249721196999969
,,1.0904672424,47,1.0955218824,1499,,,,,1.1023011624,1452,1.1023011624,0.398215081196999996
,,1.0955218824,47,1.0958876424,1499,,,,,1.1065463624,1452,1.1065463624,0.402460281196999945
,,1.0958876424,47,1.1013358024,1499,,,,,1.145904756948,1452,1.145904756948,0.441818675744999998
,,1.1013358024,47,1.1023011624,1499,,,,,1.146274276948,1452,1.146274276948,0.44218819574500001
,,1.1023011624,47,1.1065463624,1499,,,,,1.147971156948,1452,1.147971156948,0.443885075745000021
,,1.1065463624,47,1.145904756948,1499,,,,,1.150381556948,1452,1.150381556948,0.446295475744999946
,,1.145904756948,47,1.146274276948,1499,,,,,1.153172977772,1452,1.153172977772,0.449086896569000025
,,1.146274276948,47,1.147971156948,1499,,,,,1.155789377772,1452,1.155789377772,0.451703296568999988
,,1.147971156948,47,1.150381556948,1499,,,,,1.158419470021,1452,1.158419470021,0.454333388818000003
,,1.150381556948,47,1.153172977772,1499,,,,,1.161155790021,1452,1.161155790021,0.457069708818000018
,,1.153172977772,47,1.155789377772,1499,,,,,1.1640369272,1452,1.1640369272,0.459950845996999977
,,1.155789377772,47,1.158419470021,1499,,,,,1.1664593272,1452,1.1664593272,0.462373245997000024
,,1.158419470021,47,1.161155790021,1499,,,,,1.1691253272,1452,1.1691253272,0.46503924599699997
