numActiveSessions:vector baselineTestQoS.hostSSH[19].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,txPk:vector(packetBytes) baselineTestQoS.hostSSH[19].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rxPkOk:vector(packetBytes) baselineTestQoS.hostSSH[19].ppp[0].ppp (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetSent:vector(packetBytes) baselineTestQoS.hostSSH[19].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,rtt:vector baselineTestQoS.hostSSH[19].tcp.conn-592 (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,packetReceived:vector(packetBytes) baselineTestQoS.hostSSH[19].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),,endToEndDelay:vector baselineTestQoS.hostSSH[19].app[0] (#0 - testingConfigurator5slices-0-20240322-15:59:30-33125),
0,0,0.635448390543,51,0.715590002557,51,1.715590002557,40,1.7958509912,0.080260988642999991,1.7958582712,40,1.7958582712,0.04025658304299999
0.635448390543,1,0.715590002557,47,1.7958509912,47,1.765590002557,40,1.8760022712,0.080151279999999991,1.8760095512,40,1.8760095512,0.040143674399999995
,,1.715590002557,87,1.7958582712,87,1.815590002557,40,1.9563425112,0.080340239999999979,1.9563533112,80,1.9563533112,0.040332922399999998
,,1.7958509912,87,1.8760022712,47,1.865590002557,40,2.0367573912,0.080414879999999993,2.0367646712,40,1.9563533112,0.040332922399999998
,,1.7958582712,47,1.8760095512,87,1.915590002557,40,2.1218403512,0.085082959999999984,2.1218511512,80,2.0367646712,0.040406698399999996
,,1.8760022712,127,1.9563425112,47,1.965590002557,40,2.2029587512,0.081118399999999978,2.2029695512,80,2.1218511512,0.04507564239999999
,,1.8760095512,47,1.9563533112,127,2.015590002557,40,2.2838837912,0.080925040000000003,2.2838910712,40,2.1218511512,0.04507564239999999
,,1.9563425112,87,2.0367573912,47,2.065590002557,40,2.3647265912,0.080842799999999992,2.3647768152,528,2.2029695512,0.041111082399999998
,,1.9563533112,47,2.0367646712,87,2.115590002557,40,3.4451798712,0.080403056,3.4451871512,40,2.2029695512,0.041111082399999998
,,2.0367573912,127,2.1218403512,47,2.165590002557,40,3.5257005112,0.080520640000000003,3.5257077912,40,2.2838910712,0.040916874399999997
,,2.0367646712,47,2.1218511512,127,2.215590002557,40,3.6061917112,0.080491199999999984,3.6062025112,80,2.3647768152,0.040878138399999999
,,2.1218403512,127,2.2029587512,47,3.3647768152,40,3.6864507512,0.080259040000000003,3.6864580312,40,3.4451871512,0.040398650399999999
,,2.1218511512,47,2.2029695512,127,3.4147768152,40,3.7666941112,0.080243359999999985,3.7667049112,80,3.5257077912,0.040515658400000001
,,2.2029587512,87,2.2838837912,47,3.4647768152,40,3.8468239512,0.080129839999999979,3.8468347512,80,3.6062025112,0.040480682399999995
,,2.2029695512,47,2.2838910712,87,3.5147768152,40,3.9270108312,0.080186879999999987,3.9270181112,40,3.6062025112,0.040480682399999995
,,2.2838837912,87,2.3647265912,47,3.5647768152,40,4.0073550712,0.080344239999999983,4.0074052952,528,3.6864580312,0.040250858399999991
,,2.2838910712,47,2.3647768152,575,3.6147768152,40,,,,,3.7667049112,0.040238666399999997
,,2.3647768152,47,3.4451798712,47,3.6647768152,40,,,,,3.7667049112,0.040238666399999997
,,3.3647768152,87,3.4451871512,87,3.7147768152,40,,,,,3.8468347512,0.040122522399999998
,,3.4451798712,87,3.5257005112,47,3.7647768152,40,,,,,3.8468347512,0.040122522399999998
,,3.4451871512,47,3.5257077912,87,3.8147768152,40,,,,,3.9270181112,0.040178714399999995
,,3.5257005112,127,3.6061917112,47,3.8647768152,40,,,,,4.0074052952,0.04037957839999999
,,3.5257077912,47,3.6062025112,127,,,,,,,,
,,3.6061917112,87,3.6864507512,47,,,,,,,,
,,3.6062025112,47,3.6864580312,87,,,,,,,,
,,3.6864507512,127,3.7666941112,47,,,,,,,,
,,3.6864580312,47,3.7667049112,127,,,,,,,,
,,3.7666941112,127,3.8468239512,47,,,,,,,,
,,3.7667049112,47,3.8468347512,127,,,,,,,,
,,3.8468239512,87,3.9270108312,47,,,,,,,,
,,3.8468347512,47,3.9270181112,87,,,,,,,,
,,3.9270108312,87,4.0073550712,47,,,,,,,,
,,3.9270181112,47,4.0074052952,575,,,,,,,,
,,4.0074052952,47,,,,,,,,,,
